Node1	Node2	Pvalue	Cor
BacV5_Otu_000003	BacV5_Otu_000002	0.001	0.492524253765
BacV5_Otu_000007	BacV5_Otu_000002	0	0.62172914597
BacV5_Otu_000014	BacV5_Otu_000002	0	0.490297204523
BacV5_Otu_000031	BacV5_Otu_000002	0	0.619290677861
BacV5_Otu_000036	BacV5_Otu_000002	0.001	0.507966241086
BacV5_Otu_000050	BacV5_Otu_000002	0	0.589579703445
BacV5_Otu_000053	BacV5_Otu_000002	0	0.541347009578
BacV5_Otu_000077	BacV5_Otu_000002	0	0.571378687891
BacV5_Otu_000120	BacV5_Otu_000002	0	0.498548914264
BacV5_Otu_000122	BacV5_Otu_000002	0	-0.412360155015
BacV5_Otu_000153	BacV5_Otu_000002	0	0.489641214427
BacV5_Otu_000175	BacV5_Otu_000002	0	0.489604308393
BacV5_Otu_000196	BacV5_Otu_000002	0	0.467535653235
BacV5_Otu_000477	BacV5_Otu_000002	0	0.445896153067
Ftrad_Otu_00026	BacV5_Otu_000002	0.001	0.435086527465
Ftrad_Otu_00050	BacV5_Otu_000002	0	0.471610118302
BacV5_Otu_000005	BacV5_Otu_000003	0	0.556212468849
BacV5_Otu_000007	BacV5_Otu_000003	0	0.59075697019
BacV5_Otu_000085	BacV5_Otu_000003	0	-0.49393084967
BacV5_Otu_000097	BacV5_Otu_000003	0	-0.403669715486
BacV5_Otu_000098	BacV5_Otu_000003	0.001	-0.445734253843
BacV5_Otu_000103	BacV5_Otu_000003	0	-0.45184674693
BacV5_Otu_000171	BacV5_Otu_000003	0	-0.467870367574
BacV5_Otu_000179	BacV5_Otu_000003	0	0.43681138407
BacV5_Otu_000189	BacV5_Otu_000003	0	-0.504587410071
BacV5_Otu_000206	BacV5_Otu_000003	0	0.509530338337
BacV5_Otu_000237	BacV5_Otu_000003	0	-0.448292410332
BacV5_Otu_000338	BacV5_Otu_000003	0.001	-0.458167529182
Ftrad_Otu_00004	BacV5_Otu_000003	0.001	0.473151943068
Ftrad_Otu_00011	BacV5_Otu_000003	0	0.57248889139
Ftrad_Otu_00017	BacV5_Otu_000003	0	0.463213171353
Ftrad_Otu_00026	BacV5_Otu_000003	0	0.623018465847
Ftrad_Otu_00093	BacV5_Otu_000003	0	0.537262425784
Ftrad_Otu_00194	BacV5_Otu_000003	0.001	0.391981819004
Ftrad_Otu_00213	BacV5_Otu_000003	0	0.448762918806
Ftrad_Otu_00234	BacV5_Otu_000003	0	0.503374819726
BacV5_Otu_000009	BacV5_Otu_000004	0	-0.626228957389
BacV5_Otu_000027	BacV5_Otu_000004	0	0.728335005061
BacV5_Otu_000030	BacV5_Otu_000004	0	0.755331207193
BacV5_Otu_000033	BacV5_Otu_000004	0	0.459049107247
BacV5_Otu_000034	BacV5_Otu_000004	0	0.84718949401
BacV5_Otu_000040	BacV5_Otu_000004	0	0.655931648911
BacV5_Otu_000041	BacV5_Otu_000004	0	0.543650920563
BacV5_Otu_000043	BacV5_Otu_000004	0	0.744867052088
BacV5_Otu_000045	BacV5_Otu_000004	0	0.542080993739
BacV5_Otu_000048	BacV5_Otu_000004	0.001	0.522120181827
BacV5_Otu_000052	BacV5_Otu_000004	0	0.693971127441
BacV5_Otu_000055	BacV5_Otu_000004	0.001	0.450436589394
BacV5_Otu_000056	BacV5_Otu_000004	0	0.734872842414
BacV5_Otu_000057	BacV5_Otu_000004	0	0.53114430299
BacV5_Otu_000059	BacV5_Otu_000004	0	0.543193356704
BacV5_Otu_000062	BacV5_Otu_000004	0	0.444473339069
BacV5_Otu_000063	BacV5_Otu_000004	0.001	0.463899630907
BacV5_Otu_000065	BacV5_Otu_000004	0.001	0.481808933609
BacV5_Otu_000071	BacV5_Otu_000004	0	0.497123925288
BacV5_Otu_000072	BacV5_Otu_000004	0	0.744749099084
BacV5_Otu_000073	BacV5_Otu_000004	0	0.696764696017
BacV5_Otu_000074	BacV5_Otu_000004	0	0.633795196163
BacV5_Otu_000083	BacV5_Otu_000004	0	0.59058273515
BacV5_Otu_000085	BacV5_Otu_000004	0	0.638380630972
BacV5_Otu_000088	BacV5_Otu_000004	0	0.486692498176
BacV5_Otu_000089	BacV5_Otu_000004	0	0.691454897524
BacV5_Otu_000095	BacV5_Otu_000004	0	0.68583743264
BacV5_Otu_000096	BacV5_Otu_000004	0	0.518620082121
BacV5_Otu_000097	BacV5_Otu_000004	0	0.607918144957
BacV5_Otu_000098	BacV5_Otu_000004	0	0.717283515568
BacV5_Otu_000102	BacV5_Otu_000004	0	0.441686006433
BacV5_Otu_000103	BacV5_Otu_000004	0	0.549363246721
BacV5_Otu_000104	BacV5_Otu_000004	0	0.507771469971
BacV5_Otu_000107	BacV5_Otu_000004	0	0.477866870649
BacV5_Otu_000115	BacV5_Otu_000004	0	0.504103176849
BacV5_Otu_000119	BacV5_Otu_000004	0	0.583804781497
BacV5_Otu_000123	BacV5_Otu_000004	0.001	0.459266190207
BacV5_Otu_000127	BacV5_Otu_000004	0.001	0.461745902163
BacV5_Otu_000129	BacV5_Otu_000004	0	0.523195361592
BacV5_Otu_000130	BacV5_Otu_000004	0	0.482795999425
BacV5_Otu_000131	BacV5_Otu_000004	0	0.583662150068
BacV5_Otu_000137	BacV5_Otu_000004	0	0.408240299976
BacV5_Otu_000141	BacV5_Otu_000004	0	0.516789994554
