Node1	Node2	Pvalue	Cor
BacV5_Otu_000007	BacV5_Otu_000002	0	0.527430046756
BacV5_Otu_000010	BacV5_Otu_000002	0	0.563350417287
BacV5_Otu_000014	BacV5_Otu_000002	0.001	0.547211407168
BacV5_Otu_000036	BacV5_Otu_000002	0	0.534526777955
BacV5_Otu_000053	BacV5_Otu_000002	0	0.571721837288
BacV5_Otu_000134	BacV5_Otu_000002	0	0.453380343571
BacV5_Otu_000196	BacV5_Otu_000002	0	0.546213156276
BacV5_Otu_000225	BacV5_Otu_000002	0	0.509021966767
BacV5_Otu_000289	BacV5_Otu_000002	0.001	0.53015341621
Ftrad_Otu_00002	BacV5_Otu_000002	0	-0.481566860454
Ftrad_Otu_00136	BacV5_Otu_000002	0.001	-0.433025620017
BacV5_Otu_000006	BacV5_Otu_000004	0.001	0.522637535492
BacV5_Otu_000009	BacV5_Otu_000004	0.001	-0.530911432194
BacV5_Otu_000010	BacV5_Otu_000004	0	-0.594972436634
BacV5_Otu_000012	BacV5_Otu_000004	0	0.530098150428
BacV5_Otu_000013	BacV5_Otu_000004	0	0.571792780873
BacV5_Otu_000027	BacV5_Otu_000004	0	0.88735802539
BacV5_Otu_000030	BacV5_Otu_000004	0.001	0.535739986911
BacV5_Otu_000033	BacV5_Otu_000004	0	0.621043241121
BacV5_Otu_000034	BacV5_Otu_000004	0	0.518566274118
BacV5_Otu_000040	BacV5_Otu_000004	0	0.741127771175
BacV5_Otu_000041	BacV5_Otu_000004	0	0.751003921472
BacV5_Otu_000043	BacV5_Otu_000004	0	0.83490836162
BacV5_Otu_000052	BacV5_Otu_000004	0.001	0.446416017609
BacV5_Otu_000057	BacV5_Otu_000004	0	0.471630590899
BacV5_Otu_000062	BacV5_Otu_000004	0	0.67096648741
BacV5_Otu_000063	BacV5_Otu_000004	0	0.777712839682
BacV5_Otu_000069	BacV5_Otu_000004	0	0.559300240279
BacV5_Otu_000071	BacV5_Otu_000004	0	0.594991345258
BacV5_Otu_000072	BacV5_Otu_000004	0.001	0.433748934906
BacV5_Otu_000081	BacV5_Otu_000004	0	0.504574870336
BacV5_Otu_000083	BacV5_Otu_000004	0	0.479167134845
BacV5_Otu_000085	BacV5_Otu_000004	0	-0.453920856799
BacV5_Otu_000086	BacV5_Otu_000004	0.001	-0.460293076972
BacV5_Otu_000089	BacV5_Otu_000004	0	0.706383124254
BacV5_Otu_000098	BacV5_Otu_000004	0	0.481661081403
BacV5_Otu_000103	BacV5_Otu_000004	0	0.761651710117
BacV5_Otu_000104	BacV5_Otu_000004	0	-0.469075607759
BacV5_Otu_000105	BacV5_Otu_000004	0	-0.498892370359
BacV5_Otu_000107	BacV5_Otu_000004	0	0.505322458355
BacV5_Otu_000115	BacV5_Otu_000004	0	0.570990741025
BacV5_Otu_000143	BacV5_Otu_000004	0	0.559966729034
BacV5_Otu_000158	BacV5_Otu_000004	0	0.476030716361
BacV5_Otu_000191	BacV5_Otu_000004	0	-0.477256987603
BacV5_Otu_000197	BacV5_Otu_000004	0	0.454941184998
BacV5_Otu_000203	BacV5_Otu_000004	0	0.490089540934
BacV5_Otu_000225	BacV5_Otu_000004	0	-0.404112445828
BacV5_Otu_000255	BacV5_Otu_000004	0	0.522732989019
BacV5_Otu_000268	BacV5_Otu_000004	0.001	0.469190370129
BacV5_Otu_000305	BacV5_Otu_000004	0.001	0.406610571737
BacV5_Otu_000334	BacV5_Otu_000004	0.001	0.47829994428
Ftrad_Otu_00002	BacV5_Otu_000004	0	0.526305318364
Ftrad_Otu_00004	BacV5_Otu_000004	0.001	0.546276484896
Ftrad_Otu_00005	BacV5_Otu_000004	0	0.721174314186
Ftrad_Otu_00009	BacV5_Otu_000004	0	-0.619727184029
Ftrad_Otu_00010	BacV5_Otu_000004	0	-0.649127436137
Ftrad_Otu_00012	BacV5_Otu_000004	0.001	0.495558337739
Ftrad_Otu_00016	BacV5_Otu_000004	0.001	-0.509966396843
Ftrad_Otu_00020	BacV5_Otu_000004	0	-0.534930162383
Ftrad_Otu_00026	BacV5_Otu_000004	0.001	0.479416041929
Ftrad_Otu_00028	BacV5_Otu_000004	0	-0.480369304331
Ftrad_Otu_00041	BacV5_Otu_000004	0	-0.441249226298
Ftrad_Otu_00043	BacV5_Otu_000004	0	0.507582602143
Ftrad_Otu_00049	BacV5_Otu_000004	0	0.515947807557
Ftrad_Otu_00055	BacV5_Otu_000004	0	-0.649584845164
Ftrad_Otu_00057	BacV5_Otu_000004	0.001	0.496584609296
Ftrad_Otu_00059	BacV5_Otu_000004	0	0.618352316125
Ftrad_Otu_00066	BacV5_Otu_000004	0	-0.455910703744
Ftrad_Otu_00067	BacV5_Otu_000004	0	-0.499468979708
Ftrad_Otu_00071	BacV5_Otu_000004	0	-0.532226234619
Ftrad_Otu_00084	BacV5_Otu_000004	0	-0.446929698646
Ftrad_Otu_00091	BacV5_Otu_000004	0	0.478506232137
Ftrad_Otu_00093	BacV5_Otu_000004	0	0.597173104429
Ftrad_Otu_00113	BacV5_Otu_000004	0	0.402332524953
Ftrad_Otu_00154	BacV5_Otu_000004	0	0.490233691187
Ftrad_Otu_00252	BacV5_Otu_000004	0.001	-0.380012794795
Ftrad_Otu_00357	BacV5_Otu_000004	0	-0.464429550816
Otrad_Otu_00003	BacV5_Otu_000004	0	0.489207792177
