Node1	Node2	Pvalue	Cor
BacV5_Otu_000006	BacV5_Otu_000002	0	0.583107334564
BacV5_Otu_000009	BacV5_Otu_000002	0.001	0.431893763103
BacV5_Otu_000015	BacV5_Otu_000002	0	0.545266855439
BacV5_Otu_000022	BacV5_Otu_000002	0	-0.431650798
BacV5_Otu_000025	BacV5_Otu_000002	0	0.742895546579
BacV5_Otu_000031	BacV5_Otu_000002	0	0.60214582234
BacV5_Otu_000036	BacV5_Otu_000002	0	0.640412691739
BacV5_Otu_000042	BacV5_Otu_000002	0.001	0.490981441626
BacV5_Otu_000044	BacV5_Otu_000002	0.001	-0.398896124462
BacV5_Otu_000075	BacV5_Otu_000002	0.001	0.441944307328
BacV5_Otu_000077	BacV5_Otu_000002	0	0.570114738768
BacV5_Otu_000086	BacV5_Otu_000002	0	0.512500116937
BacV5_Otu_000151	BacV5_Otu_000002	0	0.532257396601
BacV5_Otu_000157	BacV5_Otu_000002	0	-0.507601922673
BacV5_Otu_000179	BacV5_Otu_000002	0	-0.461294374351
BacV5_Otu_000191	BacV5_Otu_000002	0	-0.495661179254
BacV5_Otu_000208	BacV5_Otu_000002	0	-0.392518003631
BacV5_Otu_000328	BacV5_Otu_000002	0.001	-0.379544151774
BacV5_Otu_000385	BacV5_Otu_000002	0.001	-0.409395100981
Ftrad_Otu_00001	BacV5_Otu_000002	0	-0.517945964461
Ftrad_Otu_00006	BacV5_Otu_000002	0.001	0.557808865578
Ftrad_Otu_00008	BacV5_Otu_000002	0	0.639403072622
Ftrad_Otu_00028	BacV5_Otu_000002	0	0.506649632566
Ftrad_Otu_00062	BacV5_Otu_000002	0	-0.455576510051
Ftrad_Otu_00098	BacV5_Otu_000002	0	0.403614545892
Ftrad_Otu_00106	BacV5_Otu_000002	0	-0.449241360278
Ftrad_Otu_00123	BacV5_Otu_000002	0.001	-0.49314208818
Ftrad_Otu_00124	BacV5_Otu_000002	0.001	-0.427627433099
Ftrad_Otu_00143	BacV5_Otu_000002	0	-0.469304050837
Ftrad_Otu_00148	BacV5_Otu_000002	0	0.467990037195
Ftrad_Otu_00179	BacV5_Otu_000002	0	-0.478594885689
Ftrad_Otu_00232	BacV5_Otu_000002	0	-0.451710511333
Ftrad_Otu_00253	BacV5_Otu_000002	0	0.419254928043
Ftrad_Otu_00296	BacV5_Otu_000002	0	-0.388579039411
BacV5_Otu_000017	BacV5_Otu_000003	0.001	0.428667250542
BacV5_Otu_000022	BacV5_Otu_000003	0	0.570762644757
BacV5_Otu_000044	BacV5_Otu_000003	0	0.549624347123
BacV5_Otu_000057	BacV5_Otu_000003	0	0.489126132329
BacV5_Otu_000095	BacV5_Otu_000003	0	-0.491528952058
BacV5_Otu_000129	BacV5_Otu_000003	0.001	-0.429253407561
BacV5_Otu_000157	BacV5_Otu_000003	0	0.546649322638
BacV5_Otu_000159	BacV5_Otu_000003	0	0.579581321327
BacV5_Otu_000179	BacV5_Otu_000003	0	0.626504763613
BacV5_Otu_000191	BacV5_Otu_000003	0	0.580937256721
BacV5_Otu_000194	BacV5_Otu_000003	0	0.467869938913
BacV5_Otu_000196	BacV5_Otu_000003	0	0.389543751031
BacV5_Otu_000206	BacV5_Otu_000003	0	0.549977995196
BacV5_Otu_000237	BacV5_Otu_000003	0	-0.443132279186
BacV5_Otu_000266	BacV5_Otu_000003	0	0.391372304908
BacV5_Otu_000284	BacV5_Otu_000003	0	0.370754509264
BacV5_Otu_000343	BacV5_Otu_000003	0.001	0.375316939175
BacV5_Otu_000385	BacV5_Otu_000003	0	0.543123278303
BacV5_Otu_000394	BacV5_Otu_000003	0	0.509201328347
BacV5_Otu_000415	BacV5_Otu_000003	0	0.569282357257
BacV5_Otu_000416	BacV5_Otu_000003	0	0.551879903392
BacV5_Otu_000471	BacV5_Otu_000003	0	0.512589138433
BacV5_Otu_000542	BacV5_Otu_000003	0	0.514985929296
Ftrad_Otu_00001	BacV5_Otu_000003	0	0.523209010628
Ftrad_Otu_00011	BacV5_Otu_000003	0.001	0.466897991052
Ftrad_Otu_00028	BacV5_Otu_000003	0.001	-0.399324305203
Ftrad_Otu_00029	BacV5_Otu_000003	0	-0.524186109162
Ftrad_Otu_00047	BacV5_Otu_000003	0	-0.533462921102
Ftrad_Otu_00054	BacV5_Otu_000003	0	-0.450436532223
Ftrad_Otu_00062	BacV5_Otu_000003	0	0.434666696101
Ftrad_Otu_00070	BacV5_Otu_000003	0	0.448415230289
Ftrad_Otu_00073	BacV5_Otu_000003	0	0.53348615215
Ftrad_Otu_00078	BacV5_Otu_000003	0	-0.531057639415
Ftrad_Otu_00098	BacV5_Otu_000003	0	-0.438624711632
Ftrad_Otu_00105	BacV5_Otu_000003	0	0.560683216583
Ftrad_Otu_00123	BacV5_Otu_000003	0	0.516184136435
Ftrad_Otu_00124	BacV5_Otu_000003	0	0.483538281044
Ftrad_Otu_00130	BacV5_Otu_000003	0.001	-0.468771654732
Ftrad_Otu_00143	BacV5_Otu_000003	0	0.589995494307
Ftrad_Otu_00148	BacV5_Otu_000003	0.001	-0.442407772508
Ftrad_Otu_00169	BacV5_Otu_000003	0	-0.592500544121
Ftrad_Otu_00179	BacV5_Otu_000003	0	0.560544310389
Ftrad_Otu_00183	BacV5_Otu_000003	0	-0.42655810394
Ftrad_Otu_00192	BacV5_Otu_000003	0	0.482168803621
Ftrad_Otu_00215	BacV5_Otu_000003	0.001	-0.429748914153
Ftrad_Otu_00232	BacV5_Otu_000003	0	0.580132113341
Ftrad_Otu_00252	BacV5_Otu_000003	0	0.429222061597
Ftrad_Otu_00278	BacV5_Otu_000003	0	0.473468002681
Ftrad_Otu_00296	BacV5_Otu_000003	0	0.484571878689
Ftrad_Otu_00298	BacV5_Otu_000003	0	-0.460601935712
Otrad_Otu_00030	BacV5_Otu_000003	0.001	-0.421374299245
BacV5_Otu_000011	BacV5_Otu_000004	0	0.80253872594
BacV5_Otu_000012	BacV5_Otu_000004	0	0.818218706774
BacV5_Otu_000013	BacV5_Otu_000004	0	0.783177351638
BacV5_Otu_000027	BacV5_Otu_000004	0	0.862282429992
BacV5_Otu_000030	BacV5_Otu_000004	0	0.700251010995
BacV5_Otu_000033	BacV5_Otu_000004	0	0.728130117315
BacV5_Otu_000034	BacV5_Otu_000004	0	0.543229563099
BacV5_Otu_000040	BacV5_Otu_000004	0	0.871934309765
BacV5_Otu_000041	BacV5_Otu_000004	0	0.864155635642
BacV5_Otu_000042	BacV5_Otu_000004	0.001	-0.499540295086
BacV5_Otu_000043	BacV5_Otu_000004	0	0.843217571198
BacV5_Otu_000045	BacV5_Otu_000004	0	0.566591139402
BacV5_Otu_000046	BacV5_Otu_000004	0	0.570294991734
BacV5_Otu_000048	BacV5_Otu_000004	0	-0.520350932624
BacV5_Otu_000057	BacV5_Otu_000004	0.001	0.531565437879
BacV5_Otu_000059	BacV5_Otu_000004	0	0.665319853346
BacV5_Otu_000062	BacV5_Otu_000004	0	0.526086316518
BacV5_Otu_000063	BacV5_Otu_000004	0	0.824078818846
BacV5_Otu_000065	BacV5_Otu_000004	0	0.508852363307
BacV5_Otu_000069	BacV5_Otu_000004	0	0.651944740239
BacV5_Otu_000071	BacV5_Otu_000004	0	0.789616888748
BacV5_Otu_000074	BacV5_Otu_000004	0	0.592225357508
BacV5_Otu_000080	BacV5_Otu_000004	0	0.652729487637
BacV5_Otu_000083	BacV5_Otu_000004	0	0.732669953763
BacV5_Otu_000084	BacV5_Otu_000004	0	0.708132714829
BacV5_Otu_000085	BacV5_Otu_000004	0	-0.492725728242
BacV5_Otu_000088	BacV5_Otu_000004	0	0.721570794719
BacV5_Otu_000089	BacV5_Otu_000004	0	0.573805403292
BacV5_Otu_000090	BacV5_Otu_000004	0	0.529710264975
BacV5_Otu_000092	BacV5_Otu_000004	0	0.796591615393
BacV5_Otu_000093	BacV5_Otu_000004	0	0.48691347293
BacV5_Otu_000094	BacV5_Otu_000004	0	0.571235509017
BacV5_Otu_000103	BacV5_Otu_000004	0	0.791443211628
BacV5_Otu_000106	BacV5_Otu_000004	0	0.441012693518
BacV5_Otu_000107	BacV5_Otu_000004	0	0.733793994657
BacV5_Otu_000110	BacV5_Otu_000004	0.001	0.431982480427
BacV5_Otu_000112	BacV5_Otu_000004	0	0.592432145348
BacV5_Otu_000115	BacV5_Otu_000004	0	0.675677623058
BacV5_Otu_000116	BacV5_Otu_000004	0	0.735322797179
BacV5_Otu_000117	BacV5_Otu_000004	0	0.528978244656
BacV5_Otu_000118	BacV5_Otu_000004	0	0.603141886531
BacV5_Otu_000120	BacV5_Otu_000004	0.001	0.449494119246
BacV5_Otu_000122	BacV5_Otu_000004	0.001	0.43901809027
BacV5_Otu_000126	BacV5_Otu_000004	0	0.727968777192
BacV5_Otu_000136	BacV5_Otu_000004	0	0.744949746353
BacV5_Otu_000137	BacV5_Otu_000004	0	0.584606266784
BacV5_Otu_000138	BacV5_Otu_000004	0	0.568611102959
BacV5_Otu_000139	BacV5_Otu_000004	0	0.517883128668
