"SUID","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Core","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","Locus","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ocurrence.y1","Ocurrence.y2","Ocurrence.y3","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","Relative.abundance.y1","Relative.abundance.y2","Relative.abundance.y3","selected","SelfLoops","shared name","size","Species","Stress","Taxonomy","TopologicalCoefficient","TotalOcurrence","TotalRelativeabundance"
"18698","2.8700565","0.0","c__Dothideomycetes","0.3484252","0.0","no","1","6","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis","false","k__Fungi","Ftrad","Ftrad_Otu_00526","112.0","1","0","0.03125","0.014285714","0.277777778","o__Pleosporales","0","p__Ascomycota","0.76624294","6.42E-6","2.03E-7","6.92E-5","false","0","Ftrad_Otu_00526","177","s__Phaeosphaeriopsis_sp","0","""k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeriopsis(100);s__Phaeosphaeriopsis_sp(100);""","0.0","0.111650485","2.62E-5"
"182","3.93220339","2.2062E-4","c__Oomycetes(100)","0.25431034","0.0","no","2","7","f__Pythiaceae(100)","g__Pythium(99)","false","k__Stramenopila(100)","Otrad","Otrad_Otu_00011","3.0","2","0","0.515625","0.442857143","0.555555556","o__Pythiales(100)","0","p__Oomycota(100)","0.63347458","0.016619593","0.001356879","0.037010745","false","0","Otrad_Otu_00011","29155","s__Pythium_sp(99)","216","""k__Stramenopila(100);p__Oomycota(100);c__Oomycetes(100);o__Pythiales(100);f__Pythiaceae(100);g__Pythium(99);s__Pythium_sp(99);""","0.5","0.504854369","0.018560239"
"240","3.64689266","0.0","c__Dothideomycetes","0.27420604","0.0","no","1","6","f__Phaeosphaeriaceae","g__Phaeosphaeria","false","k__Fungi","Ftrad","Ftrad_Otu_00114","7.0","1","0","0.671875","0.671428571","0.847222222","o__Pleosporales","0","p__Ascomycota","0.66913842","4.05605E-4","4.43076E-4","6.32417E-4","false","0","Ftrad_Otu_00114","2368","g__Phaeosphaeria_unclassified","0","""k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeria(100);g__Phaeosphaeria_unclassified(100);""","0.0","0.733009709","4.97612E-4"
"18699","3.70338983","0.0","c__Dothideomycetes","0.27002288","0.0","no","1","6","f__Cladosporiaceae","g__Cladosporium","false","k__Fungi","Ftrad","Ftrad_Otu_00166","7.0","1","0","0.34375","0.414285714","0.680555556","o__Capnodiales","0","p__Ascomycota","0.66207627","1.04267E-4","1.1704E-4","4.04896E-4","false","0","Ftrad_Otu_00166","1332","s__Cladosporium_ramotenellum","0","""k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Cladosporium(100);s__Cladosporium_ramotenellum(97);""","0.0","0.485436893","2.13681E-4"
"158","3.12711864","2.443E-5","c__Tremellomycetes","0.3197832","0.0","no","2","6","f__Piskurozymaceae","g__Solicoccozyma","false","k__Fungi","Ftrad","Ftrad_Otu_00185","28.5","2","0","0.546875","0.571428571","0.527777778","o__Filobasidiales","0","p__Basidiomycota","0.73411017","6.68092E-4","2.60756E-4","1.57345E-4","false","0","Ftrad_Otu_00185","1162","s__Solicoccozyma_aeria","18","""k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Solicoccozyma(100);s__Solicoccozyma_aeria(100);""","0.51886792","0.548543689","3.51164E-4"
"10285","4.70621469","0.0","c__Eurotiomycetes","0.21248499","0.0","no","1","7","f__Herpotrichiellaceae","g__Exophiala","false","k__Fungi","Ftrad","Ftrad_Otu_00089","4.0","1","0","0.4375","0.685714286","0.541666667","o__Chaetothyriales","0","p__Ascomycota","0.53672316","5.01375E-4","0.001094324","0.001129303","false","0","Ftrad_Otu_00089","3442","s__Exophiala_opportunistica","0","""k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Exophiala(100);s__Exophiala_opportunistica(100);""","0.0","0.558252427","9.22332E-4"
"129","3.70903955","0.00575162","c__Sordariomycetes","0.26961158","0.16666667","no","4","6","f__Nectriaceae","g__Fusarium","false","k__Fungi","Ftrad","Ftrad_Otu_00111","4.25","4","0","0.65625","0.657142857","0.583333333","o__Hypocreales","0","p__Ascomycota","0.66137006","7.33274E-4","5.70388E-4","4.69207E-4","false","0","Ftrad_Otu_00111","2406","g__Fusarium_unclassified","28476","""k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);g__Fusarium_unclassified(55);""","0.34090909","0.631067961","5.85629E-4"
"18700","2.94915254","0.0","c__Dothideomycetes","0.33908046","1.0","no","2","6","f__Phaeosphaeriaceae","g__Leptospora","false","k__Fungi","Ftrad","Ftrad_Otu_00325","68.5","2","0","0.140625","0.085714286","0.208333333","o__Pleosporales","0","p__Ascomycota","0.75635593","6.77E-5","5.98E-6","1.03E-4","false","0","Ftrad_Otu_00325","427","s__Leptospora_rubella","0","""k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Leptospora(100);s__Leptospora_rubella(100);""","0.70618557","0.145631068","5.91E-5"
"250","3.62429379","5.395E-5","c__Tremellomycetes","0.27591582","0.0","no","2","6","f__Bulleribasidiaceae","g__Vishniacozyma","false","k__Fungi","Ftrad","Ftrad_Otu_00058","5.0","2","0","0.828125","0.642857143","0.694444444","o__Tremellales","0","p__Basidiomycota","0.67196328","0.003705744","9.72496E-4","7.27751E-4","false","0","Ftrad_Otu_00058","6048","s__Vishniacozyma_tephrensis","26","""k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_tephrensis(100);""","0.57142857","0.718446602","0.001736118"
"18701","2.99152542","2.769E-5","c__Microbotryomycetes","0.33427762","0.0","no","2","5","f__Sporidiobolaceae","g__Sporidiobolus","false","k__Fungi","Ftrad","Ftrad_Otu_00473","39.0","2","0","0.015625","0.042857143","0.138888889","o__Sporidiobolales","0","p__Basidiomycota","0.75105932","2.42E-6","4.76E-6","7.24E-5","false","0","Ftrad_Otu_00473","206","s__Sporidiobolus_pararoseus","28","""k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Sporidiobolales(100);f__Sporidiobolaceae(100);g__Sporidiobolus(100);s__Sporidiobolus_pararoseus(100);""","0.51351351","0.067961165","2.77E-5"
