ID	S22	S23	S24	S25	S26	S27	S28	S15	S16	S61	S18	S21	S63	S72	S73	S75	S76	S64	S65	S66	S67	S68	S69	S70	S71	S227	S228	S229	S230	S231	S232	S234	S235	S236	S237	S238	S239	S240	S241	S242
BacV5_Otu_000073	0.00223107	0.000337893	0.000644673	0.001873757	0.000789986	0.000504349	0.000848232	0.004028379	0.001204478	0.001239072	0.002561635	0.000211903	0.000740696	0.000247461	0.000860923	0.002625364	0.001236133	0.001865476	0.001420038	0.001072951	0.001210622	0.000833517	0.000888164	0.000639138	0.000230806	0.001106709	0.000995632	0.000132924	0.001432266	0.000327111	0.001791203	0.001291647	0.001184068	0.000977388	0.001902062	0.002273461	0.001803094	0.001442936	0.001006606	0.001279219
BacV5_Otu_000074	0.002055349	0.000135189	0.000966651	0.001873757	0.000526817	0.000806677	0.000706975	0.001154783	0.001284658	0.000450981	0.00147971	0.000211903	0.000987314	4.95035E-05	0.000328172	0.001112668	0.000309363	0.00493226	0.000842064	0.000608331	0.001306054	0.000833517	0.00028441	0.000168286	0.000329685	0.001857663	0.002088197	0.000830106	0.001273358	0.000545048	0.001254617	0.001807232	0.001729473	0.002003847	0.001250865	0.005979759	0.003698272	0.002651308	0.000615425	0.002766894
BacV5_Otu_000075	0.00023539	0.000608019	0.000214997	0.001041974	0.000855753	0.001008112	0.000848232	9.63493E-05	0.001685336	0.001014049	0.002561635	0.001164187	0.000123537	0.000989	0.000615119	0.000404937	0	0.000149533	0.00013168	0.000107414	0.001019695	6.41735E-05	7.112E-05	0.005951165	0.001317242	0.00039874	0.000298929	0	0.00190864	5.45356E-05	7.17901E-05	0	9.11968E-05	0	0.000272234	0.000343928	0.000250878	0.000173406	0.00016793	0
BacV5_Otu_000076	0	6.75997E-05	0.000107512	0.00010431	0	0.000100917	0	9.63493E-05	0	0.001688769	9.88043E-05	0	0.000740696	4.95035E-05	0.000697069	0.000303738	0.000618506	0.000149533	0.002337959	0.000143213	0.000191375	0.000513123	7.112E-05	0.000201935	0.000560316	0.003487619	9.9666E-05	0.00212191	0.000398326	0.001089414	0.000645684	0.000430976	0.005167895	5.14964E-05	0.006111212	0.000343928	5.01871E-05	0	0.007107906	0.001279219
BacV5_Otu_000077	0.000411849	0.003232976	0.002893521	0.000521299	6.5887E-05	0.000907406	0.000282928	0.001826992	0.000241163	0.000112789	0.000296346	0.007355756	0.000617334	0.000247461	0.000164117	0	0.000309363	0.000224281	0.00026332	0.000286379	0.001528647	0.000513123	0.000604149	0.000571905	0.002335364	0.001283521	0.000199309	0.001857238	0.001193883	0.002826811	3.58966E-05	0.008539294	0.001971656	0.00123423	0.000163361	0.001588387	0.000100368	0	0.000615425	0.000142322
BacV5_Otu_000080	0	6.75997E-05	0	0	0	0.000100917	3.53761E-05	0	0	0	0	0.000105964	0	0.000123748	0	0	0	9.96946E-05	0.000289644	0.00050104	3.19018E-05	9.62568E-05	3.55615E-05	3.36623E-05	0	0.000841356	0.001939373	0.000962775	0.002463751	0.001035008	0.004357626	0.000947583	0.00206244	0.001388263	0.001196554	0.000859309	0.000651981	0.001673362	0.001285806	0.000853231
BacV5_Otu_000081	0.00023539	0.000472977	0.00438631	0.000521299	6.5887E-05	0.000806677	0.000212213	0.004219277	0.000241163	0.000450981	0.006278593	0.003483241	0.00055564	4.95035E-05	0.000574138	0.000303738	0	0.003525218	0.001157418	0.000179009	0.000669445	0.000384899	0.001171994	0.000471035	0.000757902	0.000575841	0.000448317	0.000896445	0.000398326	0.000762876	0.000538137	0.001205657	0.000941445	0.000360346	0.000408287	0.000816384	0.000651981	0.000808635	0.001118308	0.000284597
BacV5_Otu_000083	0.001645057	0.000337893	0.000966651	0.004978831	0.000263488	0.001611858	0.000565672	0.001731025	0.00096385	0.000112789	0.003836809	0.000423702	0.000370506	0.00056895	0.001638385	0.002423975	0.000103146	0.000647606	0.003645918	0.000822833	0.001624009	0.004056319	0.000852673	0.000639138	0.000296728	0.000575841	0.000597653	0.000597836	0	0.000436093	0.000143568	0.000775449	0.000698687	0.000720394	0.002714689	0.000171998	0.001803094	0.001961222	0.000447669	0.002413148
BacV5_Otu_000084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000708619	0.000697182	0.000465055	0.000477947	0	0.001147221	0.000775449	0.000486162	0.001080143	0.000353871	0.000343928	0.000301036	0.000404506	0.000727227	0.000355717
BacV5_Otu_000085	0.002816294	0.001215188	0.002893521	0.003946271	0.000592624	0.002013889	0.001589078	0.003263944	0.002165662	0.001239072	0.001381219	0.000211903	0.000802363	0.000544229	0.000574138	0.001314666	0.000206267	0.001120247	0.000473862	0.000822833	0.000382666	0.000416959	0.00074618	0.000504661	0.000428542	0	4.98358E-05	0	0	0	0	8.62294E-05	0	0.000102987	5.44604E-05	0	0.000100368	0.000115611	0	0
BacV5_Otu_000086	0.001527759	0.000472977	0.005130785	0.001769871	0.000329335	0.001108795	3.53761E-05	0	0.001845504	0	0.007251475	0.002325262	0.000493937	0.000544229	0.002944658	0.013069225	0.000618506	0.003104689	0.000342286	0.000429498	9.56982E-05	0	0.007649392	0.002182642	0.000164874	0.00039874	0	0	0	0	0	8.62294E-05	0.000395048	5.14964E-05	2.72311E-05	8.60074E-05	5.01871E-05	5.78096E-05	0.000335795	0
BacV5_Otu_000088	0.00023539	0.000135189	0	0.000208595	0	0	0	0.000385269	0	0.00033828	0.000197586	0	0.000493937	9.90014E-05	8.20662E-05	0.000607263	0	0.000323924	0.000158011	0.000107414	0.000191375	9.62568E-05	3.55615E-05	0.000168286	0	8.86406E-05	0.001442923	0	7.96944E-05	0.000327111	0.002041383	0.001033625	0.001578041	0.00082321	0.00330965	0.002487326	5.01871E-05	0.000346742	5.59838E-05	0.000213465
BacV5_Otu_000089	0.001058252	0.000135189	0.000322456	0.001146034	0.000526817	0.000302679	0.000247572	0.000577775	0.000562506	0.000112789	0.002561635	0.000211903	0.001787857	0.00059367	0.000615119	0.002726023	0.00082448	0.001145108	0.001839899	0.00057257	0.002608192	0.001217679	0.00074618	0.000370142	0.000659121	0.0013719	0.001045354	0.000830106	0.000477947	0.000436093	0.000896525	0.000689356	0.000607617	0.000566124	0.00081619	0.000773454	0.00110278	0.000750925	0.000839	0.001492056
BacV5_Otu_000090	0.000353037	0.000135189	0.000322456	0.00041709	6.5887E-05	0.00020181	3.53761E-05	0.000192677	0.000321521	0.000225549	0.000592489	0.000846991	0.000370506	0.000173238	0.000246152	0.00332949	0.000515483	0.000722268	0.000500173	0.000465271	0.000987866	0.000705388	0.002871086	0.000269226	0.000230806	0.000974053	0.00114478	0.000498254	0.000637146	0.001089414	0.000932348	0.000430976	0.000759389	0.001028769	0.000353871	0.003256367	0.000752199	0.002191372	0.000727227	0.000924258
BacV5_Otu_000092	0.000470652	0.000472977	0.000214997	0.000312855	0.000263488	0.000403526	0.000247572	0.000481533	0.000482192	0.00033828	0.000493797	0.000211903	0.000802363	0.000123748	0.000287164	0.000910577	0.000206267	0.003129437	0.001787439	0.000357945	0.000287031	0.000609266	0.000213325	0.000336506	9.89319E-05	0.001592769	0.001194485	0.000631025	0.00190864	0.00185038	0.001791203	0.001119649	0.001517453	0.001593554	0.000625883	0.003170985	0.001953014	0.002421401	0.001118308	0.000853231
BacV5_Otu_000093	0	0	0.000214997	0	6.5887E-05	0	0	9.63493E-05	0	0.000112789	0.000197586	0	0.000123537	0	0.000123094	0.00010127	0	9.96946E-05	0.000789483	0.000179009	0.00041454	0.000577221	0	0	3.29798E-05	0.001636929	0.000298929	0	0	0.00070843	0.000107681	0.000258637	0.000546894	0.000154471	2.72311E-05	0.001374079	0.000100368	0	0.00016793	0.001704789
BacV5_Otu_000095	0.001879557	0.000337893	0.000644673	0.001354079	0.000526817	0.000403526	0.000530339	0.003072625	0.001364823	0.000901494	0.001282706	0.000529563	0.000679019	0.000494782	0.000574138	0.002323246	0.000618506	0.000846675	0.000842064	0.000536807	0.000796842	0.000833517	0.000213325	0.000403776	0.000329685	0.000443022	0.000945905	0.000332233	0.000557554	0.000381606	0.000358832	0.000430976	0.001305328	0.000102987	0.001169396	0.000386899	0.001403053	0.001154732	0.000503595	0.000569007
BacV5_Otu_000096	0.001058252	0.000135189	0.000322456	0.000729644	0.000197631	0.000806677	0.000459664	0.000962532	0.000642804	0.00033828	0.000888431	0.000211903	0.001172186	0.000643106	0.000738038	0.001516569	0.001750152	0.002485524	0.003750385	0.001144387	0.001782899	0.001313666	0.000497596	0.001277338	0.000560316	0.000443022	0.00054788	0.000465055	0.000239039	0.000545048	0.001254617	0.000430976	0.000273533	0.000566124	0.000408287	0.00090223	0.000351188	0.000750925	0.00011196	0.000853231
BacV5_Otu_000097	0.002757807	0.000540503	0.00118117	0.003739464	0.001644185	0.001712401	0.001201173	0.001443	0.00160523	0.001014049	0.000888431	0.000211903	0.000864022	0.000346406	0.000205137	0.000607263	0.000103146	0.0015427	0.000236996	0.000465271	0.000382666	0.000705388	0.000142228	0.000302867	0.000164874	0.000708619	0.00054788	0.000365442	0.000239039	0.00125259	0.001898441	0.00137762	0.000425421	0.000463247	0.000163361	0.002530086	0.000301036	0.001903665	0.000223892	0.000426825
BacV5_Otu_000098	0.000647016	0.000270336	0.000322456	0.002600262	0.000461	0.000403526	0.000671653	0.000577775	0.000482192	0.000676296	0.001873449	0.000105964	0.000308777	0.000247461	0.000369176	0.001314666	0.000412435	0.001418492	0.000842064	0.000536807	0.001019695	0.000609266	0.000213325	0.000100979	0.000164874	0.000841356	0.000796688	0.000564644	0.000239039	0.000163586	0.0013262	0.000430976	0.000243149	0.000308887	0.00084337	0.000859309	0.001453078	0.001212388	0.000391735	0.000497922
BacV5_Otu_000100	0.000117711	0.000202768	0.000429888	0.00010431	0.000329335	0.000302679	0.000495003	0.000192677	0.00016079	0.000450981	0.000691159	0.000105964	0.000864022	0.00019798	0.000246152	0.001516569	0.000309363	0.001468179	0.000710599	0.001287223	0.00133786	0.000449016	0.000106676	0.000134634	0.000329685	0.000620104	0.000597653	0.000299021	0.00031869	0.000218101	0.000287089	0.000430976	0.000395048	0.000874609	0	0.005937337	0.001453078	0.000520009	0.001453239	0.00163389
BacV5_Otu_000101	0.000411849	0.000743019	0.000107512	0.001041974	0.000263488	0.000806677	0.000247572	9.63493E-05	0	0	0	0.000105964	6.17729E-05	4.95035E-05	0	0	0.000103146	0.000398641	0.000158011	0.000214802	6.38012E-05	0.000128338	7.112E-05	3.36623E-05	6.59571E-05	0.000929825	0.000896171	0.000265806	0.001352819	0.000381606	0.001075608	0.001893104	0.000273533	0.000308887	0.000299448	0.000773454	0.000451476	0.000462261	0.000279847	0.000569007
BacV5_Otu_000102	0.000999527	0.000540503	0.000644673	0.001250069	0.000263488	0.000705924	0.000495003	0.001250877	0.001124284	0.00033828	0.000296346	0	0.000493937	0.000321672	0.000369176	0.001213679	0.000412435	0.00179101	0.00076319	0.00057257	0.000892364	0.000577221	0.000319948	0.000403776	9.89319E-05	0.000752869	0.001045354	0.000166148	0.000637146	0.000436093	0.002077111	8.62294E-05	0.000364672	0.000720394	5.44604E-05	0.001759757	0.000250878	0.0018461	0.000391735	0.000924258
BacV5_Otu_000103	0.000176554	6.75997E-05	0.000107512	0.000208595	0	0	0	0.000288984	8.04026E-05	0	0.001381219	0.000105964	0.000123537	0.00019798	0.000328172	0.000404937	0	0.000249194	0.000394921	0.000143213	0.00171935	0.001025641	0.000319948	0.000302867	0.000494434	0.000974053	0.001393247	0.000498254	0.000796286	0.00027261	0.0008607	0.001119649	0.001244702	0.000463247	0.000761825	0.001245444	0.001202894	0.000981718	0.00016793	0.000782192
BacV5_Otu_000104	0.000999527	0	0.000322456	0.00041709	6.5887E-05	0.000504349	0.000459664	0.000192677	0.000321521	0.000450981	0.000197586	0.000423702	0.00055564	0.000371139	0.000328172	0.001112668	0.000721505	0.001865476	0.00123622	0.000536807	0.00035079	0.000288706	0.000213325	0.000370142	0.000724978	0.000575841	0.000249122	0.000763755	7.96944E-05	0.000109064	0.000538137	0.000689356	0.000364672	0.000720394	8.1688E-05	0.000687583	0.00115284	0.001327677	0.000391735	0.000426825
BacV5_Otu_000105	0	0.000810503	0.001073924	0.000521299	0.000197631	0.000605148	0	0.000192677	0.00016079	0.000788909	0	0.000423702	0.000432226	0.002246718	0.000328172	0.000202516	0.000515483	0	0.000842064	0.00050104	0.000828685	0.002782821	0.002765087	0.000370142	3.29798E-05	0.000177263	0.001542258	0	0	0	0.001683939	0.000603247	6.08E-05	0.000257421	0.001196554	0.000515789	5.01871E-05	0	0	7.11667E-05
BacV5_Otu_000106	0.000411849	0	0	0.00010431	0.000197631	0	0.000282928	9.63493E-05	8.04026E-05	0.00135154	0.002266832	0	0.000247039	0.000371139	0.000287164	0.002423975	0.000309363	0.000498244	0.005028068	0.000322164	0.001051522	0.00067335	0.002128551	0.000538284	0.000296728	0	0	0	0.001511698	0	3.58966E-05	8.62294E-05	0	0.000308887	0.001657978	0.000257971	5.01871E-05	0	5.59838E-05	0.000213465
BacV5_Otu_000107	0.000529448	6.75997E-05	0.000107512	0.000208595	0.000197631	0.000504349	0.000176852	0	0.00016079	0.000112789	0.000296346	0	0	0	0.000369176	0.00010127	0	7.47731E-05	5.26769E-05	3.58078E-05	9.56982E-05	3.2088E-05	0	3.36623E-05	3.29798E-05	0.001106709	0.00054788	0.000365442	0.001193883	5.45356E-05	0.001075608	0.001033625	0.000303915	0.000514689	5.44604E-05	0.000644641	0.000301036	0.000750925	0.000391735	0.001279219
BacV5_Otu_000110	0	0	0	0.00010431	6.5887E-05	0	3.53761E-05	0	0	0.000788909	0	0	0.00055564	2.47525E-05	0.000164117	0.000404937	0	0	0.000368604	0.000107414	0	0.000128338	0.000568634	0	0	0.000221568	0.00014949	0.000697395	0	0	0	0.001807232	0.000121592	0	0	0.000988058	0	0.000173406	0.004012502	0
BacV5_Otu_000113	0.001234376	0.000270336	0.000752025	0.001562025	0.000592624	0.000705924	0.000671653	0.000481533	0.000723088	0.000788909	0.000789806	0.000317815	0.000679019	0.000123748	0.000164117	0.001213679	0.000103146	0.001169968	0.000421236	0.000393723	0.000573873	0.000481071	0.000177778	0.000201935	0.000164874	0.000575841	0.000597653	0.000796932	0.000716723	0.000545048	0.000681528	0.00051712	0.000486162	0.000514689	0.000108914	0.002187886	0.001052714	0.001558164	0.000391735	0.001421122
BacV5_Otu_000114	0	0	0.000214997	0.000833779	6.5887E-05	0	0	0	0.00016079	0	0.00147971	0	6.17729E-05	9.90014E-05	0.000328172	0	0.000309363	0.002758066	0.000500173	7.16126E-05	3.19018E-05	0	0.001880757	0.008434462	0.003416555	0.000443022	0.00014949	0.000265806	0.001193883	0.001089414	0	8.62294E-05	0	0.000360346	0.000245018	8.60074E-05	5.01871E-05	0	5.59838E-05	0
BacV5_Otu_000115	0.000117711	6.75997E-05	0.000537294	0.000208595	0.000329335	0.00020181	0.000176852	0.000192677	0.000321521	0.00033828	0.000395083	0.000211903	0.000308777	0.00019798	4.10351E-05	0.000506112	0	0.000498244	0.000605399	0.000393723	0.000510147	0.000352837	0.000213325	6.7322E-05	0.00036264	0.001062495	0.000398527	0.000564644	0.001114393	0.000490574	0.000932348	0.000775449	0.00200192	0.001028769	0.001142237	0.003085587	0.00110278	0.001039397	0.001564825	0.000711142
BacV5_Otu_000116	0.00023539	6.75997E-05	0	0.00010431	6.5887E-05	0.00020181	0.000176852	0.000192677	8.04026E-05	0.000225549	9.88043E-05	0.000105964	0.000185292	2.47525E-05	0.000205137	0.000404937	0.000309363	0.000498244	0.000500173	0.000107414	0.00041454	0.000224566	0.000142228	0.000201935	0.000296728	0.000265867	0.000448317	0	0.000159374	0	0.001469331	0.000172442	0.000911108	0.000514689	0.000517098	0.001245444	0.000150544	0.000346742	0.00011196	0
BacV5_Otu_000118	5.88595E-05	0	0	0	0	0	7.07493E-05	0	0	0	0	0	0	0	0	0.00010127	0	2.49258E-05	2.63392E-05	0	0	6.41735E-05	7.112E-05	0	0	4.43225E-05	0.001393247	0	0.001034888	0	0.000358832	0	0.000911108	0.000977388	0.001576586	0.001931059	0.000250878	0.000520009	0.002790388	0.000142322
BacV5_Otu_000119	0.000823307	0	0.000644673	0.001041974	0.000526817	0.000806677	0.000636329	9.63493E-05	0.000723088	0.001014049	0.000789806	0	0.000679019	7.42532E-05	0.000410176	0.000910577	0.000103146	0.002510308	0.000552789	0.000322164	0.000318912	0.000641309	0.000177778	0.000336506	0.000296728	0.000531572	0.001045354	0.000332233	0	0.000218101	0.000215335	0.000775449	0.000911108	0.0004118	0.000190582	0.001374079	0.000601863	0.000808635	0.00016793	0.000497922
BacV5_Otu_000120	5.88595E-05	0.000202768	0.000214997	0.00010431	0	0	7.07493E-05	0.000481533	8.04026E-05	0.000901494	0.000296346	0	0.002648333	0.000346406	0.001106588	0.000708391	0.00082448	0.000821797	0.00099977	0.000214802	0.002449604	0.000769457	0.001313839	0.000269226	0.001054113	0.000974053	4.98358E-05	0.000597836	0.00031869	0.000163586	0.000107681	0.001291647	0.000607617	0	0.00032666	0.000343928	5.01871E-05	0.000173406	0.00016793	0
BacV5_Otu_000122	0.000176554	6.75997E-05	0.000107512	0.00041709	6.5887E-05	0.00020181	0.000247572	0	0.000401864	0.000112789	0.000197586	0.000211903	0.000679019	0.00019798	0.000205137	0.000202516	0	0.000572932	0.002285558	0.000179009	0.000223263	0.000513123	0.000213325	0.000168286	0.000131904	0.001945926	0.000498101	0.000730577	0.001193883	0.001524415	0.000609838	0.000430976	0.000334295	0.000463247	2.72311E-05	0.00188824	0.000401335	0.001212388	0.000391735	0.000782192
BacV5_Otu_000123	0.000647016	0.000337893	0.000752025	0.001873757	0.000526817	0.000504349	0.000459664	0.000192677	0.000482192	0.000676296	0.000789806	0.000423702	0.000308777	0.000247461	0.000205137	0.000708391	0.000309363	0.001194827	0.000315965	0.001001503	0.00063759	0.000449016	0.000213325	0.000235581	0.00036264	0.000531572	0.000199309	0.000631025	0.000159374	0.000599516	0.000107681	0.000430976	0.000637976	0.0004118	5.44604E-05	0.001245444	0.000601863	0.001788528	0.000559514	0.000284597
BacV5_Otu_000124	0.00023539	6.75997E-05	0.000322456	0.000312855	0.000131764	0.000100917	0.000141487	0	0	0.00033828	0.000691159	0.000105964	0	4.95035E-05	4.10351E-05	0.000404937	0.000206267	0.000572932	0.000736895	0.000179009	0.000573873	0.000801489	0	0.000134634	0.000230806	0.000752869	4.98358E-05	0.000166148	0	0.000381606	0	0	0.001305328	0.0004118	0	0.000644641	0.000351188	0.001673362	0	7.11667E-05
BacV5_Otu_000126	0.000117711	0	0.000214997	0	0	0.000100917	0	0	8.04026E-05	0	0	0	0.000123537	2.47525E-05	4.10351E-05	0	0.000103146	0.000224281	0.000105347	0.000179009	6.38012E-05	3.2088E-05	0.000142228	6.7322E-05	3.29798E-05	0.000177263	0.001244184	9.96965E-05	0	0	0	0.000430976	0.001123425	0.0004118	0.000789008	0.001245444	0.000100368	0.000520009	0.001174147	0.000355717
BacV5_Otu_000127	0.000117711	0.000540503	0.000537294	0.00041709	6.5887E-05	0	7.07493E-05	0.000385269	8.04026E-05	0.001014049	0.002070185	0.000211903	0.000679019	0.00039587	0.000615119	0.000910577	0.000721505	0.001592373	0.002940109	0.0011801	0.00041454	0.000609266	0.001668249	0.00097515	0.000659121	0.000132954	4.98358E-05	6.64669E-05	0	0.000109064	0	8.62294E-05	0.000182375	0.000102987	0.000353871	0.000386899	0	0	0	0
BacV5_Otu_000129	0.003809368	0.000540503	0.001502751	0.004875685	0.001250148	0.001913416	0.001765284	0.001250877	0.001845504	0.001913443	0.000987033	0.001586755	0.000432226	0.000321672	0.000246152	0.000809496	0.001236133	0.000498244	0.000526481	0.003068727	6.38012E-05	0.000513123	0.000817178	0.000807177	0.000757902	0.000132954	0.000348731	3.32347E-05	0	5.45356E-05	3.58966E-05	8.62294E-05	0.000151984	0.0004118	8.1688E-05	0.000300951	0.000150544	0.000520009	5.59838E-05	0.00064008
BacV5_Otu_000130	0.000999527	0.000472977	0.000214997	0.000521299	0.000395172	0.000504349	0.000530339	0.000770197	0.000723088	0.000112789	0.000395083	0.000317815	0.000802363	7.42532E-05	0.000164117	0.001213679	0.000206267	0.000572932	0.000236996	0.000429498	0.000255148	0.000416959	0.000106676	3.36623E-05	3.29798E-05	0.00039874	0.000597653	0.000166148	0.000716723	0.000327111	0.000717368	0.000344815	0.000303915	0.000205949	0.000136138	0.000816384	0.000702093	0	0.000391735	0.00064008
BacV5_Otu_000131	0.000823307	6.75997E-05	0.000322456	0.000521299	0.000263488	0.000403526	0.000459664	0.000962532	0.000723088	0.000563653	0.000296346	0.000423702	0.000308777	0.000222721	0.000287164	0.000708391	0.000103146	0.001443336	0.000579094	0.000608331	0.00047828	0.000609266	0.000142228	0.000235581	3.29798E-05	0.000664364	0.000697182	0.000299021	7.96944E-05	5.45356E-05	0.000215335	0.000430976	0.000364672	0.00123423	0.000353871	0.001202557	0.000802299	0.001212388	5.59838E-05	0.00064008
BacV5_Otu_000132	0.001175676	0.000202768	0.000752025	0.000833779	0.000263488	0.000806677	0.000388979	0.000962532	0.000562506	0.000563653	0.000888431	0.000317815	0.000493937	0.000173238	0.000164117	0.001617486	0.000309363	0.001716532	0.000315965	0.000214802	0.000605733	0.000384899	0.000142228	0.000168286	6.59571E-05	0.000708619	0.000348731	0.000431853	0.000159374	0.000926176	0.000502282	0.001291647	0.000516529	0.000668977	0.000108914	0.001716921	0.000752199	0.00057775	0.000335795	0.001350176
BacV5_Otu_000134	0	0.001956133	0.000107512	0.00010431	0.000263488	0.000100917	0	0	0	0.000225549	0.000197586	0.000105964	0.000740696	0.007411851	0.000942827	0.000607263	0.001030355	0.001865476	0.000210669	0.000357945	0.000159485	0.000545173	0.000852673	0.000201935	0.00279438	0.000221568	0	0	0.000477947	0.000653976	0	8.62294E-05	0.000243149	5.14964E-05	0	0	5.01871E-05	0	0.00011196	0.001846553
BacV5_Otu_000136	0.000411849	0.000405441	0.000107512	0.00010431	0.000131764	0.000100917	3.53761E-05	9.63493E-05	8.04026E-05	0.000112789	0.000197586	0	0.000185292	4.95035E-05	0.000164117	0.000202516	0	0.000821797	0.000579094	0.000214802	6.38012E-05	0.000192492	0.000177778	0.000134634	9.89319E-05	0.000797115	0.000448317	0.000664211	0.000477947	0.000871749	0.001003984	0.000689356	0.001002113	0.001028769	0.000571494	0.00167408	0.000702093	0.000693208	0.001620608	0.000711142
BacV5_Otu_000137	0.000176554	0	0	0	6.5887E-05	0.000100917	7.07493E-05	9.63493E-05	0.000241163	0.000563653	0.000888431	0	0.000123537	0.00039587	0.000369176	0.000910577	0.001133256	0.000523141	0.001026048	0.000644088	0.000796842	0.000737424	0.000355484	0.000538284	0.000230806	4.43225E-05	0.000298929	6.64669E-05	0.000159374	5.45356E-05	0.000107681	0.000172442	0.000273533	0.000257421	0.000789008	0.000386899	0.000651981	0.000462261	0.00016793	0.000284597
BacV5_Otu_000138	0.000176554	0	0.000107512	0.000208595	0.000329335	0.000100917	3.53761E-05	0.000192677	8.04026E-05	0	0.000197586	0.000211903	0.000679019	0.000470056	0.000287164	0.001213679	0.000515483	0.002163209	0.000947208	0.000250592	0.001274246	0.000545173	0.000213325	0.000168286	0.000164874	0.001283521	0.00054788	0.000265806	0.000477947	0.000327111	0.000538137	0.000689356	0.000364672	0.000308887	0.000190582	0.001802589	0.000401335	0.001385311	0.00016793	0.000569007
BacV5_Otu_000141	0.000529448	0.000202768	0	0.000833779	0.000197631	0.000605148	0.000530339	0.000288984	0.000562506	0.000225549	0.000197586	0.000105964	0.000370506	0.00019798	0.000287164	0.000303738	0.000515483	0.000622716	0.000158011	0.000179009	0.000446411	0.000769457	0	0.000437407	0.000131904	0.000487299	0.000249122	9.96965E-05	7.96944E-05	0.000599516	0.000896525	0.001119649	0.000577257	0.000720394	0.00032666	0.002316243	0.000702093	0.00057775	0.000447669	0.000711142
BacV5_Otu_000142	0.000294218	0.000337893	0.000429888	0.000312855	0.000197631	0.000907406	0.000282928	0.000192677	0.001044074	0.000225549	9.88043E-05	0.000317815	0.000493937	0.000173238	0.000123094	0.000404937	0.000103146	0.000921303	0.000315965	0.000357945	0.000605733	0.000192492	0.000106676	0.000100979	0.000164874	0.000221568	0.000498101	0.000465055	0.000398326	0.00027261	0.001719697	8.62294E-05	0.000121592	0.000617554	0.000108914	0.001502676	0.000702093	0.000981718	0.000223892	0.000853231
BacV5_Otu_000143	5.88595E-05	6.75997E-05	0.000107512	0	0	0.00020181	0.000141487	0.000288984	0.000482192	0	0	0	6.17729E-05	7.42532E-05	0.000287164	0.001011634	0	0.001070519	0.000579094	0.000286379	0.00035079	0.000416959	0.000106676	0.000100979	0.000131904	0.00039874	0.000348731	0.000265806	0.000796286	0.000490574	0.000753205	0.001119649	0.001062773	0.000668977	0.000435492	0.001202557	0.000200714	0.001673362	0.000335795	0.00120825
BacV5_Otu_000144	0.000353037	6.75997E-05	0.000214997	0.00041709	0.000197631	0.000504349	7.07493E-05	0.000288984	0.000401864	0.00033828	0.000296346	0	0.000247039	2.47525E-05	4.10351E-05	0	0.000412435	0.000722268	0.000394921	0.000214802	0.000701298	0.000224566	0.000248869	0.000235581	6.59571E-05	0.001106709	0.000597653	0.001857238	0.000477947	0.00070843	0.000358832	0.000430976	0.000303915	0.0004118	0.000245018	0.002016685	0.000451476	0.000173406	5.59838E-05	0.000995273
BacV5_Otu_000145	0.001703694	0.000472977	0.000966651	0.001354079	0.000658421	0.00131009	0.000918843	0.000962532	0.00096385	0.000225549	0.000395083	0.000105964	0.000432226	0.000173238	0.000246152	0.000809496	0.000515483	0.000622716	0.000394921	0.000179009	0.000318912	0.000288706	7.112E-05	0.000201935	0.000263768	8.86406E-05	0.00064742	3.32347E-05	0	0	0.000143568	0	0.000759389	0.000360346	8.1688E-05	0.000558744	0.000301036	0.000693208	0.000503595	0.000355717
BacV5_Otu_000147	5.88595E-05	0.000135189	0.000214997	0.00010431	0	0.000100917	0.000141487	0.000577775	0.00016079	0	0.000789806	0	6.17729E-05	4.95035E-05	0	0.00010127	0.000412435	0.000249194	0.000342286	0.000357945	9.56982E-05	3.2088E-05	0.000319948	0.000538284	0.000527376	4.43225E-05	0.000796688	3.32347E-05	0	0.000490574	0.000287089	0.000172442	0.000364672	0.000154471	0.000353871	0.000171998	0	0	5.59838E-05	0.000142322
BacV5_Otu_000149	0.000411849	0	0.000107512	0.001146034	0.000131764	0.000504349	0.000424323	0.000288984	0.000482192	0	0.000197586	0.000317815	0.000247039	4.95035E-05	8.20662E-05	0.000303738	0.000309363	0.001294248	0.000500173	0.000179009	0.000127593	0.000384899	3.55615E-05	6.7322E-05	0	0.000620104	0.000597653	0.000332233	0.000637146	0.000109064	0.000466424	0.000689356	0.000303915	0.000617554	0.000517098	0.001030967	0.000651981	0.000750925	0.000223892	0.000284597
BacV5_Otu_000150	0.000705788	0	0.000107512	0.000521299	0.000526817	0.000403526	0.000318281	9.63493E-05	0.000482192	0.000112789	0.000395083	0.000105964	0.000370506	9.90014E-05	8.20662E-05	0.000708391	0.000206267	0.001468179	0.000421236	0.000322164	0.000223263	0.000128338	0.000319948	0.000201935	0.000164874	0.000575841	0.00054788	0.000332233	7.96944E-05	0.000599516	0.000573989	8.62294E-05	0.0010931	0.000566124	0.000217801	0.001716921	0.000401335	0.001270037	0.000783118	0.000711142
