"SUID","0.001_ 2_corsparcc.txt(1)_present","0.001_ 3_corsparcc.txt(1)_present","Dn-Score (degree corrected)","DyNet Rewiring (Dn-score)","Edge Count","name","selected","shared name"
"45538","true","false","0.5000000000000001","1.0000000000000002","2","BacV5_Otu_000235","false","BacV5_Otu_000235"
"45539","true","true","0.49999999999999994","5.999999999999999","12","BacV5_Otu_000039","false","BacV5_Otu_000039"
"45540","true","true","0.42105263157894735","8.0","19","BacV5_Otu_000015","false","BacV5_Otu_000015"
"45541","true","true","0.44444444444444453","4.000000000000001","9","BacV5_Otu_000005","false","BacV5_Otu_000005"
"45542","true","true","0.4375","24.5","56","Otrad_Otu_00003","false","Otrad_Otu_00003"
"45543","true","false","0.49999999999999994","14.499999999999998","29","Ftrad_Otu_00357","false","Ftrad_Otu_00357"
"45544","true","false","0.5","15.0","30","Ftrad_Otu_00252","false","Ftrad_Otu_00252"
"45545","true","false","0.49999999999999994","21.499999999999996","43","Ftrad_Otu_00154","false","Ftrad_Otu_00154"
"45546","true","true","0.46153846153846145","23.999999999999996","52","Ftrad_Otu_00113","false","Ftrad_Otu_00113"
"45547","true","true","0.4787234042553192","45.0","94","Ftrad_Otu_00093","false","Ftrad_Otu_00093"
"45548","true","false","0.49999999999999994","21.499999999999996","43","Ftrad_Otu_00091","false","Ftrad_Otu_00091"
"45549","true","true","0.45689655172413796","26.5","58","Ftrad_Otu_00084","false","Ftrad_Otu_00084"
"45550","true","true","0.4193548387096774","25.999999999999996","62","Ftrad_Otu_00071","false","Ftrad_Otu_00071"
"45551","true","true","0.5000000000000001","20.000000000000004","40","Ftrad_Otu_00067","false","Ftrad_Otu_00067"
"45552","true","true","0.42924528301886794","45.5","106","Ftrad_Otu_00066","false","Ftrad_Otu_00066"
"45553","true","true","0.40384615384615385","42.0","104","Ftrad_Otu_00059","false","Ftrad_Otu_00059"
"45554","true","true","0.4814814814814814","12.999999999999998","27","Ftrad_Otu_00057","false","Ftrad_Otu_00057"
"45555","true","true","0.46808510638297873","44.0","94","Ftrad_Otu_00055","false","Ftrad_Otu_00055"
"45556","true","false","0.5000000000000001","10.000000000000002","20","Ftrad_Otu_00049","false","Ftrad_Otu_00049"
"45557","true","false","0.49999999999999994","11.499999999999998","23","Ftrad_Otu_00043","false","Ftrad_Otu_00043"
"45558","true","false","0.4999999999999999","18.499999999999996","37","Ftrad_Otu_00041","false","Ftrad_Otu_00041"
"45559","true","true","0.44680851063829785","21.0","47","Ftrad_Otu_00028","false","Ftrad_Otu_00028"
"45560","true","true","0.4629629629629631","37.50000000000001","81","Ftrad_Otu_00026","false","Ftrad_Otu_00026"
"45561","true","true","0.4121621621621621","30.499999999999996","74","Ftrad_Otu_00020","false","Ftrad_Otu_00020"
"45562","true","true","0.4360465116279071","37.50000000000001","86","Ftrad_Otu_00016","false","Ftrad_Otu_00016"
"45563","true","true","0.47282608695652184","43.50000000000001","92","Ftrad_Otu_00012","false","Ftrad_Otu_00012"
"45564","true","true","0.43","43.0","100","Ftrad_Otu_00010","false","Ftrad_Otu_00010"
"45565","true","true","0.4836065573770491","29.499999999999996","61","Ftrad_Otu_00009","false","Ftrad_Otu_00009"
"45566","true","true","0.44230769230769224","45.99999999999999","104","Ftrad_Otu_00005","false","Ftrad_Otu_00005"
"45567","true","true","0.4541666666666667","54.50000000000001","120","Ftrad_Otu_00004","false","Ftrad_Otu_00004"
"45568","true","false","0.4999999999999999","18.499999999999996","37","BacV5_Otu_000334","false","BacV5_Otu_000334"
"45569","true","false","0.5","17.5","35","BacV5_Otu_000305","false","BacV5_Otu_000305"
"45570","true","false","0.49999999999999994","23.999999999999996","48","BacV5_Otu_000268","false","BacV5_Otu_000268"
"45571","true","false","0.5","16.5","33","BacV5_Otu_000255","false","BacV5_Otu_000255"
"45572","true","true","0.4666666666666667","28.0","60","BacV5_Otu_000203","false","BacV5_Otu_000203"
"45573","true","false","0.5","17.0","34","BacV5_Otu_000197","false","BacV5_Otu_000197"
"45574","true","true","0.4177631578947368","63.49999999999999","152","BacV5_Otu_000191","false","BacV5_Otu_000191"
"45575","true","true","0.44444444444444436","35.99999999999999","81","BacV5_Otu_000158","false","BacV5_Otu_000158"
"45576","true","true","0.4107142857142857","34.5","84","BacV5_Otu_000143","false","BacV5_Otu_000143"
"45577","true","true","0.40410958904109584","29.499999999999996","73","BacV5_Otu_000115","false","BacV5_Otu_000115"
"45578","true","true","0.48255813953488375","41.5","86","BacV5_Otu_000107","false","BacV5_Otu_000107"
"45579","true","false","0.5","15.0","30","BacV5_Otu_000105","false","BacV5_Otu_000105"
"45580","true","true","0.44444444444444436","35.99999999999999","81","BacV5_Otu_000104","false","BacV5_Otu_000104"
"45581","true","true","0.4375","49.0","112","BacV5_Otu_000103","false","BacV5_Otu_000103"
"45582","true","true","0.47321428571428575","53.00000000000001","112","BacV5_Otu_000098","false","BacV5_Otu_000098"
"45583","true","true","0.4279661016949153","50.5","118","BacV5_Otu_000089","false","BacV5_Otu_000089"
"45584","true","false","0.5","4.5","9","BacV5_Otu_000086","false","BacV5_Otu_000086"
"45585","true","true","0.45283018867924524","47.99999999999999","106","BacV5_Otu_000085","false","BacV5_Otu_000085"
"45586","true","true","0.4428571428571428","15.499999999999998","35","BacV5_Otu_000083","false","BacV5_Otu_000083"
"45587","true","true","0.46938775510204084","23.0","49","BacV5_Otu_000081","false","BacV5_Otu_000081"
"45588","true","true","0.42660550458715596","46.5","109","BacV5_Otu_000072","false","BacV5_Otu_000072"
"45589","true","true","0.4285714285714285","35.99999999999999","84","BacV5_Otu_000071","false","BacV5_Otu_000071"
"45590","true","true","0.41428571428571426","14.499999999999998","35","BacV5_Otu_000069","false","BacV5_Otu_000069"
"45591","true","true","0.40804597701149425","35.5","87","BacV5_Otu_000063","false","BacV5_Otu_000063"
"45592","true","true","0.39843750000000006","25.500000000000004","64","BacV5_Otu_000062","false","BacV5_Otu_000062"
"45593","true","true","0.4235294117647058","35.99999999999999","85","BacV5_Otu_000057","false","BacV5_Otu_000057"
"45594","true","true","0.4611650485436892","47.49999999999999","103","BacV5_Otu_000052","false","BacV5_Otu_000052"
"45595","true","true","0.4172932330827067","55.49999999999999","133","BacV5_Otu_000043","false","BacV5_Otu_000043"
"45596","true","true","0.38848920863309355","54.0","139","BacV5_Otu_000041","false","BacV5_Otu_000041"
"45597","true","true","0.3924050632911392","61.99999999999999","158","BacV5_Otu_000040","false","BacV5_Otu_000040"
"45598","true","true","0.45454545454545453","45.0","99","BacV5_Otu_000034","false","BacV5_Otu_000034"
"45599","true","true","0.40178571428571436","22.500000000000004","56","BacV5_Otu_000033","false","BacV5_Otu_000033"
"45600","true","true","0.4653465346534654","47.00000000000001","101","BacV5_Otu_000030","false","BacV5_Otu_000030"
"45601","true","true","0.40604026845637586","60.5","149","BacV5_Otu_000027","false","BacV5_Otu_000027"
"45602","true","true","0.3854166666666666","18.499999999999996","48","BacV5_Otu_000013","false","BacV5_Otu_000013"
"45603","true","true","0.4196428571428572","47.00000000000001","112","BacV5_Otu_000012","false","BacV5_Otu_000012"
"45604","true","true","0.42857142857142855","42.0","98","BacV5_Otu_000009","false","BacV5_Otu_000009"
"45605","true","true","0.39772727272727265","52.49999999999999","132","BacV5_Otu_000004","false","BacV5_Otu_000004"
"45606","true","true","0.4159999999999999","51.99999999999999","125","BacV5_Otu_000006","false","BacV5_Otu_000006"
"45607","true","false","0.5000000000000001","4.000000000000001","8","Ftrad_Otu_00136","false","Ftrad_Otu_00136"
"45608","true","true","0.4888888888888889","22.0","45","Ftrad_Otu_00002","false","Ftrad_Otu_00002"
"45609","true","false","0.5","18.0","36","BacV5_Otu_000289","false","BacV5_Otu_000289"
"45610","true","false","0.5","22.0","44","BacV5_Otu_000225","false","BacV5_Otu_000225"
"45611","true","true","0.41666666666666674","20.000000000000004","48","BacV5_Otu_000196","false","BacV5_Otu_000196"
"45612","true","true","0.4230769230769231","11.0","26","BacV5_Otu_000134","false","BacV5_Otu_000134"
