"Replicate"	"Flowcell"	"Run"	"Locus"	"X.SampleID"	"Ecotype"	"Year"	"mon"	"month_2"	"Day"	"Experiment"	"Month"	"Combi"	"label"	"Group"	"numFtrad_Otu_s"	"c__Agaricomycetes_unclassified"	"c__Agaricostilbomycetes_unclassified"	"c__Arthoniomycetes_unclassified"	"c__Dothideomycetes_unclassified"	"c__Lecanoromycetes_unclassified"	"c__Leotiomycetes_unclassified"	"c__Microbotryomycetes_unclassified"	"c__Sordariomycetes_unclassified"	"c__Tremellomycetes_unclassified"	"k__Fungi_unclassified"	"o__Acrospermales"	"o__Agaricales"	"o__Agaricostilbales"	"o__Amylocorticiales"	"o__Atheliales"	"o__Auriculariales"	"o__Caliciales"	"o__Cantharellales"	"o__Capnodiales"	"o__Chaetosphaeriales"	"o__Chaetothyriales"	"o__Chytridiales"	"o__Corticiales"	"o__Cystobasidiales"	"o__Cystobasidiomycetes_ord_Incertae_sedis"	"o__Cystofilobasidiales"	"o__Diversisporales"	"o__Dothideales"	"o__Entylomatales"	"o__Erysiphales"	"o__Erythrobasidiales"	"o__Eurotiales"	"o__Filobasidiales"	"o__Glomerales"	"o__Glomerellales"	"o__GS08"	"o__Helotiales"	"o__Holtermanniales"	"o__Hymenochaetales"	"o__Hypoceales"	"o__Hypocreales"	"o__Lecanorales"	"o__Lecanoromycetes_ord_Incertae_sedis"	"o__Lepidoptera"	"o__Leucosporidiales"	"o__Lichenostigmatales"	"o__Lulworthiales"	"o__Malasseziales"	"o__Microascales"	"o__Microbotryales"	"o__Microbotryomycetes_ord_Incertae_sedis"	"o__Mortierellales"	"o__Myriangiales"	"o__Myrmecridiales"	"o__Onygenales"	"o__Orbiliales"	"o__Pezizales"	"o__Phacidiales"	"o__Phomatosporales"	"o__Platygloeales"	"o__Pleosporales"	"o__Polyporales"	"o__Rhizophydiales"	"o__Rhytismatales"	"o__Russulales"	"o__Saccharomycetales"	"o__Sebacinales"	"o__Sordariales"	"o__Sporidiobolales"	"o__Taphrinales"	"o__Teloschistales"	"o__Thelebolales"	"o__Trechisporales"	"o__Tremellales"	"o__Tubeufiales"	"o__unclassified_Cercozoa"	"o__unclassified_Chytridiomycetes"	"o__unclassified_Chytridiomycota"	"o__unclassified_Cystobasidiomycetes"	"o__unclassified_Rozellomycota"	"o__unclassified_Taphrinomycetes"	"o__Ustilaginales"	"o__Venturiales"	"o__Xylariales"	"p__Ascomycota_unclassified"	"p__Basidiomycota_unclassified"	"p__Chytridiomycota_unclassified"
"S214"	6	"F"	"Ftrad"	"F.Ftrad.4"	"W"	2016	11	1	15	3	"Nov"	"Nov3W"	0.03	"F.Ftrad.4"	977	0	0	0	0.00259297862063706	0	0.000330477667336096	0	0	0	0.00127106795129268	0	0.00607570480717899	0.0166255688029082	0	0	0	0	0	0.375371787375753	7.62640770775606e-05	0.00106769707908585	0	0	0	0.0145410173627882	0.189795866487022	0	0.000762640770775606	0.00177949513180975	0	0	0.00401657472608486	0.000559269898568777	0	0.000228792231232682	0	0.00556727762666192	0	0	0.000355899026361949	0.00185575920888731	0	0	0	0.000483005821491217	7.62640770775606e-05	0	7.62640770775606e-05	0.000101685436103414	0.00050842718051707	0	0.00269466405674047	0	0	0	0	0	2.54213590258535e-05	0	0	0.0521392073620256	0	0	0	0.000355899026361949	0	0	0	0.26583115133335	0.00050842718051707	0	0	0	0.0524442636703358	0	0	0	0.000228792231232682	0	0	0	0	0	0.00086432620687902	0.000483005821491217	0.000305056308310242	0
"S215"	6	"F"	"Ftrad"	"F.Ftrad.5"	"C"	2014	11	1	18	1	"Nov"	"Nov1C"	0.03	"F.Ftrad.5"	977	0	0	0	0.000185741262421447	0	0	0	0	0	0.0108039500975142	0	0.00170262823886326	0.00027861189363217	0	0	0	0	0	0.0954090951304832	0	0	0	0	0	0.0138377240503978	0.364114788100176	0	0	0.000742965049685788	0	0.000495310033123858	0.0207720645141318	0.0022598520261276	0	3.09568770702412e-05	0	0.0057889360121351	0.00136210259109061	0	0	0.0033123858465158	0	0	0	0.00207411076370616	0	0	0	0	0.000650094418475064	9.28706312107235e-05	0.0148593009937158	0	0	0.00133114571402037	0	0.000866792557966752	0	0.000185741262421447	0	0.0286351112899731	0	0.000959663189177476	0	0	0.0138377240503978	0	0.0005262669101941	0.363062254279788	0.00114540445159892	0	0	0	0.0377054762715537	0	0.000433396278983376	0	0.00860601182552704	0	0	0	0	0	3.09568770702412e-05	0	0.000681051295545305	0.00321951521530508
"S216"	6	"F"	"Ftrad"	"F.Ftrad.6"	"C"	2016	11	1	15	3	"Nov"	"Nov3C"	0.03	"F.Ftrad.6"	977	0	0	0	0	0	0	0	0	0	0.00558675731599172	0	0.000591191250369494	0.00393142181495714	0	0	0	0	0	0.0921962754951227	0	0	0	0	0	0.00165533550103458	0.380520248300325	0	0.00109370381318356	0.000443393437777121	0	0	0.00174401418859001	2.95595625184747e-05	0	0.00286727756429205	0	0.00144841856340526	0	0	0.000472953000295596	0.00277859887673662	0	0	0	2.95595625184747e-05	0	0	0	0	0.000325155187703222	0	0	0	0.000384274312740171	0	0	0	0	0	0.00472953000295596	0.052054389595034	0	0.00203960981377476	0	0	0	0	0	0.421075968075672	0.000650310375406444	0	0.000443393437777121	0	0.0198344664498965	0	0.000798108187998818	0	0.000857227313035767	0	0	0	0	0	0.000413833875258646	0	0.000620750812887969	0.000384274312740171
"S217"	6	"F"	"Ftrad"	"F.Ftrad.7"	"C"	2016	11	1	15	3	"Nov"	"Nov3C"	0.03	"F.Ftrad.7"	977	0	0	0	0	0	0	0	0	0	0.00282636071078774	0	0.00193088008954806	0.0048971596474045	0	0	0	0	0	0.160179096124248	0	0.00022387015530992	0	0	0	0.00260249055547782	0.374422834755842	0	0.00313418217433888	0.00117531831537708	0	0	0.00296627955785644	0.0985588358751924	0	0	0	0.00142717224010074	0	0	0.00025185392472366	0.0018189450118931	0	0	0	0	0	0	0	0	5.59675388274801e-05	0	0.00201483139778928	0	0	0	0	0	0	0	0	0.0239541066181615	0	0	0	0	0.00134322093185952	0	0	0.281320833916329	0.00044774031061984	0	0	0	0.0318175458234224	0	0.00025185392472366	0	0.00120330208479082	0	0	0	0	0	0.00033580523296488	0	0.0002798376941374	0.000559675388274801
"S218"	6	"F"	"Ftrad"	"F.Ftrad.8"	"C"	2016	11	1	15	3	"Nov"	"Nov3C"	0.03	"F.Ftrad.8"	977	0	0	0	0.00077547558463589	0	0	0	0	0	0.00428934932751727	0	0.00164788561735127	0.00976614564400824	0	0	0	0	0	0.124803101902339	0.000193868896158973	0.00244759481400703	0	0	0	0.00193868896158972	0.39050042408821	0	0.00046043862837756	0.000605840300496789	0	0.000242336120198716	0.00203562340966921	0.0179813401187447	0	0.000363504180298073	0	0.0044347509996365	0.00113897976493396	0	4.84672240397431e-05	0.0209136071731492	0	0	0	0.000121168060099358	0	0	0	0	0	2.42336120198716e-05	0.0019629225736096	0	0	0.00031503695625833	0	0	0	0.000484672240397431	0	0.0274082151944747	0	0.000169635284139101	0	0.000605840300496789	0.000508905852417303	0	0	0.33212165273234	0.00031503695625833	0	0	0	0.0383860414394766	0	0.000484672240397431	0.00676117775354417	0.00189022173754998	0	0	0	9.69344480794863e-05	0	0.00113897976493396	0	0.00244759481400703	0.000169635284139101
"S219"	6	"F"	"Ftrad"	"F.Ftrad.9"	"K"	2016	11	1	15	3	"Nov"	"Nov3K"	0.03	"F.Ftrad.9"	977	0	0	0	0.000202685583987839	0	0	0	0.000658728147960476	0	0.00671395996959716	0	0.00245756270585255	0.00509247529769445	0	0	0	0	0	0.119280466176843	0.000152014187990879	0.00942487965543451	0	0	0	0.00501646820369901	0.53516594882189	0	0	0.000278692677983278	0	0	0.00228021281986319	0.00222954142386623	0	0.00174816316189511	0	0.0126678489992399	0.0030149480618191	0	7.60070939954396e-05	0.00400304028375982	0	0	0	0.000633392449961996	0	0	7.60070939954396e-05	0	0.000101342791993919	0	0.000329364073980238	0	2.53356979984799e-05	5.06713959969597e-05	0	0	0	0	0	0.0443374714973397	0	2.53356979984799e-05	0	0	0.00106409931593615	0	0.000380035469977198	0.196199645300228	0.00106409931593615	0	0	0	0.0291867240942488	0.00539650367367621	0.0045350899417279	0.00124144920192551	0.00174816316189511	0	0	0	5.06713959969597e-05	0	0.00190017734988599	0.000177349885989359	0	0.00101342791993919
"S22"	2	"B"	"Ftrad"	"B.Ftrad.10"	"K"	2015	1	3	15	1	"Jan"	"Jan1K"	0.03	"B.Ftrad.10"	977	0	0.000149009089554463	0	0.000447027268663388	0	0.000894054537326777	0.00491729995529727	0	0	0.0919386082551036	0	0.0466398450305469	0.0154969453136641	0.000447027268663388	0.000745045447772314	0	0	0.00104306362688124	0.0610937267173298	0.000447027268663388	0.00715243629861422	0	0.000298018179108926	0	0.0040232454179705	0.125316644315303	0.0040232454179705	0.000298018179108926	0.00178810907465355	0.0040232454179705	0.000149009089554463	0.00327819997019818	0.0257785724929221	0	0.0011920727164357	0	0.040232454179705	0.0011920727164357	0.000149009089554463	0	0.0128147817016838	0.000596036358217851	0	0	0.0496200268216361	0.000745045447772314	0	0	0	0.25510356131724	0.00163909998509909	0.012218745343466	0.000596036358217851	0	0	0.00387423632841603	0.000447027268663388	0	0	0	0.0809119356280733	0.0011920727164357	0	0.000149009089554463	0.0011920727164357	0	0.00134108180599017	0.00357621814930711	0.0518551631649531	0.00566234540306959	0	0.00730144538816868	0	0.037997317836388	0.00357621814930711	0.000745045447772314	0	0.00655639994039636	0	0.000298018179108926	0.000745045447772314	0	0.00387423632841603	0.00447027268663388	0.0075994635672776	0.000149009089554463	0
"S220"	6	"F"	"Ftrad"	"F.Ftrad.10"	"K"	2016	11	1	15	3	"Nov"	"Nov3K"	0.03	"F.Ftrad.10"	977	0	0	0	9.18105031215571e-05	0	0	0	0	0	0.000596768270290121	0	0.000344289386705839	0.00465938303341902	0	0	0	0	4.59052515607786e-05	0.0979847594564818	2.29526257803893e-05	0	0	0	0	0.00188211531399192	0.65447117150202	0	0.00181325743665075	0.000459052515607786	0	0	0.000665626147631289	0.00094105765699596	0	0.000114763128901946	0	0.0027772677194271	6.88578773411678e-05	0	0	0.0006426735218509	0	0	0	2.29526257803893e-05	0	0	0	0	2.29526257803893e-05	0	0.000390194638266618	0	0	0	0	0	0	2.29526257803893e-05	0	0.013266617701065	9.18105031215571e-05	9.18105031215571e-05	0	9.18105031215571e-05	0	0	0.000160668380462725	0.149857693720162	0.000482005141388175	0	0	0	0.066333088505325	0	0.00123944179214102	0	0.000137715754682336	0	0	2.29526257803893e-05	0	0	4.59052515607786e-05	0	0.000114763128901946	2.29526257803893e-05
"S221"	6	"F"	"Ftrad"	"F.Ftrad.11"	"K"	2016	11	1	15	3	"Nov"	"Nov3K"	0.03	"F.Ftrad.11"	977	0	0	0	0.000111090538789113	0	0	0	0.000333271616367339	0	0.0152564339937049	0	0.00251805221255323	0.00122199592668024	0	3.7030179596371e-05	0.000444362155156453	0	7.40603591927421e-05	0.0580262914275134	0.000148120718385484	0.00399925939640807	0	3.7030179596371e-05	0	0.00340677652286614	0.201777448620626	0.000148120718385484	7.40603591927421e-05	0.000111090538789113	0.000111090538789113	0.000444362155156453	0.00329568598407702	0.00340677652286614	0	0.0028142936493242	0	0.0159600074060359	0.00125902610627662	0.000111090538789113	0	0.0172560636919089	0	0.000666543232734679	0	0.000148120718385484	0	0	0	0	0.000259211257174597	0	0.293427143121644	0	0	0.000185150897981855	0	0	0	0	0	0.0425476763562303	0.000148120718385484	0.000518422514349195	0	0	0.0217737456026662	0	0.00633216071097945	0.168005924828735	0.0014071468246621	0	0.000592482873541937	0	0.0234030735049065	0.0713201259026106	0.0295130531383077	0	0.00540640622107017	0	0	0	0	0	7.40603591927421e-05	0.00037030179596371	0.000518422514349195	0.000999814849102018
"S223"	6	"F"	"Ftrad"	"F.Ftrad.13"	"S"	2015	11	1	18	2	"Nov"	"Nov2S"	0.03	"F.Ftrad.13"	977	0	0	0	0	0	0	0	0	0	0.0129718942291701	0	0.014995287987139	0.00185708742169743	0	0	0	0	0	0.0895282443594434	0	0	0	0	0	0.00515549642441377	0.430982870447364	0	5.5435445423804e-05	0.00055435445423804	0	0	0.00327069128000444	0.00313210266644493	0	0.000304894949830922	0	0.00097012029491657	0.00055435445423804	0	0.000332612672542824	0.000249459504407118	0	0	0	0.00055435445423804	0	0	2.7717722711902e-05	0	8.3153168135706e-05	5.5435445423804e-05	0.000859249404068962	0	0	0	0	0	0	0	0	0.0173790121403625	0	5.5435445423804e-05	0	0	0	0	0	0.335661622041133	0.001413603858307	0	0.000221741781695216	0	0.0501690781085426	0.00027717722711902	0.0134153777925606	0	0.0105604523532347	0	0	0	0	0	0	0.00302123177559732	0.00119186207661179	0.00013858861355951
"S224"	6	"F"	"Ftrad"	"F.Ftrad.14"	"S"	2016	11	1	15	3	"Nov"	"Nov3S"	0.03	"F.Ftrad.14"	977	0	0	0	0.000568947447222638	0	0	0	0.00419224434795628	0	0.0104207216649199	0	0.00643808953436143	0.00398263213055847	0	0	0	0	0.00266506962120078	0.105015720916305	0.000928282677047462	0.000958227279532864	0	0.00014972301242701	0	0.00323401706842342	0.141787692768378	0.000179667614912412	0.000119778409941608	0.00029944602485402	0	0	0.00266506962120078	0.0161401407396317	0	0.0132055696960623	0	0.0349453511004641	0.0520437191196287	0	0.000179667614912412	0.0557269052253331	0	0	0	0.00670759095673005	0	0	0	0	0	0.000179667614912412	0.122862703997604	0	0	0	0	0	0	0.00128761790687229	0	0.0661775714927384	0.000539002844737236	0.000688725857164246	0	0.000419224434795628	0	0.00122772870190148	0.00368318610570445	0.139392124569546	0.00167689773918251	0	0.00044916903728103	0	0.0481808653990118	0.144782153016919	0	0	0.00239556819883216	0.000329390627339422	0	0	0	0	0.00200628836652193	0.00014972301242701	0.000658781254678844	0.000359335229824824
"S225"	6	"F"	"Ftrad"	"F.Ftrad.15"	"S"	2016	11	1	15	3	"Nov"	"Nov3S"	0.03	"F.Ftrad.15"	977	0	0	0	0	0	0	0	0	0	0.0395584886727645	0	0.00571185982787233	0.00216124425919494	0	0	0	0	0.000964841187140597	0.125853884450619	0.00725560572729729	0	0	0	0	0.00250858708656555	0.442321793832735	0.000308749179884991	0	0.000733279302226853	0	0	0.00787310408706727	0.00131218401451121	0	0.00216124425919494	0	0.00351202192119177	3.85936474856239e-05	0	0	0.00725560572729729	0	0	0	0	0	0	0	0.00173671413685307	0.000231561884913743	0	0.00930106904403535	0	0	0	0	0	0.000810466597198101	0	0	0.029138203851646	0	0	0	0.0017753077843387	0.0110377831808884	0	0.00069468565474123	0.239164833468411	0.000347342827370615	0.000926247539654973	0.000849060244683725	0	0.0477789355872023	0	0	0	0.0025857743815368	0	0.000308749179884991	0	0	0	0.000849060244683725	0.00189108872679557	0.00050171741731311	0.000540311064798734
"S226"	6	"F"	"Ftrad"	"F.Ftrad.16"	"S"	2016	11	1	15	3	"Nov"	"Nov3S"	0.03	"F.Ftrad.16"	977	0	0	0	0	0	0	0	0	0	0.0222493142334654	0	0.000304785126485827	0.00104497757652284	0	0	0	0	0	0.0623067880001742	0	0	0	0	0	0	0.450385335481343	0	0	4.35407323551182e-05	0	0	0.00596508033265119	0.00126268123829843	0	0.0019157922236252	0	0.0145426046066095	0	0	0.0014368441677189	0.00548613227674489	0	0	0	0.0272129577219489	0	0	0	0	0.000261244394130709	0	0.00313493272956851	0	0	0	0	0	0	0	0	0.0417120215962032	0.00134976270300866	0	0	0	0.0004789480559063	0	0.00161100709713937	0.341620586058258	0.000914355379457483	0	0	0	0.011407671877041	0	0.000783733182392128	0	0.000957896111812601	0	0	0	0	0	0	0.00108851830887796	0.000522488788261419	0
"S227"	6	"F"	"Ftrad"	"F.Ftrad.17"	"W"	2015	1	3	15	1	"Jan"	"Jan1W"	0.03	"F.Ftrad.17"	977	0	0	0	0.000239316239316239	0	0	0	0.000376068376068376	0	0.0259145299145299	0	0.00082051282051282	0.0108034188034188	0.000170940170940171	0	0	0	0.000376068376068376	0.102666666666667	0	0.00981196581196581	0	0	0.000205128205128205	0.00235897435897436	0.383008547008547	0.00112820512820513	0.000341880341880342	0.00181196581196581	0	0	0.00112820512820513	0.00201709401709402	0	0.000478632478632479	0.000102564102564103	0.0721025641025641	0.000341880341880342	0	0	0.00577777777777778	0	0	0	0.00324786324786325	0	0	0	0	0.00123076923076923	0	0.00133333333333333	0	0	0	0.00345299145299145	0	0	0	0	0.0325811965811966	0.000136752136752137	0.000102564102564103	0.000205128205128205	0	0	0	0.00136752136752137	0.225777777777778	0.0267008547008547	0.000376068376068376	0.00116239316239316	0.000136752136752137	0.0731282051282051	0.000786324786324786	0.000136752136752137	0	0.00064957264957265	0	0	0	0	0	0.00157264957264957	0.00341880341880342	0.000273504273504274	0.000239316239316239
"S228"	6	"F"	"Ftrad"	"F.Ftrad.18"	"W"	2017	1	3	15	3	"Jan"	"Jan3W"	0.03	"F.Ftrad.18"	977	0	0	0	0	0	0	0	0	0	0.0141513740527709	0	0.000821692686935086	0.00762348215100886	0	0	0	0	0.000136948781155848	0.0683830913904866	0	0.000547795124623391	0	0	0.000273897562311695	0.00178033415502602	0.44722906966128	0	0	0.00223683009221218	0	0	0.00146078699899571	0.00246507806080526	0	0.00150643659271432	0	0.0100429106180955	0.0183967862686022	0	0	0.00178033415502602	0	0	0	0.00141513740527709	0	0	0	0	0.000684743905779239	0	0.000365196749748927	0	0	0	0	0	0	0	0	0.0403085912535378	0.000136948781155848	4.56495937186159e-05	0	0	0	0	0.00465625855929882	0.258376700447366	0.00529535287135944	0.000273897562311695	0.000456495937186159	0	0.10586140783347	0.000365196749748927	0	0	0.00178033415502602	0	0	0	0	0	0	0.000456495937186159	0.000639094312060623	4.56495937186159e-05
"S229"	6	"F"	"Ftrad"	"F.Ftrad.19"	"W"	2017	1	3	15	3	"Jan"	"Jan3W"	0.03	"F.Ftrad.19"	977	0	0	0.00025226134275109	0	0	0	0	0	0	0.0104868643915096	0	0.000720746693574543	0.0201809074200872	0	0.000180186673393636	0	0	0	0.0364697826948719	0	0.000720746693574543	0	0.000468485350823453	0	0.00882914699628816	0.727665861832859	0	0.000828858697610725	0.0206493927709107	0	7.20746693574543e-05	0.00169375472990018	0.000720746693574543	0	0	0	0.00367580813723017	0.000180186673393636	3.60373346787272e-05	3.60373346787272e-05	0.000900933366968179	0	0	0	0.00115319470971927	0	0	0	0	7.20746693574543e-05	3.60373346787272e-05	3.60373346787272e-05	0	0	0	0	0	0	0	0	0.00753180294785398	0	0	0	0.000288298677429817	0	0	0.000396410681465999	0.105445241269956	0.00169375472990018	0	0.000468485350823453	0	0.0455872283685899	0.000144149338714909	0	0	0.0013333813831129	0	0	0	0	0	0	0.000684709358895816	0.000360373346787272	0
"S23"	2	"B"	"Ftrad"	"B.Ftrad.11"	"K"	2015	1	3	15	1	"Jan"	"Jan1K"	0.03	"B.Ftrad.11"	977	0	0	0	0.00229635001208605	0.000241721053903795	0	0.00048344210780759	0.000241721053903795	0	0.0670775924583031	0	0.0409717186366933	0.105148658448151	0.000120860526951898	0.000362581580855693	0	0	0.000725163161711385	0.0494319555233261	0.000120860526951898	0.00386753686246072	0	0.000604302634759488	0.0265893159294175	0.004713560551124	0.119168479574571	0.000362581580855693	0.00096688421561518	0.00290065264684554	0.0048344210780759	0.00108774474256708	0.00132946579647087	0.0166787527193619	0	0.000362581580855693	0	0.0404882765288857	0.00217548948513416	0.000846023688663283	0	0.00882281846748852	0.00314237370074933	0	0	0.156876963983563	0.00048344210780759	0	0	0	0.0693739424703892	0.00132946579647087	0.00398839738941262	0	0	0	0.000241721053903795	0	0	0	0	0.0349286922890984	0.00290065264684554	0	0.000120860526951898	0.00120860526951898	0	0.00096688421561518	0.00773507372492144	0.0580130529369108	0.0175247764080251	0	0.0210297316896302	0	0.0985013294657965	0.00302151317379744	0.00193376843123036	0	0.00277979211989364	0	0.000120860526951898	0.000604302634759488	0	0.00410925791636452	0.00145032632342277	0.00447183949722021	0.000120860526951898	0
"S230"	6	"F"	"Ftrad"	"F.Ftrad.20"	"W"	2017	1	3	15	3	"Jan"	"Jan3W"	0.03	"F.Ftrad.20"	977	0	0	0	0.000365070093457944	0	0	0	0	0	0.0373101635514019	0	0.00116822429906542	0.0201518691588785	0	0	0	0	0	0.0787091121495327	0	0.000438084112149533	0	0	0	0.000949182242990654	0.384272780373832	0	0.000365070093457944	0.0103679906542056	0	0	0.00233644859813084	0.0019713785046729	0	0.000146028037383178	0	0.00292056074766355	0.000730140186915888	0	0.000730140186915888	0.00219042056074766	0	0	0	0.00160630841121495	0	0	0	0	0.000511098130841121	0	0.00102219626168224	0	0	0	0	0	0	0	0	0.0305928738317757	0	0	0	0.000365070093457944	0.000146028037383178	0	0.00182535046728972	0.29227511682243	0.00219042056074766	0	0.00408878504672897	0	0.114851051401869	0.00109521028037383	0	0	0.000876168224299065	0.000146028037383178	0	0	7.30140186915888e-05	0	0	0.00277453271028037	0.000438084112149533	0
"S231"	6	"F"	"Ftrad"	"F.Ftrad.21"	"C"	2015	1	3	15	1	"Jan"	"Jan1C"	0.03	"F.Ftrad.21"	977	0	0	0	0.000251521706323256	0	0	0	0	0	0.0172040847125107	0	0.00150913023793953	0.0338548216711102	0	0	0	0.000251521706323256	0.000100608682529302	0.065747774032899	0	0.000704260777705116	0	0.000352130388852558	0	0.00306856481714372	0.453191810453242	0	0	0.021479953720006	0	0	0.00135821721414558	0.0150913023793953	0	0.000503043412646511	0	0.00543286885658232	0.000201217365058605	0	0	0.00246491272196791	0	0	0	0.00105639116655767	0.000150913023793953	0	0	0	0.000402434730117209	0.000100608682529302	0.000100608682529302	0	0	0	0	0	0	0	0	0.0178077368076865	0	0	0.000352130388852558	0	0	0	0.00316917349967302	0.12545902711404	0.00754565118969767	0.000352130388852558	0.00231399969817395	0	0.213894059057297	0	0.00100608682529302	0	0.00105639116655767	0	0	0	0.000150913023793953	0	0.000301826047587907	0.000704260777705116	0.00130791287288093	0
"S232"	6	"F"	"Ftrad"	"F.Ftrad.22"	"C"	2017	1	3	15	3	"Jan"	"Jan3C"	0.03	"F.Ftrad.22"	977	0	0	0	0	0	0	0	0	0	0.033411488862837	0	0.000315628099918838	0.00374244747046623	0	0	0	0	0	0.0904499954910271	0	0	0	0	0	0.00166831995671386	0.413382631436559	0	0	0.0101902786545225	0	0	0.0021192172423122	0.0185769681666516	0	0.000495987014158175	0.00126251239967535	0.00302101181350888	0.00171340968527369	0	0	0.00153305077103436	0	0	0	0.000811615114077013	0	0	0.000135269185679502	0	0.0084768689692488	0	0.00482460095590225	0	0.000360717828478673	0	0	0	0	0	0	0.00811615114077013	0.000315628099918838	0	0	0.000901794571196681	0	0	0.000135269185679502	0.293173415096041	0.0286319776354946	0	0.000901794571196681	0	0.0642528631977635	9.01794571196681e-05	0.000135269185679502	0	0.00284065289926955	0	0	0	0	0.00022544864279917	0.000180358914239336	0.000315628099918838	0.00288574262782938	0.000405807557038507
"S234"	6	"F"	"Ftrad"	"F.Ftrad.24"	"C"	2017	1	3	15	3	"Jan"	"Jan3C"	0.03	"F.Ftrad.24"	977	0	0	0	0.000378912269179276	0	0	0	0	2.52608179452851e-05	0.0154090989466239	0	0.000985171899866118	0.0282163336448834	0	5.05216358905701e-05	0	0	0.00414277414302675	0.0656528658397959	0	0.000682042084522697	0	0	0.00010104327178114	0.00275342915603607	0.262939853992472	0	0.000808346174249122	0.00689620329906282	0	0.000530477176850986	0.000580998812741557	0.0106853259908556	0	0.000176825725616996	0.00015156490767171	0.00563316240179857	0.000682042084522697	0	0	0.00199560461767752	0.000176825725616995	0	0	0.000959911081920833	0	0	0	0	0.000783085356303837	2.52608179452851e-05	0.00785611438098366	0	0.00010104327178114	0	0	0	0	0	0	0.015510142218405	5.05216358905701e-05	0	0	0.000126304089726425	0	0	0	0.428095081718746	0.00843711319372521	0	0.000328390633288706	0	0.121933968221891	0.00247556015863794	5.05216358905701e-05	0	0.000808346174249122	7.57824538358552e-05	0	0	0	0	0.000353651451233991	0.000176825725616996	0.00217243034329452	2.52608179452851e-05
"S235"	6	"F"	"Ftrad"	"F.Ftrad.25"	"K"	2017	1	3	15	3	"Jan"	"Jan3K"	0.03	"F.Ftrad.25"	977	0	0	0	0.00197490706319703	0	0	0	0	0	0.104466775092937	0	0.00174256505576208	0.0101359200743494	0	0.000203299256505576	0	0	0.00159735130111524	0.0802160780669145	0	0.00360130111524164	0	0	0	0.00249767657992565	0.463638475836431	0	0.00029042750929368	0.00438545539033457	0	0.000203299256505576	0.00168447955390335	0.00159735130111524	0	0.000232342007434944	0	0.00595376394052045	0.000232342007434944	0.000116171003717472	0	0.00220724907063197	0.000929368029739777	0	0	0.0317437267657993	0	0	8.71282527881041e-05	0.00104553903345725	0.00955506505576208	0	0	0	0	0	0	0	0	0.000348513011152416	0	0.0345318308550186	0.000697026022304833	0.000203299256505576	0	0.000609897769516729	0	0	0.00104553903345725	0.122937964684015	0.0172513940520446	0	0.00461779739776952	0	0.082626626394052	0.000755111524163569	0.000174256505576208	0	0.00180065055762082	8.71282527881041e-05	0	0	8.71282527881041e-05	0	0.000319470260223048	8.71282527881041e-05	0.00148118029739777	0
"S236"	6	"F"	"Ftrad"	"F.Ftrad.26"	"K"	2017	1	3	15	3	"Jan"	"Jan3K"	0.03	"F.Ftrad.26"	977	0	0	0	6.73143805955079e-05	0	0	0	0	0	0.0239190432382705	0	0.00350034779096641	0.00978302331321381	0.000291695649247201	0	4.48762537303386e-05	0	0.000246819395516862	0.0257814077680795	0	0.00114434447012363	0	0.000269257522382032	0	0.00125653510444948	0.718558574730182	0.000179505014921354	4.48762537303386e-05	0.000695581932820248	0	0	0.000605829425359571	0.00107703008952813	0	0.000583391298494402	0	0.00383691969394395	0	0	0	0.00172773576861804	0	0	0	0.0356766217156192	0	0.000179505014921354	0	0	0.000269257522382032	2.24381268651693e-05	0.00105459196266296	0	0	0.00134628761191016	0	0	0	2.24381268651693e-05	0	0.00928938452218009	0.000112190634325846	8.97525074606772e-05	0	0.000157066888056185	0	0	0	0.129737249534409	0.00383691969394395	4.48762537303386e-05	0.000762896313415756	0	0.0220118024547311	0.000673143805955079	0	0	0.000448762537303386	2.24381268651693e-05	0	0	2.24381268651693e-05	0	8.97525074606772e-05	0.000246819395516862	0.000269257522382032	0
"S237"	6	"F"	"Ftrad"	"F.Ftrad.27"	"K"	2017	1	3	15	3	"Jan"	"Jan3K"	0.03	"F.Ftrad.27"	977	0	0	0	0.000157579577686732	0	0	0	0.00066971320516861	0	0.05243460447526	0	0.000433343838638512	0.0115033091711314	0	0	0	0	0.000354554049795147	0.085486920895052	0	0.000472738733060195	0	7.87897888433659e-05	3.93948944216829e-05	0.00409706901985503	0.235108729908604	0	0.000275764260951781	0.00358493539237315	0.000512133627481878	0	0.000945477466120391	0.000866687677277025	0	0.000393948944216829	7.87897888433659e-05	0.0107942010715411	0.000433343838638512	0	0	0.00547589032461393	0	0	0	0.000866687677277025	0	0	7.87897888433659e-05	0	0.000315159155373464	0	0.000393948944216829	0	0	0	0	0	0	0	0	0.0181216514339742	0.000354554049795147	0	0	0.000275764260951781	0.000118184683265049	0	0.000512133627481878	0.448983611723921	0.0464859754175859	0	0.000709108099590293	0	0.0320280491648282	0.0156791679798298	3.93948944216829e-05	0	0.00319098644815632	0	0	0	0	0	0	0.0149306649858178	0.00149700598802395	0.00122124172707217
