"Replicate"	"Flowcell"	"Run"	"Locus"	"X.SampleID"	"Ecotype"	"Year"	"mon"	"month_2"	"Day"	"Experiment"	"Month"	"Combi"	"label"	"Group"	"numFtrad_Otu_s"	"c__Agaricomycetes_unclassified"	"c__Agaricostilbomycetes_unclassified"	"c__Arthoniomycetes_unclassified"	"c__Dothideomycetes_unclassified"	"c__Lecanoromycetes_unclassified"	"c__Leotiomycetes_unclassified"	"c__Microbotryomycetes_unclassified"	"c__Sordariomycetes_unclassified"	"c__Tremellomycetes_unclassified"	"k__Fungi_unclassified"	"o__Acrospermales"	"o__Agaricales"	"o__Agaricostilbales"	"o__Amylocorticiales"	"o__Atheliales"	"o__Auriculariales"	"o__Caliciales"	"o__Cantharellales"	"o__Capnodiales"	"o__Chaetosphaeriales"	"o__Chaetothyriales"	"o__Chytridiales"	"o__Corticiales"	"o__Cystobasidiales"	"o__Cystobasidiomycetes_ord_Incertae_sedis"	"o__Cystofilobasidiales"	"o__Diversisporales"	"o__Dothideales"	"o__Entylomatales"	"o__Erysiphales"	"o__Erythrobasidiales"	"o__Eurotiales"	"o__Filobasidiales"	"o__Glomerales"	"o__Glomerellales"	"o__GS08"	"o__Helotiales"	"o__Holtermanniales"	"o__Hymenochaetales"	"o__Hypoceales"	"o__Hypocreales"	"o__Lecanorales"	"o__Lecanoromycetes_ord_Incertae_sedis"	"o__Lepidoptera"	"o__Leucosporidiales"	"o__Lichenostigmatales"	"o__Lulworthiales"	"o__Malasseziales"	"o__Microascales"	"o__Microbotryales"	"o__Microbotryomycetes_ord_Incertae_sedis"	"o__Mortierellales"	"o__Myriangiales"	"o__Myrmecridiales"	"o__Onygenales"	"o__Orbiliales"	"o__Pezizales"	"o__Phacidiales"	"o__Phomatosporales"	"o__Platygloeales"	"o__Pleosporales"	"o__Polyporales"	"o__Rhizophydiales"	"o__Rhytismatales"	"o__Russulales"	"o__Saccharomycetales"	"o__Sebacinales"	"o__Sordariales"	"o__Sporidiobolales"	"o__Taphrinales"	"o__Teloschistales"	"o__Thelebolales"	"o__Trechisporales"	"o__Tremellales"	"o__Tubeufiales"	"o__unclassified_Cercozoa"	"o__unclassified_Chytridiomycetes"	"o__unclassified_Chytridiomycota"	"o__unclassified_Cystobasidiomycetes"	"o__unclassified_Rozellomycota"	"o__unclassified_Taphrinomycetes"	"o__Ustilaginales"	"o__Venturiales"	"o__Xylariales"	"p__Ascomycota_unclassified"	"p__Basidiomycota_unclassified"	"p__Chytridiomycota_unclassified"
"S157"	4	"D"	"Ftrad"	"D.Ftrad.45"	"K"	2016	3	5	24	2	"Mar"	"Mar2K"	0.03	"D.Ftrad.45"	977	0	0	0	0.000135482996883891	0	0	0.000304836742988755	0	3.38707492209728e-05	0.00640157160276385	0	0.000203224495325837	0.00470803414171521	0	0	0	0	0	0.0263853136431378	0	0.000745156482861401	0	0	0	0.000169353746104864	0.42480693672944	0.00135482996883891	0.0003725782414307	0.00165966671182767	0.000745156482861401	3.38707492209728e-05	0.000101612247662918	0.0362417016664409	0	6.77414984419455e-05	0	0.0140224901774827	0.00209998645170031	0	0	0.000406448990651673	0.000169353746104864	0	0	0.0292981980761414	0	0	0	0	0.265648286140089	0	0.000406448990651673	0	0	0	0.000440319739872646	0	0	0	0	0.0330578512396694	0.000474190489093619	0	0	0.000304836742988755	0	0	0.000169353746104864	0.00254030619157296	0.0384433003658041	0.000101612247662918	0.00233708169624712	0	0.10340739737163	0.000474190489093619	0	0	0	0.000101612247662918	0	3.38707492209728e-05	0	6.77414984419455e-05	0.000135482996883891	0.00108386397507113	0.000304836742988755	0
"S158"	4	"D"	"Ftrad"	"D.Ftrad.46"	"K"	2016	3	5	24	2	"Mar"	"Mar2K"	0.03	"D.Ftrad.46"	977	0	0	0	9.44465432565168e-05	0	0	4.72232716282584e-05	0	0	0.000661125802795618	0	4.72232716282584e-05	0.00916131469588213	0	0	0	0	0	0.057565168114847	0	0.0022667170381564	0	0.000236116358141292	0	0.00972799395542123	0.664761994710994	4.72232716282584e-05	4.72232716282584e-05	0.00944465432565168	0.000519455987910842	0	0	0.00505289006422365	0	0	0	0.0143086513033623	0.000377786173026067	4.72232716282584e-05	0	0.000236116358141292	0	0	0.000141669814884775	0.00491122024933887	0	0	0	0	0.0389119758216849	0	0	4.72232716282584e-05	0	0	0	0	4.72232716282584e-05	0	0	0.0416509255761239	0.000472232716282584	0	0	4.72232716282584e-05	0	0	0	0.00887797506611258	0.0126558367963733	4.72232716282584e-05	0.00174726105024556	0	0.114091424253872	4.72232716282584e-05	0	0	0	4.72232716282584e-05	0	4.72232716282584e-05	0	0	0	0.00122780506233472	0.000330562901397809	0
"S159"	4	"D"	"Ftrad"	"D.Ftrad.47"	"K"	2016	3	5	24	2	"Mar"	"Mar2K"	0.03	"D.Ftrad.47"	977	0	3.10597589762703e-05	0	6.21195179525407e-05	0	0	0.000124239035905081	0	0	0.000559075661572866	0	0	0.00121133060007454	0	0	0	0	0	0.071002609019754	0	6.21195179525407e-05	0	9.3179276928811e-05	0	0.00133556963597962	0.581221269722947	0	6.21195179525407e-05	0.000621195179525407	0.000310597589762703	0	0	0.178283016523792	0	0.000186358553857622	0	0.00260901975400671	0.00965958504162008	3.10597589762703e-05	0	6.21195179525407e-05	0	0	0	0.00149086843086098	0	0	0	0	0.00633619083115915	0	0	0	0	0	0	0	0	0	0	0.0127345011802708	0.000155298794881352	0	0	0	0	0	0	0.0250341657348739	0.00279537830786433	0	0.000652254938501677	0	0.103025220524289	3.10597589762703e-05	0	0	0	0	0	0	0	6.21195179525407e-05	3.10597589762703e-05	3.10597589762703e-05	9.3179276928811e-05	0
"S16"	2	"B"	"Ftrad"	"B.Ftrad.4"	"W"	2015	1	3	15	1	"Jan"	"Jan1W"	0.03	"B.Ftrad.4"	977	0	0	0	0	0	0	0	0	0.00178810907465355	0.0563254358515869	0	0.0254805543138131	0.00491729995529727	0	0	0	0	0	0.0733124720607957	0	0.00581135449262405	0	0	0.00223513634331694	0.00536432722396066	0.254358515869468	0.00357621814930711	0	0.024139472507823	0.00491729995529727	0	0.00134108180599017	0.0469378632096558	0	0.00178810907465355	0	0.0205632543585159	0.0232454179704962	0	0	0.0120697362539115	0	0	0	0.0178810907465355	0	0	0	0	0.131426016987036	0.0786767992847564	0.0169870362092088	0	0	0	0	0	0	0	0	0.0210102816271793	0.00223513634331694	0	0	0.000447027268663388	0	0.000447027268663388	0.000894054537326777	0.0563254358515869	0.0116227089852481	0	0.0165400089405454	0	0.0652659812248547	0.00134108180599017	0	0	0.00357621814930711	0	0	0	0	0.00447027268663388	0.000447027268663388	0.00223513634331694	0	0
"S160"	4	"D"	"Ftrad"	"D.Ftrad.48"	"K"	2016	3	5	24	2	"Mar"	"Mar2K"	0.03	"D.Ftrad.48"	977	0	2.93910181048672e-05	0	7.34775452621679e-05	0	0	0.000102868563367035	0	1.46955090524336e-05	0.00189572066776393	0	5.87820362097343e-05	0.00245415001175641	0	0	0	0	1.46955090524336e-05	0.0441893957206678	0	0.000969903597460616	0	0.000146955090524336	0.000146955090524336	0.000867035034093581	0.504790735951093	0.000132259581471902	0.000132259581471902	0.0277304255819422	0.00110216317893252	5.87820362097343e-05	4.40865271573007e-05	0.00762696919821303	0	0.000117564072419469	0	0.0106983305901716	0.00221902186691747	4.40865271573007e-05	0	0.000249823653891371	0.000102868563367035	0	0	0.0224106513049612	0	0	0	1.46955090524336e-05	0.0738596284975312	1.46955090524336e-05	2.93910181048672e-05	0	4.40865271573007e-05	0	0	0	1.46955090524336e-05	4.40865271573007e-05	0	0.0308752645191629	0.000308605690101105	0	0	0.000117564072419469	0	0	0.00824418057841524	0.00551081589466259	0.0278332941453092	5.87820362097343e-05	0.000176346108629203	0	0.222313660945215	0.000132259581471902	1.46955090524336e-05	0	1.46955090524336e-05	8.81730543146015e-05	0	1.46955090524336e-05	0	0.000426169762520574	0.000117564072419469	0.000455560780625441	0.000852339525041148	0
"S161"	4	"D"	"Ftrad"	"D.Ftrad.49"	"S"	2016	3	5	24	2	"Mar"	"Mar2S"	0.03	"D.Ftrad.49"	977	0	0.00249559600704639	0	0.000440399295361127	0	0	0.000562732432961441	0	0	0.0443579956938736	0	0.000489332550401253	0.00146799765120376	0	0	0	0	0	0.037091407320415	0	0.00384126052064983	0	0	0	0.000366999412800939	0.166984732824427	0.00384126052064983	0.000244666275200626	0.00083186533568213	0.0024221961244862	4.89332550401253e-05	0.000342532785280877	0.00391466040321002	0	0.000611665688001566	0	0.0598943041691133	0.0115727148169896	0.000122333137600313	0	0.00303386181248777	0	0	0	0.052334116265414	0.000636132315521629	2.44666275200626e-05	0	0	0.312977099236641	0	0.000856331963202192	0.000146799765120376	0	0	0.000122333137600313	0	0	0	0	0.0557105108631826	0.000587199060481503	0	2.44666275200626e-05	0.000244666275200626	0	0	0.00188393031904482	0.00702192209825798	0.0310970835779996	4.89332550401253e-05	2.44666275200626e-05	0	0.17956057936974	0.000538265805441378	4.89332550401253e-05	0	0.000122333137600313	0.000122333137600313	0	0	0	0.000733998825601879	0.000342532785280877	0.00956645136034449	0.000244666275200626	0
"S162"	4	"D"	"Ftrad"	"D.Ftrad.50"	"S"	2016	3	5	24	2	"Mar"	"Mar2S"	0.03	"D.Ftrad.50"	977	0	0	0	3.64763815429509e-05	0	0.000109429144628853	3.64763815429509e-05	0	0	0.00634689038847346	0	0.000109429144628853	0.0473463432427503	3.64763815429509e-05	7.29527630859019e-05	0	0	0	0.134196607696517	0	0.00113076782783148	0	0	0.000291811052343608	0.0105051978843699	0.269086266642349	0.000328287433886558	0.00131314973554623	0.0239649826737188	0.00160496078788984	0.00299106328652198	7.29527630859019e-05	0.0737917198613898	0	0.000328287433886558	3.64763815429509e-05	0.0355279956228342	0.0259711836585811	7.29527630859019e-05	0	0.00218858289257706	0	0	0	0.0563924858654022	0	0	0	0	0.0846616815611891	0.00113076782783148	0.000328287433886558	0	0	0	0	0	0	0	0	0.0540579974466533	0.000437716578515411	0	0	0.000145905526171804	0	0	0.000218858289257706	0.00984862301659675	0.0239649826737188	0.000437716578515411	0.00762356374247675	0	0.11767280685756	0.00138610249863214	0	0	0	0.00266277585263542	0	0	0.000109429144628853	7.29527630859019e-05	0.000255334670800657	0.000547145723144264	0.000547145723144264	0
"S163"	5	"E"	"Ftrad"	"E.Ftrad.1"	"W"	2017	2	4	15	3	"Feb"	"Feb3W"	0.03	"E.Ftrad.1"	977	0	0	0	0.000825109739595366	0	0.000297039506254332	0	0	0	0.0051816891646589	0	0.000759100960427737	0.113634113337074	0	0	0	9.90131687514439e-05	3.30043895838146e-05	0.127462952572692	0	0.000594079012508664	0	0	3.30043895838146e-05	0.0155780718835605	0.345258919436285	0	0.000165021947919073	0.0380870655797221	3.30043895838146e-05	0.000231030727086703	9.9013168751444e-05	0.0116175451335028	0	0	0	0.00686491303343345	0.0119805934189247	0	0	0.000825109739595366	0	0	9.90131687514439e-05	0.00260734677712136	0	0	0	0	0.0314201788837915	0	0.000297039506254332	0	0	0	0	0	0	0	0	0.0161721508960692	0.000231030727086703	0	0	0.000132017558335259	0	0	0	0.0690781873989241	0.0225089936961616	0.000462061454173405	0.00283837750420806	0	0.16984058879831	0.000231030727086703	0	0	9.9013168751444e-05	0.000693092181260108	0	0	0	0	0.000462061454173405	0.00049506584375722	0.00267335555628899	0
"S164"	5	"E"	"Ftrad"	"E.Ftrad.2"	"W"	2017	2	4	15	3	"Feb"	"Feb3W"	0.03	"E.Ftrad.2"	977	0	0	0.00299140650494942	0	0	0	0.00038072446426629	0	0	0.00965408462960949	0	0.000761448928532579	0.0146850864788426	0	0	0	0	0	0.105406287392581	0	0.00168606548460785	0	8.15838137713478e-05	0	0.00138692483411291	0.556020885456325	0.000489502882628087	0.000163167627542696	0.0336941150875666	0	0.000217556836723594	0.00035352985967584	0.00290982269117807	0	0	5.43892091808985e-05	0.0124279342978353	0.000163167627542696	8.15838137713478e-05	0	0.0019308169259219	0.00035352985967584	0	0	0.00445991515283368	0	0	0	0	0.000843032742303927	0	0.00304579571413032	0	0	0	0	0	0	0	0	0.0140868051778527	0	0	0	2.71946045904493e-05	0	0	0.00203959534428369	0.0993690851735016	0.00685304035679321	0	0	0	0.118323724573045	0.000299140650494942	5.43892091808985e-05	0	0.000163167627542696	0	0	0	0	0	0.000135973022952246	0.00410638529315784	0.000244751441314043	5.43892091808985e-05
"S165"	5	"E"	"Ftrad"	"E.Ftrad.3"	"W"	2017	2	4	15	3	"Feb"	"Feb3W"	0.03	"E.Ftrad.3"	977	0	0	0	0	0	0.000295609068376651	0	0	0	0.000341087386588444	0	6.82174773176888e-05	0.0215567228323897	2.27391591058963e-05	0	0	0	0	0.0996202560429315	0	0.00104600131887123	0	0.00018191327284717	0	0.00163721945562453	0.598676580940037	0	0.000341087386588444	0.0133478863951611	0	2.27391591058963e-05	6.82174773176888e-05	0.00779953157332242	0	0	4.54783182117925e-05	0.00238761170611911	0.00118243627350661	0	0	0.000636696454965095	2.27391591058963e-05	0	0	0.0384291788889647	0	0	0	0	0.00177365441025991	0	0.000159174113741274	0	0	0	0	0	0	0	0	0.00843622802828751	0	0	0	2.27391591058963e-05	0	0	2.27391591058963e-05	0.071014393887714	0.00357004797962571	0	0.000227391591058963	0	0.124928940127794	0.000227391591058963	0	0	6.82174773176888e-05	6.82174773176888e-05	0	2.27391591058963e-05	0	2.27391591058963e-05	4.54783182117925e-05	0.000682174773176888	0.000977783841553539	0
"S166"	5	"E"	"Ftrad"	"E.Ftrad.4"	"W"	2017	2	4	15	3	"Feb"	"Feb3W"	0.03	"E.Ftrad.4"	977	0	0	0	0	0	0	0.000102920365367297	0	0	0.00843946996011836	0	0.000385951370127364	0.019760710150521	0	0	0	0	0.000154380548050946	0.0991380419400489	0	0.00054033191817831	0	0.000514601826836485	0	0.000694712466229255	0.168737939019684	0.00036022127878554	0.000102920365367297	0.0599511128264505	0	5.14601826836485e-05	0.000411681461469188	0.41762511256915	0	0	5.14601826836485e-05	0.00558342982117587	0.00226424803808054	0	2.57300913418243e-05	0.000977743470989322	0.000102920365367297	0	0	0.0277370384664866	0	0	0	0	0.0103692268107552	0	0.000746172648912904	0	0	0	0	0	0	5.14601826836485e-05	0	0.00831081950340924	0	0	0	2.57300913418243e-05	0	0	0	0.0421458896179081	0.0457481024057635	7.71902740254728e-05	0.000771902740254728	0	0.0765984819246108	0.00018011063939277	2.57300913418243e-05	0	0.000128650456709121	0	0	0	2.57300913418243e-05	0.00036022127878554	2.57300913418243e-05	0.000514601826836485	0.00018011063939277	0
"S167"	5	"E"	"Ftrad"	"E.Ftrad.5"	"C"	2017	2	4	15	3	"Feb"	"Feb3C"	0.03	"E.Ftrad.5"	977	0	0	0	9.30648103339165e-05	0	0	0	0	0	0.00733350705431262	0	0.00016751665860105	0.0375423444887019	0	0	0	0	0	0.102966906153445	0	0.000241968506868183	0	0	0	0.000595614786137066	0.682239511595875	7.44518482671332e-05	0	0.0126940401295462	0	1.86129620667833e-05	0.000204742582734616	0.00104232587573987	0	1.86129620667833e-05	0.000148903696534266	0.00241968506868183	0.0002233555448014	0	1.86129620667833e-05	0.000632840710270632	0	0	0	0.00299668689275211	0	0	0	0	0.0026802665376168	0	0.000316420355135316	0	0	0	0	0	7.44518482671332e-05	0	0	0.00474630532702974	0.000148903696534266	0	0	3.72259241335666e-05	0	0	0.00016751665860105	0.026113985779697	0.0415627442951271	0	0.000744518482671332	0	0.0680489893161598	0.000390872203402449	0.00016751665860105	0	7.44518482671332e-05	5.58388862003499e-05	0	7.44518482671332e-05	0	0	0.000186129620667833	0.00236384618248148	0.000372259241335666	0
"S168"	5	"E"	"Ftrad"	"E.Ftrad.6"	"C"	2017	2	4	15	3	"Feb"	"Feb3C"	0.03	"E.Ftrad.6"	977	0	0	0	0	0	0	0	0	0	0.0105561638451388	0	0.000421123557651815	0.059013447878941	0	0	0	0	5.61498076869087e-05	0.0860215053763441	0	0.00109492124989472	0	0	0	0.000533423173025632	0.615879165613858	0.000364973749964906	5.61498076869087e-05	0.0319773154776945	0	5.61498076869087e-05	0.000393048653808361	0.00157219461523344	0	0	0	0.00665375221089868	0.000112299615373817	0	0	0.00084224711530363	0.00123529576911199	0	0	0.00763637384541958	0	0	0	0	0.00103877144220781	0	0	0	5.61498076869087e-05	0	0.000561498076869087	0	5.61498076869087e-05	0	0	0.0187540357674275	0.000168449423060726	0	0	0.000364973749964906	0	0	0.00019652432690418	0.0272045818243072	0.0252674134591089	5.61498076869087e-05	0	0	0.0991044105673938	0.000758022403773267	8.4224711530363e-05	0	0.000280749038434543	2.80749038434543e-05	2.80749038434543e-05	0	0	0	5.61498076869087e-05	0.00115107105758163	0.000308823942277998	0
"S169"	5	"E"	"Ftrad"	"E.Ftrad.7"	"C"	2017	2	4	15	3	"Feb"	"Feb3C"	0.03	"E.Ftrad.7"	977	0	0	0	3.70329222678962e-05	0	0	0	0	0	0.0111283931415028	0	0.000648076139688183	0.0118135022034589	0	0	0	0	0	0.0661778320927304	0	0.00240713994741325	0	9.25823056697404e-05	0	0.000685109061956079	0.612728215383476	0.000185164611339481	0.000129615227937637	0.0116838869755212	0	0	0.000499944450616598	0.00320334777617302	0	3.70329222678962e-05	7.40658445357923e-05	0.00805466059326742	5.55493834018442e-05	0	0	0.000629559678554235	0	0	0	0.00279598563122616	0	0	0	0	0.147131800170351	0	0	0	0	0	0	0	0	0	0	0.0138317964670592	0	0	0	0.000555493834018442	0	0	0.000796207828759767	0.0190164055845647	0.00612894863533681	7.40658445357923e-05	0.00379587453245936	0	0.0746398548309447	0.000185164611339481	3.70329222678962e-05	0	0.000240713994741325	0	0	0	0	0	0.000129615227937637	0.000314779839277117	5.55493834018442e-05	0
"S170"	5	"E"	"Ftrad"	"E.Ftrad.8"	"C"	2017	2	4	15	3	"Feb"	"Feb3C"	0.03	"E.Ftrad.8"	977	0	0	0	0.000255956813104989	0	0	0	0.00160554728220402	0	0.00919117647058824	0	0.000116344005956813	0.0114715189873418	0	0	0	6.98064035740879e-05	0	0.05293652271035	0	0.00044210722263589	0	9.30752047654505e-05	0	0.00127978406552494	0.630561243484736	0	0	0.0285275502606106	0	0	0.00120997766195086	0.0105640357408786	0	0	0.000139612807148176	0.0104011541325391	0.00255956813104989	0.000628257632166791	6.98064035740879e-05	0.000372300819061802	0	0	0	0.00390915860014892	0	0	0	0	0.000814408041697692	0	0.000139612807148176	0	0	0	0	0	0	0	0	0.00311801935964259	0.000372300819061802	0	0	0	0	0	0.00202438570364855	0.116274199553239	0.0107269173492182	6.98064035740879e-05	6.98064035740879e-05	2.32688011913626e-05	0.0970541697691735	0.000279225614296351	6.98064035740879e-05	0	0.00044210722263589	0	0	0	0	0	9.30752047654505e-05	0.000581720029784065	0.000674795234549516	0.000767870439314966
"S171"	5	"E"	"Ftrad"	"E.Ftrad.9"	"K"	2017	2	4	15	3	"Feb"	"Feb3K"	0.03	"E.Ftrad.9"	977	0	0	0	2.34022138494302e-05	0	0.000538250918536894	0	0	0	0.00753551285951651	0	0.000585055346235754	0.0181835201610072	0	7.02066415482905e-05	0	0	0	0.0881561395708034	0	0.00711427301022677	0	0	0	0.000795675270880625	0.572652172895556	0	2.34022138494302e-05	0.00732489293487164	0	0	0.000163815496946011	0.00301888558657649	0	0	4.68044276988603e-05	0.00926727668437434	0.00334651658046851	0.000163815496946011	0	0.000397837635440313	0.000234022138494302	0	0	0.0192132175703822	0	0	0	0	0.051250848330252	0	7.02066415482905e-05	0	0	0	0	0	0	0	0	0.008377992558096	0.000210619924644871	0	0	0.000304228780042592	0	0	0	0.0275678079146287	0.0684982799372821	0.000257424352343732	9.36088553977206e-05	0	0.103344176359084	0	0	0	0.000397837635440313	2.34022138494302e-05	0	0	0	0	0.000280826566193162	0.000444642063139173	2.34022138494302e-05	0
"S172"	5	"E"	"Ftrad"	"E.Ftrad.10"	"K"	2017	2	4	15	3	"Feb"	"Feb3K"	0.03	"E.Ftrad.10"	977	0	0	0	0	0	0.000698207932972038	0	0	0	0.0171892143498354	0	0.000531967948931077	0.0308873890348107	0	0	0	0	0	0.0905342953087077	0	0.000166239984040962	0	0	0	0.00265983974465538	0.480865777836885	0.000797951923396615	0.000565215945739269	0.0154270705190012	0	0	0.00126342387871131	0.00369052764570935	0	0	0	0.0234730857465838	0.000897695913821192	0	0	0.000232735977657346	0	0	0	0.0159257904711241	0	0	0	0	0.0126009907903049	0	0.000132991987232769	0	0	0	0.00186188782125877	0	0	0.000332479968081923	0	0.00851148718289723	0	0	0	0.000365727964890115	0	0	3.32479968081923e-05	0.123483060145626	0.0396648601921734	0.000132991987232769	0.002593343751039	0	0.121621172324367	0.00132991987232769	0	0.000166239984040962	0.0004322239585065	0.000166239984040962	0	0	0	0	6.64959936163846e-05	0.000465471955314692	0.000232735977657346	0
"S173"	5	"E"	"Ftrad"	"E.Ftrad.11"	"K"	2017	2	4	15	3	"Feb"	"Feb3K"	0.03	"E.Ftrad.11"	977	0	0	0	0	0	0	3.62555289681676e-05	0	0	0.0036980639547531	0	0.000253788702777173	0.0182727865999565	0	3.62555289681676e-05	0	0	0	0.0869770139946342	0	0.00105141034007686	0	0	0	0.000797621637299688	0.408019723007759	0	0.000217533173809006	0.00203030962221739	0	3.62555289681676e-05	0.000108766586904503	0.017293887317816	3.62555289681676e-05	0	0	0.0101515481110869	0.00413313030237111	0.000108766586904503	0	0.000435066347618012	7.25110579363353e-05	0	0	0.00804872743093322	0.000181277644840838	0.000362555289681676	0	0	0.00623595098252483	0	3.62555289681676e-05	0	0	0	0	0	0	3.62555289681676e-05	0	0.00518454064244797	0	0	0	7.25110579363353e-05	0	0	0	0.0389746936407802	0.0353853962729316	0	0.00427815241824378	0	0.34508012471902	0.00177652091944021	0.000145022115872671	0	0.000108766586904503	0	0	0	0	0	0	0.000145022115872671	0.000181277644840838	0
"S175"	5	"E"	"Ftrad"	"E.Ftrad.13"	"S"	2017	2	4	15	3	"Feb"	"Feb3S"	0.03	"E.Ftrad.13"	977	0	0	0	0.000943396226415094	0	0	0	0	0	0.00598251265531523	0	9.2038656235619e-05	0.0129314312011045	0	0	0	0	0	0.200828347906121	0	0.00446387482742752	0	0	0	0.00471698113207547	0.382328578002761	0	0.0058214450069029	0.00172572480441786	0.000506212609295904	0	0.000782328578002761	0.0979291302346986	0	0	9.2038656235619e-05	0.00694891854578923	0.0106074551311551	0	0	0.000736309249884952	4.60193281178095e-05	0	2.30096640589047e-05	0.0640819144040497	0	0	2.30096640589047e-05	0	0.00140358950759319	0	0.000529222273354809	0	0	0.000598251265531523	0	0	0	0	0	0.0171882190520018	0.000161067648412333	0	0	0	0	0	0	0.109433962264151	0.00464795213989876	0	0.000184077312471238	0	0.0436953520478601	0.000667280257708237	6.90289921767142e-05	0	0.000552231937413714	0	0	0	0	0	0.00161067648412333	0.0174413253566498	0.000207086976530143	0
"S176"	5	"E"	"Ftrad"	"E.Ftrad.14"	"S"	2017	2	4	15	3	"Feb"	"Feb3S"	0.03	"E.Ftrad.14"	977	0	0	0	6.55436848659632e-05	0	0	0	0	0	0.00386707740709183	0	0.000109239474776605	0.00284022634419174	0	0	0	2.18478949553211e-05	4.36957899106421e-05	0.0269603023748662	0	0.000458805794061742	0	2.18478949553211e-05	0	0.000327718424329816	0.818443992921282	0.000131087369731926	0.000349566319285137	0.000808372113346879	0	2.18478949553211e-05	2.18478949553211e-05	0.0136549343470757	0	0	0	0.00504686373467916	0.00227218107535339	0	0	0.000327718424329816	2.18478949553211e-05	0	0	0.0525223394725918	0	0	2.18478949553211e-05	0	0.00061174105874899	0	2.18478949553211e-05	2.18478949553211e-05	0	0	2.18478949553211e-05	0	0	0	0	0.00502501583972384	0	0	2.18478949553211e-05	0	2.18478949553211e-05	0	0	0.0288829171309344	0.0040418605667344	6.55436848659632e-05	0.000458805794061742	0	0.0313080334709751	0.0004151100041511	0	0	0.000131087369731926	0	0	0	0	0	2.18478949553211e-05	0.000305870529374495	0.000262174739463853	0
"S177"	5	"E"	"Ftrad"	"E.Ftrad.15"	"S"	2017	2	4	15	3	"Feb"	"Feb3S"	0.03	"E.Ftrad.15"	977	0	0	0	6.63680106188817e-05	0	0	0	0	0	0.000630496100879376	0	3.31840053094408e-05	0.00336817653890825	0	1.65920026547204e-05	1.65920026547204e-05	0	0	0.148581383773021	0	0.00144350423096068	0	0	1.65920026547204e-05	0.000431392069022731	0.7732868757259	0	4.97760079641613e-05	0.000530944084951054	0	0	9.95520159283226e-05	0.000165920026547204	0	0	0	0.00220673635307782	0.000116144018583043	4.97760079641613e-05	0	9.95520159283225e-05	0	0	0	0.00102870416459267	1.65920026547204e-05	0	0	0	0.000199104031856645	0	0	4.97760079641613e-05	0	0	1.65920026547204e-05	0	0	0	0	0.0062551850008296	0	0	1.65920026547204e-05	6.63680106188817e-05	0	0	8.29600132736021e-05	0.0154637464741994	0.00695204911232786	6.63680106188817e-05	0.000464576074332172	0	0.0365521818483491	6.63680106188817e-05	0	0	3.31840053094408e-05	0	0	0	0	0	0	0.000514352082296333	0.000945744151319064	0
"S178"	5	"E"	"Ftrad"	"E.Ftrad.16"	"S"	2017	2	4	15	3	"Feb"	"Feb3S"	0.03	"E.Ftrad.16"	977	0	0	0.000104668201800293	0	0	0	0	0	0	0.00193636173330542	0	0.00015700230270044	0.00465773498011304	0	0	0	0	0	0.133870630102575	0	0.000287837554950806	0	0.000497173958551392	0	0.000575675109901612	0.671132509943479	0.000575675109901612	0.000314004605400879	0.00128218547205359	0	0.00120368432070337	0.00253820389365711	0.000837345614402345	0	0.000261670504500733	0	0.00395122461796106	0.00960330751517689	2.61670504500733e-05	2.61670504500733e-05	0.00219803223780615	0.000523341009001465	0	0	0.00633242620891773	0	0	0	0	0.000235503454050659	0	0.000261670504500733	2.61670504500733e-05	0	0	0	0	0	0	0	0.0052857441909148	0.000130835252250366	0	0	0.000235503454050659	0	0	5.23341009001465e-05	0.033572325727444	0.00769311283232154	0	2.61670504500733e-05	0	0.109247435629056	0	2.61670504500733e-05	0	7.85011513502198e-05	0	0	0	0	0	5.23341009001465e-05	0.000130835252250366	5.23341009001465e-05	0
"S179"	5	"E"	"Ftrad"	"E.Ftrad.17"	"W"	2015	3	5	4	1	"Mar"	"Mar1W"	0.03	"E.Ftrad.17"	977	0	0	0	0	0	0	0	0.00142340961348954	0	0.00722654111463922	0	0.000218986094383007	0.015657505748385	0	0	0.000109493047191503	0	0	0.102594985218439	0	0.0032847914157451	0	0.00032847914157451	0	0.00109493047191503	0.334501259170043	0.000547465235957517	0.000218986094383007	0.0788349939778824	0.000875944377532027	0.000109493047191503	0.00295631227417059	0.0187233110697471	0	0.000437972188766013	0	0.0501478156137085	0.000547465235957517	0.000437972188766013	0	0.00350377751012811	0	0	0	0.0202562137304281	0	0	0	0.000109493047191503	0.0336143654877915	0	0	0	0	0	0	0	0	0.00065695828314902	0	0.0816818132048615	0.00361327055731961	0	0.000218986094383007	0.00109493047191503	0	0	0.0198182415416621	0.0146720683236614	0.00164239570787255	0.000547465235957517	0	0	0.196211540567174	0.00098543742472353	0	0	0.000547465235957517	0	0	0	0	0	0	0.00032847914157451	0.000218986094383007	0
