"Replicate"	"Flowcell"	"Run"	"Locus"	"X.SampleID"	"Ecotype"	"Year"	"mon"	"Day"	"Experiment"	"Month"	"Combi"	"label"	"Group"	"numBacV5_Otu_s"	"reads"	"c__ABS-6_unclassified"	"c__Acidobacteria-5_unclassified"	"c__Actinobacteria_unclassified"	"c__Alphaproteobacteria_unclassified"	"c__Bacilli_unclassified"	"c__Betaproteobacteria_unclassified"	"c__C0119_unclassified"	"c__Chloroflexi_unclassified"	"c__Deltaproteobacteria_unclassified"	"c__Gammaproteobacteria_unclassified"	"c__Gemm-1_unclassified"	"c__Gemm-3_unclassified"	"c__Gemmatimonadetes_unclassified"	"c__ML635J-21_unclassified"	"c__OPB56_unclassified"	"c__PAUC37f_unclassified"	"c__Pla4_unclassified"	"c__RB25_unclassified"	"c__S085_unclassified"	"c__SJA-28_unclassified"	"c__SJA-4_unclassified"	"c__Thermoleophilia_unclassified"	"c__TK10_unclassified"	"c__TK17_unclassified"	"c__TM7-3_unclassified"	"k__Bacteria_unclassified"	"o__[Chthoniobacterales]"	"o__[Entotheonellales]"	"o__[Fimbriimonadales]"	"o__[Pedosphaerales]"	"o__[Roseiflexales]"	"o__[Saprospirales]"	"o__0319-7L14"	"o__258ds10"	"o__A21b"	"o__Acidimicrobiales"	"o__Acidobacteriales"	"o__Actinomycetales"	"o__Aeromonadales"	"o__AKIW781"	"o__AKYG885"	"o__Alteromonadales"	"o__Armatimonadales"	"o__B07_WMSP1"	"o__Bacillales"	"o__Bacteroidales"	"o__Bdellovibrionales"	"o__Burkholderiales"	"o__Cardiobacteriales"	"o__Caulobacterales"	"o__Chlamydiales"	"o__Chloroflexales"	"o__Clostridiales"	"o__Cytophagales"	"o__Deinococcales"	"o__Desulfuromonadales"	"o__DH61"	"o__DS-18"	"o__Ellin329"	"o__Ellin5290"	"o__Ellin6067"	"o__Ellin6513"	"o__Enterobacteriales"	"o__Flavobacteriales"	"o__Fusobacteriales"	"o__Gaiellales"	"o__Gallionellales"	"o__Gemellales"	"o__Gemmatimonadales"	"o__Herpetosiphonales"	"o__HTCC2188"	"o__IS-44"	"o__JG30-KF-AS9"	"o__KD8-87"	"o__Lactobacillales"	"o__Legionellales"	"o__Methylococcales"	"o__Methylophilales"	"o__Micrococcales"	"o__MIZ46"	"o__MND1"	"o__Myxococcales"	"o__N1423WL"	"o__NB1-j"	"o__Neisseriales"	"o__Nitrosomonadales"	"o__Nitrospirales"	"o__p04_C01"	"o__Pasteurellales"	"o__Phycisphaerales"	"o__Pseudomonadales"	"o__Rhizobiales"	"o__Rhodobacterales"	"o__Rhodocyclales"	"o__Rhodospirillales"	"o__Rickettsiales"	"o__Rubrobacterales"	"o__SBla14"	"o__SC-I-84"	"o__SHA-20"	"o__SJA-15"	"o__Solibacterales"	"o__Solirubrobacterales"	"o__Sphingobacteriales"	"o__Sphingomonadales"	"o__Spirobacillales"	"o__Sva0725"	"o__Syntrophobacterales"	"o__Thiotrichales"	"o__Xanthomonadales"	"p__Actinobacteria_unclassified"	"p__Bacteroidetes_unclassified"	"p__Chlorobi_unclassified"	"p__Chloroflexi_unclassified"	"p__FBP_unclassified"	"p__Proteobacteria_unclassified"
"S228"	6	"F"	"BacV5"	"F.BacV5.18"	"W"	2017	1	15	3	"Jan"	"Jan3W"	0.03	"F.BacV5.18"	1926	9894	0	0.000303214069132808	0	0.000707499494643218	0	0.00101071356377603	0.000505356781888013	0.00485142510612492	0	0.00121285627653123	0.00212249848392965	0	0.00121285627653123	0	0	0	0	0.00040428542551041	0.000606428138265616	0	0	0.000202142712755205	0	0	0	0.00303214069132808	0	0.000101071356377603	0.000303214069132808	0.000606428138265616	0.00454821103699212	0	0.00262785526581767	0	0.000707499494643218	0.00444713968061451	0.00131392763290883	0.110572063877097	0	0	0.00121285627653123	0	0	0.00121285627653123	0.437436830402264	0	0.000909642207398423	0.17455023246412	0	0.00323428340408328	0.00040428542551041	0	0.00505356781888013	0.000505356781888013	0.000606428138265616	0.000202142712755205	0	0	0.000303214069132808	0.000101071356377603	0.00121285627653123	0.00040428542551041	0.00141499898928644	0.00434606832423691	0	0.00626642409541136	0	0	0.00282999797857287	0	0	0.000101071356377603	0.000202142712755205	0.000101071356377603	0.00192035577117445	0	0	0.01475641803113	0	0.000202142712755205	0.000505356781888013	0.00444713968061451	0.000101071356377603	0	0	0.00131392763290883	0.00101071356377603	0	0.000202142712755205	0	0.0774206589852436	0.0349706893066505	0.00252678390944006	0	0.00363856882959369	0.00131392763290883	0	0	0.00333535476046089	0	0	0.00232464119668486	0.0115221346270467	0	0.0419446128967051	0.000606428138265616	0	0.00101071356377603	0.000202142712755205	0.00677178087729937	0.00212249848392965	0	0.000303214069132808	0.00151607034566404	0	0
"S229"	6	"F"	"BacV5"	"F.BacV5.19"	"W"	2017	1	15	3	"Jan"	"Jan3W"	0.03	"F.BacV5.19"	1926	14119	0	7.08265457893619e-05	0	0.000212479637368086	0	0.000141653091578724	0.000495785820525533	0	0.000212479637368086	0.000920745095261704	0.000424959274736171	0	0.000566612366314895	0	0	0	7.08265457893619e-05	0	0.000849918549472342	0	0	7.08265457893619e-05	0.000424959274736171	0	0	0.000920745095261704	0	0	7.08265457893619e-05	0.000566612366314895	0.00254975564841703	0	0.000424959274736171	0	7.08265457893619e-05	0.0038954600184149	0.00134570436999788	0.140236560662936	0	0	0.00403711310999363	0.000141653091578724	7.08265457893619e-05	0	0.272682201289043	0.000283306183157447	7.08265457893619e-05	0.120192648204547	0	0.000991571641051066	0	0.000141653091578724	0.00212479637368086	0.000141653091578724	0.000354132728946809	7.08265457893619e-05	0	0	0.000283306183157447	0.000212479637368086	0.000141653091578724	0.000354132728946809	0.00127487782420851	0.0059494298463064	0	0.00807422621998725	0	0	0.000920745095261704	0	0.000141653091578724	0	0	7.08265457893619e-05	0.000637438912104257	0	0	0.00403711310999363	0	0	0.00106239818684043	0.00559529711735959	0.000283306183157447	0	0	0.000354132728946809	0.000141653091578724	0	0.000141653091578724	0	0.0524116438841278	0.125221332955592	0.000920745095261704	0	0.00247892910262766	7.08265457893619e-05	0	0	0.00361215383525745	0	0	0.00077909200368298	0.0160776258941851	0	0.205467809334939	0.000141653091578724	7.08265457893619e-05	0.000283306183157447	0.000212479637368086	0.00474537856788724	0.00162901055315532	0	0	0.000354132728946809	0	0
"S23"	2	"B"	"BacV5"	"B.BacV5.11"	"K"	2015	1	15	1	"Jan"	"Jan1K"	0.03	"B.BacV5.11"	1926	6814	0	0	0.000146756677428823	0.000146756677428823	0	0	0.000146756677428823	0.000440270032286469	0	0.000587026709715292	0.00117405341943058	0	0	0	0	0	0.000587026709715292	0	0	0	0	0	0	0	0	0.00102729674200176	0	0	0	0.000146756677428823	0.00513648371000881	0	0.000880540064572938	0.000146756677428823	0.000440270032286469	0.00249486351628999	0	0.0705899618432639	0	0	0.000146756677428823	0.000440270032286469	0	0.000146756677428823	0.00410918696800704	0	0.000733783387144115	0.0449075432932198	0	0.0019078368065747	0.000146756677428823	0.000293513354857646	0.000293513354857646	0.000440270032286469	0.000587026709715292	0	0	0.000146756677428823	0	0	0	0	0.000146756677428823	0.00366891693572058	0	0.0038156736131494	0	0	0.000440270032286469	0.000293513354857646	0.000146756677428823	0	0	0	0.000146756677428823	0	0	0.00176108012914588	0	0.000293513354857646	0.000146756677428823	0.00601702377458174	0.000293513354857646	0.000146756677428823	0	0.000146756677428823	0.000146756677428823	0	0	0	0.000733783387144115	0.720281772820663	0.00264162019371881	0	0.00117405341943058	0	0	0	0.000293513354857646	0	0	0.000293513354857646	0.0111535074845905	0.000440270032286469	0.103023187555034	0.000146756677428823	0	0.000587026709715292	0.000146756677428823	0.00176108012914588	0.00102729674200176	0.000146756677428823	0	0	0.000146756677428823	0
"S230"	6	"F"	"BacV5"	"F.BacV5.20"	"W"	2017	1	15	3	"Jan"	"Jan3W"	0.03	"F.BacV5.20"	1926	6081	0	0.000164446637066272	0	0	0	0.00082223318533136	0	0	0	0.00246669955599408	0.00131557309653018	0	0.000657786548265088	0	0	0	0	0	0	0	0	0	0.000328893274132544	0	0	0.000986679822397632	0	0	0	0.000328893274132544	0.00246669955599408	0	0.00148001973359645	0	0.0011511264594639	0.00378227265252426	0.00082223318533136	0.204407169873376	0	0	0.00164446637066272	0.00197335964479526	0	0.000657786548265088	0.281039302746259	0.00148001973359645	0.000164446637066272	0.143397467521789	0	0.000328893274132544	0.000164446637066272	0	0.0041111659266568	0.00131557309653018	0.00148001973359645	0.000328893274132544	0	0	0	0.00230225291892781	0	0	0.000986679822397632	0.0166091103436935	0	0.00444005920078934	0.000328893274132544	0.000164446637066272	0.000328893274132544	0	0	0	0	0	0.00148001973359645	0	0	0.0111823713205065	0	0.000164446637066272	0.000328893274132544	0.010853478046374	0.000164446637066272	0	0	0.00131557309653018	0.000493339911198816	0.000164446637066272	0	0	0.0814010853478046	0.0490050978457491	0.00180891300772899	0	0.00279559283012662	0.000164446637066272	0	0	0.00378227265252426	0	0	0.00180891300772899	0.0167735569807597	0	0.121361618154909	0.00082223318533136	0	0.000164446637066272	0	0.00855122512744614	0.000164446637066272	0.000493339911198816	0	0	0.000164446637066272	0.000164446637066272
"S231"	6	"F"	"BacV5"	"F.BacV5.21"	"C"	2015	1	15	1	"Jan"	"Jan1C"	0.03	"F.BacV5.21"	1926	8778	0	0.000113921166552745	0.000113921166552745	0	0	0.00113921166552745	0.000569605832763727	0	0	0.000113921166552745	0.000911369332421964	0	0.000569605832763727	0	0	0	0	0	0.000341763499658237	0.000341763499658237	0	0.000683526999316473	0	0	0	0.000683526999316473	0	0	0	0.000569605832763727	0.00318979266347687	0	0.000797448165869219	0	0	0.00569605832763727	0.000341763499658236	0.226361357940305	0	0	0.00148097516518569	0	0	0.000455684666210982	0.268967874231032	0.000455684666210982	0.00193665983139667	0.112554112554113	0	0.0025062656641604	0.000341763499658236	0	0.00353155616313511	0.000911369332421964	0.000797448165869219	0.000113921166552745	0	0	0.000113921166552745	0.000683526999316473	0.000227842333105491	0.000113921166552745	0	0.00444292549555707	0	0.00934153565732513	0	0	0.00102529049897471	0	0	0	0.000341763499658237	0	0.00102529049897471	0	0	0.0104807473228526	0	0.000113921166552745	0.000227842333105491	0.0150375939849624	0.000113921166552745	0.000113921166552745	0	0	0.000569605832763727	0	0.000113921166552745	0.000113921166552745	0.0497835497835498	0.130211893369788	0.0012531328320802	0	0.00637958532695375	0	0	0	0.00148097516518569	0	0	0.000569605832763727	0.0157211209842789	0	0.103554340396446	0.00193665983139667	0.000683526999316473	0.000797448165869219	0.000341763499658237	0.00410116199589884	0.00170881749829118	0	0	0	0.000113921166552745	0.000569605832763727
"S232"	6	"F"	"BacV5"	"F.BacV5.22"	"C"	2017	1	15	3	"Jan"	"Jan3C"	0.03	"F.BacV5.22"	1926	13996	0	0	0	0.00335810231494713	0	0.00121463275221492	0.0010002857959417	0	0	0.00214346956273221	0.0041440411546156	0.000928836810517291	0.000643040868819663	0	0	0	0	0	0	0	0	0.000571591883395256	0	0	0	0.00071448985424407	7.1448985424407e-05	0	0	0.000285795941697628	0.00657330665904544	0	0.00221491854815662	0	0	0.00593026579022578	0.00164332666476136	0.114318376679051	0	0	0.00071448985424407	0	0.000357244927122035	0.00264361246070306	0.369534152615033	0.00071448985424407	0	0.218276650471563	0	0.00364389825664476	0.00178622463561017	0	0.00257216347527865	0.00121463275221492	0.000928836810517291	0.0010717347813661	0	0.00114318376679051	0.00164332666476136	0.0010002857959417	0	0	0.00228636753358102	0.00843098028008002	0	0.00728779651328951	0	0.0010002857959417	0.0010002857959417	0	0	0	0	0	0.0020720205773078	0	0	0.00342955130037153	0.000285795941697628	0	0	0.00350100028579594	0.000357244927122035	0	0.000214346956273221	0.00478708202343527	0.000357244927122035	0	0.000285795941697628	0	0.0745927407830809	0.0553729637039154	0.000142897970848814	0	0.00778793941126036	7.1448985424407e-05	0	0	0.00271506144612747	0	0	0.00128608173763933	0.0143612460703058	0.00321520434409831	0.039154044012575	0	0.000214346956273221	0.00071448985424407	0	0.0104315518719634	0.0010002857959417	0	0	0	0	0.000643040868819663
"S234"	6	"F"	"BacV5"	"F.BacV5.24"	"C"	2017	1	15	3	"Jan"	"Jan3C"	0.03	"F.BacV5.24"	1926	5618	0	0	0	0.000355998576005696	0	0.000533997864008544	0.000533997864008544	0	0	0.00213599145603418	0.000177999288002848	0	0.000711997152011392	0	0	0	0.000533997864008544	0	0.000355998576005696	0	0.000177999288002848	0	0	0	0	0.00249199003203987	0	0	0	0.000177999288002848	0.00747597009611962	0	0.00124599501601994	0	0	0.00355998576005696	0.000177999288002848	0.168031327874688	0	0.000355998576005696	0.00160199359202563	0	0.000177999288002848	0	0.284442862228551	0.000533997864008544	0.000711997152011392	0.227839088643645	0	0.00427198291206835	0	0.000533997864008544	0.00213599145603418	0.000177999288002848	0.00836596653613386	0	0	0	0	0.000177999288002848	0	0	0.00231399074403702	0.00391598433606266	0	0.00765396938412246	0	0	0.00160199359202563	0	0	0	0	0	0.00088999644001424	0	0	0.0092559629761481	0.000177999288002848	0	0.000711997152011392	0.0204699181203275	0	0	0	0.000711997152011392	0.00195799216803133	0	0	0	0.0542897828408686	0.0557137771448914	0.00249199003203987	0	0.00373798504805981	0.000177999288002848	0	0	0.00213599145603418	0	0	0.00142399430402278	0.0277678889284443	0.000177999288002848	0.0590957636169455	0.00978996084015664	0	0.000177999288002848	0.000355998576005696	0.00961196155215379	0.00160199359202563	0.000177999288002848	0	0.00160199359202563	0	0
"S235"	6	"F"	"BacV5"	"F.BacV5.25"	"K"	2017	1	15	3	"Jan"	"Jan3K"	0.03	"F.BacV5.25"	1926	15739	0	0.000190609314441832	0.000190609314441832	0.00076243725776733	0.00025414575258911	0.00101658301035644	0.00114365588665099	0.00025414575258911	0	0.000635364381472775	0.00076243725776733	0	0.00108011944850372	0	0	0	0.00025414575258911	0	0.00025414575258911	0	0	0.000190609314441832	0	0	0	0.00146133807738738	0	0	0	0.00114365588665099	0.00432047779401487	0	0.000889510134061884	0	0.000190609314441832	0.00387572272698393	0.000889510134061884	0.182413113920834	0	0.000127072876294555	0.00120719232479827	0	0.000444755067030942	6.35364381472775e-05	0.130313234640066	0	0.00171548382997649	0.246140161382553	0	0.00355804053624754	0.00101658301035644	0	0.00235084821144927	0.000381218628883665	0.00349450409810026	0.000381218628883665	0	0	0	6.35364381472775e-05	0.000127072876294555	6.35364381472775e-05	0.00101658301035644	0.00374864985068937	0	0.00622657093843319	0	6.35364381472775e-05	0.00298621259292204	0	0.000190609314441832	0	0	0	0.000635364381472775	0	0	0.0116907046190991	0	0.00050829150517822	0	0.00444755067030942	0.00025414575258911	0	0	0.0025414575258911	0.000317682190736387	0	0.000571827943325497	0	0.0233178728000508	0.21329182286041	0.000444755067030942	0	0.00304974903106932	0	0	0	0.00247792108774382	0	0	0.00076243725776733	0.0148039900883156	0	0.102992566236737	0.000953046572209162	6.35364381472775e-05	0.00050829150517822	0	0.00749729970137874	0.000444755067030942	0	0	0	0.000571827943325497	0
"S236"	6	"F"	"BacV5"	"F.BacV5.26"	"K"	2017	1	15	3	"Jan"	"Jan3K"	0.03	"F.BacV5.26"	1926	9490	0	0.00105374077976818	0.000105374077976818	0.00115911485774499	0	0.00200210748155954	0.00189673340358272	0.000210748155953635	0.000105374077976818	0.00105374077976818	0.00147523709167545	0	0.000632244467860906	0	0	0	0	0	0.000105374077976818	0	0	0.000105374077976818	0	0	0	0.000632244467860906	0	0.000105374077976818	0	0.000210748155953635	0.00484720758693361	0	0.00126448893572181	0	0.000421496311907271	0.00642781875658588	0.000421496311907271	0.0857744994731296	0	0	0.00158061116965227	0.000210748155953635	0.000105374077976818	0.000526870389884089	0.370495258166491	0.000421496311907271	0.00126448893572181	0.141622760800843	0	0.00326659641728135	0.000316122233930453	0.000105374077976818	0.00273972602739726	0.000105374077976818	0.000842992623814542	0	0	0	0	0.000421496311907271	0.000210748155953635	0	0.00221285563751317	0.0146469968387777	0	0.00769230769230769	0	0	0.00136986301369863	0	0	0	0.000210748155953635	0	0.000421496311907271	0	0	0.0129610115911486	0.000105374077976818	0	0	0.00600632244467861	0.000526870389884088	0	0.000421496311907271	0.000210748155953635	0.000632244467860906	0	0.00115911485774499	0	0.0729188619599579	0.0430979978925184	0.000526870389884089	0	0.00495258166491043	0	0.000105374077976818	0	0.00442571127502634	0.000105374077976818	0	0.00158061116965227	0.0241306638566913	0	0.153530031612223	0.00147523709167545	0.000105374077976818	0.000105374077976818	0.000210748155953635	0.00779768177028451	0.000948366701791359	0.000948366701791359	0.000105374077976818	0	0	0.000105374077976818
"S237"	6	"F"	"BacV5"	"F.BacV5.27"	"K"	2017	1	15	3	"Jan"	"Jan3K"	0.03	"F.BacV5.27"	1926	17776	0	5.62556255625563e-05	0	0.00213771377137714	0	0.00247524752475248	0	0	0	0.000112511251125113	0.000112511251125113	0	0	0	0	0	0	0	0	0	0	0.000112511251125113	0	0	0	0.00106885688568857	0	0	0	0.000731323132313231	0.00168766876687669	0	0.00045004500450045	0	0.000337533753375338	0.00461296129612961	0.000337533753375338	0.0749887488748875	0	0	0.00129387938793879	0.000562556255625563	0.000112511251125113	0	0.184124662466247	0	0.00506300630063006	0.393339333933393	0	0.0119261926192619	0.00045004500450045	0	0.00106885688568857	0.000112511251125113	0	5.62556255625563e-05	0	0	0.00101260126012601	0	5.62556255625563e-05	0	0.000843834383438344	0.0195769576957696	0	0.00157515751575158	0	0	0.0027002700270027	0.000281278127812781	0	0	5.62556255625563e-05	0	0.000337533753375338	0	0	0.0497862286228623	0	0.000168766876687669	0	0.00331908190819082	0.000281278127812781	0	0	0	0.000112511251125113	0	0.000112511251125113	0	0.0482673267326733	0.0626125112511251	0.0009000900090009	0	0.00281278127812781	0	0	0	0.00146264626462646	0	0	0.000112511251125113	0.00421917191719172	5.62556255625563e-05	0.0965909090909091	0.00455670567056706	0.000168766876687669	5.62556255625563e-05	0	0.00894464446444644	0.000281278127812781	0.00101260126012601	0	0	0.000112511251125113	0.000281278127812781
"S238"	6	"F"	"BacV5"	"F.BacV5.28"	"K"	2017	1	15	3	"Jan"	"Jan3K"	0.03	"F.BacV5.28"	1926	12717	0	0.000471809389006841	0.000235904694503421	0.000550444287174648	0.000314539592671227	0.0022804120468664	0.000786348981678069	0	0.000314539592671227	0.0011795234725171	0.00322403082488008	0	0.00188723755602736	0	0	0	0	0	0.000629079185342455	0	0	0.000314539592671227	7.86348981678069e-05	0	0	0.00408901470472596	0	0	0.000157269796335614	0.00125815837068491	0.00990799716914367	0	0.00361720531571912	0	0.00188723755602737	0.0105370763544861	0.00157269796335614	0.172053157191161	0	0.000393174490839034	0.00660533144609578	7.86348981678069e-05	0.000864983879845876	0.00298812613037666	0.122041361956436	0.000393174490839034	0.000864983879845876	0.297868994259652	0	0.00322403082488008	0	0.000314539592671227	0.00982936227097586	0.000471809389006841	0.00125815837068491	0.000707714083510262	0	0	0.000550444287174648	0.000393174490839034	0.000786348981678069	0.000157269796335614	0.000629079185342455	0.00424628450106157	0	0.0198946292364551	0	7.86348981678069e-05	0.00432491939922938	0	0.000629079185342455	0.000235904694503421	0	0	0.000629079185342455	0	0	0.0101439018636471	0.000157269796335614	0.000707714083510262	0.000157269796335614	0.0112447904379964	0.0011008885743493	0	0	0.00322403082488008	0.00290949123220885	0	0.000235904694503421	0	0.0172996775969175	0.106314382322875	0.00149406306518833	0.000314539592671227	0.00841393410395534	0.000157269796335614	0	0	0.00542580797357867	0.000314539592671227	0	0.00487536368640403	0.0379020209168829	0.000157269796335614	0.0606275064873791	0.0011008885743493	0	0.000550444287174648	0.000471809389006841	0.0143901863647087	0.00408901470472596	0	0.000157269796335614	0.00165133286152394	0.00644806164976016	0.000157269796335614
"S239"	6	"F"	"BacV5"	"F.BacV5.29"	"S"	2017	1	15	3	"Jan"	"Jan3S"	0.03	"F.BacV5.29"	1926	9624	0	0	0	0.000831255195344971	0	0.00072734829592685	0.000935162094763092	0	0	0.000623441396508728	0.000519534497090607	0	0.000415627597672485	0.000103906899418121	0	0	0	0	0	0	0	0	0	0	0	0.000623441396508728	0	0.000103906899418121	0	0.000519534497090607	0.00498753117206983	0	0.000831255195344971	0.000103906899418121	0.000519534497090607	0.00322111388196176	0.00124688279301746	0.0855153782211139	0	0	0.00166251039068994	0	0	0.000623441396508728	0.315669160432253	0.000207813798836243	0.000623441396508728	0.296550290939318	0	0.00228595178719867	0.000519534497090607	0	0.00342892768079801	0.00103906899418121	0.000935162094763092	0.000207813798836243	0	0.000415627597672485	0.000207813798836243	0.000415627597672485	0.000311720698254364	0.000623441396508728	0.000623441396508728	0.00623441396508728	0	0.00862427265170407	0	0.000311720698254364	0.00207813798836243	0	0	0	0	0	0.00072734829592685	0	0	0.0200540315876974	0	0.000311720698254364	0.000623441396508728	0.00831255195344971	0.000311720698254364	0	0.000103906899418121	0.000831255195344971	0.00124688279301746	0	0.000207813798836243	0.000311720698254364	0.0575644222776392	0.029093931837074	0.00197423108894431	0	0.00238985868661679	0	0	0	0.00374064837905237	0	0	0.000831255195344971	0.0121571072319202	0	0.0986076475477972	0.000519534497090607	0	0.000103906899418121	0	0.012884455527847	0.00155860349127182	0	0	0.000103906899418121	0	0
"S24"	2	"B"	"BacV5"	"B.BacV5.12"	"K"	2015	1	15	1	"Jan"	"Jan1K"	0.03	"B.BacV5.12"	1926	4619	0.00064949123186837	0.000432994154578913	0	0.000865988309157826	0	0.000865988309157826	0	0.00064949123186837	0	0.00064949123186837	0.00129898246373674	0	0.00108248538644728	0	0	0	0.000432994154578913	0	0.000216497077289457	0	0	0.000216497077289457	0	0	0	0.00173197661831565	0	0	0	0.00064949123186837	0.0108248538644728	0	0.00108248538644728	0.000432994154578913	0.00108248538644728	0.00346395323663131	0.000865988309157826	0.245940679800823	0	0	0.000432994154578913	0.000865988309157826	0	0.00108248538644728	0.00822688893699935	0.000216497077289457	0.00216497077289457	0.127949772678069	0	0.00389694739121022	0	0.00108248538644728	0.00129898246373674	0.00108248538644728	0.00259796492747348	0.000432994154578913	0	0	0.00064949123186837	0	0.00064949123186837	0	0	0.0116908421736307	0	0.00930937432344663	0	0	0.00194847369560511	0.00064949123186837	0	0	0	0	0.000432994154578913	0.000432994154578913	0.000216497077289457	0.0197012340333406	0	0.000865988309157826	0	0.0108248538644728	0	0	0	0.000216497077289457	0	0	0	0	0.00303095908205239	0.234682831781771	0.00627841524139424	0	0.00281446200476294	0	0	0	0.00194847369560511	0	0	0.00194847369560511	0.0127733275600779	0.000432994154578913	0.238146785018402	0.000432994154578913	0.00108248538644728	0.00064949123186837	0	0.00389694739121022	0.00129898246373674	0	0	0.00064949123186837	0.00692790647326261	0.00064949123186837
"S240"	6	"F"	"BacV5"	"F.BacV5.30"	"S"	2017	1	15	3	"Jan"	"Jan3S"	0.03	"F.BacV5.30"	1926	8855	0	0.000338791643139469	0.000112930547713156	0.000338791643139469	0	0.00124223602484472	0.000338791643139469	0	0	0.00146809712027103	0.00361377752682101	0	0.000677583286278938	0	0	0	0	0	0.000225861095426313	0	0.000225861095426313	0.000677583286278938	0.000112930547713156	0.000225861095426313	0	0.00361377752682101	0	0	0	0.00124223602484472	0.012987012987013	0	0.00327498588368154	0	0.000564652738565782	0.00711462450592885	0.00135516657255788	0.290683229813665	0	0	0.000677583286278938	0	0.000338791643139469	0.00124223602484472	0.145454545454545	0	0.000790513833992095	0.190513833992095	0	0.000790513833992095	0.000677583286278938	0	0.00214568040654997	0.000677583286278938	0.00417843026538679	0.000451722190852626	0	0	0.000564652738565782	0.000112930547713156	0.00135516657255788	0.000790513833992095	0.00135516657255788	0.00124223602484472	0	0.0173913043478261	0	0	0.0018068887634105	0.000677583286278938	0	0	0.000225861095426313	0	0.00158102766798419	0	0	0.00835686053077358	0	0.000564652738565782	0.000677583286278938	0.0345567476002259	0.000451722190852626	0	0	0.000451722190852626	0.000677583286278938	0	0	0.000677583286278938	0.0312817617165443	0.0473178994918125	0.00112930547713156	0	0.00677583286278938	0.000225861095426313	0	0	0.00609824957651045	0	0	0.00361377752682101	0.0226990400903444	0	0.111575381140599	0.000225861095426313	0.00101637492941841	0.00146809712027103	0.000225861095426313	0.0106154714850367	0.00293619424054207	0	0.000338791643139469	0.000451722190852626	0.000112930547713156	0
"S241"	6	"F"	"BacV5"	"F.BacV5.31"	"S"	2017	1	15	3	"Jan"	"Jan3S"	0.03	"F.BacV5.31"	1926	8472	0	0	0	0	0	0.000944287063267233	0.000118035882908404	0.000708215297450425	0	0.000826251180358829	0.000826251180358829	0	0.000118035882908404	0	0	0	0	0	0	0	0.000708215297450425	0	0	0	0	0.00342304060434372	0	0	0	0.00106232294617564	0.00625590179414542	0	0.000118035882908404	0	0	0.00177053824362606	0.000708215297450425	0.257790368271955	0	0	0.000118035882908404	0.000118035882908404	0	0.000118035882908404	0.219310670443815	0	0.000118035882908404	0.112016052880076	0	0.000354107648725212	0	0	0.0125118035882908	0.000826251180358829	0.000354107648725212	0	0	0	0	0.000236071765816808	0	0	0.00153446647780925	0.0056657223796034	0	0.00424929178470255	0	0.000354107648725212	0.000944287063267233	0	0	0	0	0	0.00106232294617564	0	0	0.00625590179414542	0	0	0.000590179414542021	0.0195939565627951	0.000236071765816808	0	0	0	0.000236071765816808	0	0.000708215297450425	0	0.0423748819641171	0.169617563739377	0.000354107648725212	0	0.00306893295561851	0	0	0	0.00118035882908404	0	0	0.000590179414542021	0.00720018885741265	0.000354107648725212	0.105169971671388	0.000590179414542021	0	0	0	0.00531161473087819	0.000118035882908404	0	0	0.000236071765816808	0.000944287063267233	0
"S242"	6	"F"	"BacV5"	"F.BacV5.32"	"S"	2017	1	15	3	"Jan"	"Jan3S"	0.03	"F.BacV5.32"	1926	6855	0	0.000437636761487965	0	0.000145878920495988	0	0.00087527352297593	0.00102115244347192	0	0	0.00262582056892779	0.00189642596644785	0	0.000583515681983953	0	0	0	0	0	0	0	0	0.000583515681983953	0	0.000145878920495988	0	0.0024799416484318	0	0	0	0.000291757840991977	0.00452224653537564	0	0.000729394602479942	0	0.000145878920495988	0.0100656455142232	0.00160466812545587	0.145587162654996	0	0	0.00204230488694384	0.000145878920495988	0	0.00102115244347192	0.278045222465354	0.000291757840991977	0.000291757840991977	0.259372720641867	0	0.00145878920495988	0.000145878920495988	0	0.00262582056892779	0.00204230488694384	0.000583515681983953	0.000145878920495988	0	0.000437636761487965	0	0.000583515681983953	0.000291757840991977	0	0.000729394602479942	0.00816921954777535	0	0.0105032822757112	0	0	0.00175054704595186	0	0	0	0.000145878920495988	0	0.00087527352297593	0	0	0.0176513493800146	0.000145878920495988	0.000145878920495988	0.000583515681983953	0.00919037199124727	0.000291757840991977	0	0	0.000291757840991977	0.00131291028446389	0	0	0	0.0611232676878191	0.0706053975200584	0.000583515681983953	0	0.0024799416484318	0.000145878920495988	0.000145878920495988	0	0.00481400437636762	0.000145878920495988	0	0.00131291028446389	0.0172137126185266	0	0.0542669584245077	0.000437636761487965	0.000145878920495988	0	0.000437636761487965	0.00889861415025529	0.00175054704595186	0	0	0.000437636761487965	0	0
