"Replicate"	"Flowcell"	"Run"	"Locus"	"X.SampleID"	"Ecotype"	"Year"	"mon"	"Day"	"Experiment"	"Month"	"Combi"	"label"	"Group"	"numBacV5_Otu_s"	"reads"	"c__ABS-6_unclassified"	"c__Acidobacteria-5_unclassified"	"c__Actinobacteria_unclassified"	"c__Alphaproteobacteria_unclassified"	"c__Bacilli_unclassified"	"c__Betaproteobacteria_unclassified"	"c__C0119_unclassified"	"c__Chloroflexi_unclassified"	"c__Deltaproteobacteria_unclassified"	"c__Gammaproteobacteria_unclassified"	"c__Gemm-1_unclassified"	"c__Gemm-3_unclassified"	"c__Gemmatimonadetes_unclassified"	"c__ML635J-21_unclassified"	"c__OPB56_unclassified"	"c__PAUC37f_unclassified"	"c__Pla4_unclassified"	"c__RB25_unclassified"	"c__S085_unclassified"	"c__SJA-28_unclassified"	"c__SJA-4_unclassified"	"c__Thermoleophilia_unclassified"	"c__TK10_unclassified"	"c__TK17_unclassified"	"c__TM7-3_unclassified"	"k__Bacteria_unclassified"	"o__[Chthoniobacterales]"	"o__[Entotheonellales]"	"o__[Fimbriimonadales]"	"o__[Pedosphaerales]"	"o__[Roseiflexales]"	"o__[Saprospirales]"	"o__0319-7L14"	"o__258ds10"	"o__A21b"	"o__Acidimicrobiales"	"o__Acidobacteriales"	"o__Actinomycetales"	"o__Aeromonadales"	"o__AKIW781"	"o__AKYG885"	"o__Alteromonadales"	"o__Armatimonadales"	"o__B07_WMSP1"	"o__Bacillales"	"o__Bacteroidales"	"o__Bdellovibrionales"	"o__Burkholderiales"	"o__Cardiobacteriales"	"o__Caulobacterales"	"o__Chlamydiales"	"o__Chloroflexales"	"o__Clostridiales"	"o__Cytophagales"	"o__Deinococcales"	"o__Desulfuromonadales"	"o__DH61"	"o__DS-18"	"o__Ellin329"	"o__Ellin5290"	"o__Ellin6067"	"o__Ellin6513"	"o__Enterobacteriales"	"o__Flavobacteriales"	"o__Fusobacteriales"	"o__Gaiellales"	"o__Gallionellales"	"o__Gemellales"	"o__Gemmatimonadales"	"o__Herpetosiphonales"	"o__HTCC2188"	"o__IS-44"	"o__JG30-KF-AS9"	"o__KD8-87"	"o__Lactobacillales"	"o__Legionellales"	"o__Methylococcales"	"o__Methylophilales"	"o__Micrococcales"	"o__MIZ46"	"o__MND1"	"o__Myxococcales"	"o__N1423WL"	"o__NB1-j"	"o__Neisseriales"	"o__Nitrosomonadales"	"o__Nitrospirales"	"o__p04_C01"	"o__Pasteurellales"	"o__Phycisphaerales"	"o__Pseudomonadales"	"o__Rhizobiales"	"o__Rhodobacterales"	"o__Rhodocyclales"	"o__Rhodospirillales"	"o__Rickettsiales"	"o__Rubrobacterales"	"o__SBla14"	"o__SC-I-84"	"o__SHA-20"	"o__SJA-15"	"o__Solibacterales"	"o__Solirubrobacterales"	"o__Sphingobacteriales"	"o__Sphingomonadales"	"o__Spirobacillales"	"o__Sva0725"	"o__Syntrophobacterales"	"o__Thiotrichales"	"o__Xanthomonadales"	"p__Actinobacteria_unclassified"	"p__Bacteroidetes_unclassified"	"p__Chlorobi_unclassified"	"p__Chloroflexi_unclassified"	"p__FBP_unclassified"	"p__Proteobacteria_unclassified"
"S171"	5	"E"	"BacV5"	"E.BacV5.9"	"K"	2017	2	15	3	"Feb"	"Feb3K"	0.03	"E.BacV5.9"	1926	12509	0	0	0.000159884882884323	0.00183867615316972	0	0.000239827324326485	7.99424414421616e-05	0	0	0.000319769765768647	0.000239827324326485	7.99424414421616e-05	0.000239827324326485	0	0	0	0	0	0	0	0	7.99424414421616e-05	0	0	0	0.0010392517387481	0	0	0	0.000239827324326485	0.00247821568470701	0	0.000799424414421616	0	0.000319769765768647	0.00247821568470701	0.000159884882884323	0.309457190822608	0	0	0.000239827324326485	0	0.000559597090095132	0.000159884882884323	0.0107122871532497	0.000319769765768647	0.000719481972979455	0.164681429370853	0	0.000879366855863778	0.000399712207210808	0	0.00135902150451675	0.000879366855863778	0.0095930929730594	0	0	0	0	0.000239827324326485	0.000239827324326485	0	0.000799424414421616	0.00335758254057079	0.000159884882884323	0.00287792789191782	0	0	0.0010392517387481	0	0	0	0	0	0.00255815812614917	0	0	0.00447677672076105	0	7.99424414421616e-05	0	0.00327764009912863	0.000159884882884323	0	0.000319769765768647	0.000239827324326485	0.000559597090095132	0	0.00143896394595891	0	0.00535614357662483	0.154928451514909	0.000639539531537293	0	0.00135902150451675	7.99424414421616e-05	0	0	0.00159884882884323	0	0	0.000799424414421616	0.0159085458469902	0.000239827324326485	0.280038372371892	0.000639539531537293	0.000319769765768647	0.000159884882884323	0	0.0047965464865297	0.000319769765768647	7.99424414421616e-05	0	7.99424414421616e-05	0	7.99424414421616e-05
"S172"	5	"E"	"BacV5"	"E.BacV5.10"	"K"	2017	2	15	3	"Feb"	"Feb3K"	0.03	"E.BacV5.10"	1926	25650	0	0	0	7.79727095516569e-05	0	0.000428849902534113	0.000233918128654971	0	0	0.000545808966861598	0.000818713450292398	0	0.000350877192982456	0.000116959064327485	0	0	0	0	0	0	0	0	0	0	0	0.000935672514619883	0.000194931773879142	0	0	7.79727095516569e-05	0.000896686159844055	0	0.000233918128654971	7.79727095516569e-05	0.000116959064327485	0.00393762183235867	7.79727095516569e-05	0.381988304093567	0	0	0	3.89863547758285e-05	0.000350877192982456	3.89863547758285e-05	0.0196101364522417	0.000584795321637427	0.000935672514619883	0.310175438596491	0	0.00113060428849903	0.000194931773879142	0	0.000467836257309942	0.00116959064327485	0.0106432748538012	3.89863547758285e-05	0	0	0.000233918128654971	7.79727095516569e-05	0	0	0.000896686159844055	0.00483430799220273	0.000116959064327485	0.00159844054580897	0	3.89863547758285e-05	0.000584795321637427	0	0.000116959064327485	3.89863547758285e-05	0	0	0.00140350877192982	0	0	0.00557504873294347	0	7.79727095516569e-05	0.000194931773879142	0.00222222222222222	0.000350877192982456	0	7.79727095516569e-05	0.000311890838206628	0.000155945419103314	0	0.000389863547758285	0	0.00545808966861598	0.070916179337232	0.000857699805068226	0	0.00350877192982456	0.00191033138401559	0	0	0.0016374269005848	3.89863547758285e-05	7.79727095516569e-05	0.000350877192982456	0.0134502923976608	0.000155945419103314	0.141208576998051	0.000311890838206628	0	0	0	0.0037037037037037	0.000233918128654971	7.79727095516569e-05	0	0.000311890838206628	0	0
"S173"	5	"E"	"BacV5"	"E.BacV5.11"	"K"	2017	2	15	3	"Feb"	"Feb3K"	0.03	"E.BacV5.11"	1926	12192	0	0	0	0.000656167979002625	0	0.000246062992125984	0	0	0	0.000574146981627297	0.000492125984251968	0	8.20209973753281e-05	8.20209973753281e-05	0	0	0	0	0	0	0.000164041994750656	0.000164041994750656	0.000164041994750656	0	0	0.00287073490813648	0	0	0.000246062992125984	0	0.00172244094488189	0	8.20209973753281e-05	0	0	0.000656167979002625	0.000246062992125984	0.42011154855643	0	0	0	0	0.00041010498687664	0	0.00869422572178478	0.000656167979002625	0.000820209973753281	0.120816929133858	0	0.000738188976377953	8.20209973753281e-05	0	0.000984251968503937	0.00114829396325459	0.00164041994750656	0.000246062992125984	0	0	0	0	0	8.20209973753281e-05	0.000902230971128609	0.00246062992125984	0	0.000984251968503937	0	8.20209973753281e-05	0.000656167979002625	0	0	0	8.20209973753281e-05	8.20209973753281e-05	0.00041010498687664	0	0	0.00426509186351706	0	0.000164041994750656	8.20209973753281e-05	0.00344488188976378	8.20209973753281e-05	0	0	0.000492125984251968	8.20209973753281e-05	0	0.000164041994750656	0	0.00377296587926509	0.23507217847769	0.000328083989501312	0	0.00196850393700787	8.20209973753281e-05	0	0	0.000820209973753281	0	0	0.000574146981627297	0.00721784776902887	0.000246062992125984	0.166666666666667	0.00164041994750656	0	0	8.20209973753281e-05	0.00180446194225722	0.00041010498687664	0	0	0	0	0
"S175"	5	"E"	"BacV5"	"E.BacV5.13"	"S"	2017	2	15	3	"Feb"	"Feb3S"	0.03	"E.BacV5.13"	1926	4901	0	0	0	0.000408079983676801	0.000612119975515201	0.0012242399510304	0.000408079983676801	0	0	0.0018363599265456	0.00469291981228321	0	0.000408079983676801	0	0	0	0	0	0	0.0002040399918384	0.000408079983676801	0	0	0	0	0.0028565598857376	0	0.000408079983676801	0	0.0002040399918384	0.00367271985309121	0	0.0002040399918384	0	0	0.00448887982044481	0.0002040399918384	0.191593552336258	0	0	0.000408079983676801	0	0.0014282799428688	0.000816159967353601	0.0742705570291777	0.000408079983676801	0.0016323199347072	0.305447867782085	0	0.0026525198938992	0.0014282799428688	0	0.00775351968985921	0.000612119975515201	0.00448887982044481	0.0002040399918384	0	0	0.000408079983676801	0.000612119975515201	0	0	0.0012242399510304	0.0120383595184656	0	0.00836563966537441	0	0.0002040399918384	0.00448887982044481	0	0	0	0	0	0.0028565598857376	0.0002040399918384	0	0.0150989593960416	0	0.000408079983676801	0.000612119975515201	0.00958987961640482	0.001020199959192	0	0.0022444399102224	0.00346867986125281	0.001020199959192	0	0.000816159967353601	0	0.0261171189553152	0.0328504386859825	0.00489695980412161	0	0.00591715976331361	0.0002040399918384	0	0	0.0024484799020608	0	0	0.0028565598857376	0.0136706794531728	0.000408079983676801	0.219547031218119	0.0012242399510304	0	0.000612119975515201	0	0.00714139971434401	0.001020199959192	0	0	0.001020199959192	0	0
"S176"	5	"E"	"BacV5"	"E.BacV5.14"	"S"	2017	2	15	3	"Feb"	"Feb3S"	0.03	"E.BacV5.14"	1926	4678	0	0.00106883283454468	0.000213766566908935	0.00213766566908935	0	0.000213766566908935	0.000213766566908935	0	0	0.00128259940145361	0.00192389910218042	0	0.00149636596836255	0	0	0	0.000213766566908935	0	0	0	0	0.000213766566908935	0	0	0.000213766566908935	0.00448909790508764	0	0	0	0.00171013253527148	0.0029927319367251	0	0.00128259940145361	0	0.000427533133817871	0.00684053014108593	0.000213766566908935	0.242411286874733	0	0	0.00171013253527148	0	0.000427533133817871	0.000213766566908935	0.033133817870885	0.00106883283454468	0.000641299700726806	0.21483539974348	0	0.000855066267635742	0.000213766566908935	0.000213766566908935	0.00277896536981616	0.00106883283454468	0.0123984608807183	0.000213766566908935	0	0	0	0.000213766566908935	0	0.000427533133817871	0.00192389910218042	0.00555793073963232	0.000427533133817871	0.00641299700726806	0	0.000213766566908935	0.00235143223599829	0	0	0	0	0	0.00384779820436084	0	0	0.00684053014108593	0	0.000213766566908935	0.000213766566908935	0.00748182984181274	0.000213766566908935	0	0.000427533133817871	0.00106883283454468	0.000855066267635742	0	0.00235143223599829	0	0.0183839247541684	0.0840102607952116	0.00128259940145361	0	0.00919196237708422	0	0	0	0.00256519880290723	0	0	0.00106883283454468	0.0138948268490808	0	0.275972637879436	0.0029927319367251	0.000213766566908935	0.000213766566908935	0.000213766566908935	0.00748182984181274	0.00213766566908935	0	0	0	0	0
"S177"	5	"E"	"BacV5"	"E.BacV5.15"	"S"	2017	2	15	3	"Feb"	"Feb3S"	0.03	"E.BacV5.15"	1926	5363	0.000372925601342532	0.000559388402013798	0	0.0011187768040276	0	0	0	0	0	0.00522095841879545	0.00093231400335633	0	0.000372925601342532	0	0	0	0	0	0	0	0	0.000372925601342532	0.000186462800671266	0	0	0.00279694201006899	0	0	0	0.00167816520604139	0.00298340481074026	0	0.000372925601342532	0	0	0.00633973522282305	0.000559388402013798	0.244825657281372	0	0	0.0011187768040276	0	0	0.00149170240537013	0.0298340481074026	0.000559388402013798	0.00223755360805519	0.229722170427	0	0.00149170240537013	0.000745851202685064	0.000186462800671266	0.00316986761141152	0.000559388402013798	0.00708558642550811	0.000559388402013798	0	0	0	0.000186462800671266	0.000745851202685064	0.000186462800671266	0.0011187768040276	0.00671266082416558	0	0.00839082603020697	0	0.000372925601342532	0.00298340481074026	0	0	0	0	0	0.00130523960469886	0	0	0.0100689912362484	0	0.000372925601342532	0.0011187768040276	0.00689912362483685	0.000186462800671266	0	0.000559388402013798	0.00167816520604139	0.000372925601342532	0	0	0	0.0134253216483312	0.0257318664926347	0.00652619802349431	0	0.00484803281745292	0.000186462800671266	0	0	0.000372925601342532	0	0	0.00149170240537013	0.0151034868543726	0	0.326123438374044	0.00484803281745292	0	0.000186462800671266	0.000372925601342532	0.00857728883087824	0.00130523960469886	0.000186462800671266	0	0	0	0
"S178"	5	"E"	"BacV5"	"E.BacV5.16"	"S"	2017	2	15	3	"Feb"	"Feb3S"	0.03	"E.BacV5.16"	1926	5174	0	0.000579822187862389	0.000386548125241593	0.000386548125241593	0	0.00115964437572478	0.00115964437572478	0	0.000193274062620796	0.000386548125241593	0.00251256281407035	0	0.00173946656358717	0	0	0.000386548125241593	0	0	0.000386548125241593	0	0	0	0	0	0	0.00425202937765752	0	0	0	0	0.00328565906455354	0	0.00173946656358717	0	0.000579822187862389	0.00676459219172787	0.000966370313103981	0.270197139543873	0	0	0.00135291843834557	0	0.000193274062620796	0.00135291843834557	0.0316969462698106	0.000773096250483185	0.000193274062620796	0.192694240432934	0	0.00154619250096637	0.000193274062620796	0.000386548125241593	0.00618477000386548	0.000386548125241593	0.00251256281407035	0	0	0	0	0.000386548125241593	0	0.000193274062620796	0.00115964437572478	0.00270583687669115	0.000386548125241593	0.00947042906841902	0	0	0.00289911093931194	0	0.000193274062620796	0.000193274062620796	0	0	0.00193274062620796	0	0	0.00753768844221105	0	0.000193274062620796	0.000386548125241593	0.00792423656745265	0.000386548125241593	0	0.000579822187862389	0.00135291843834557	0.000386548125241593	0	0.00212601468882876	0	0.00966370313103982	0.164282953227677	0.00154619250096637	0	0.00657131812910707	0.000386548125241593	0	0	0.00386548125241593	0	0	0.00231928875144956	0.0139157325086973	0	0.210475454194047	0.000773096250483185	0.000773096250483185	0.000193274062620796	0	0.00734441437959026	0.000966370313103981	0	0	0	0	0
"S179"	5	"E"	"BacV5"	"E.BacV5.17"	"W"	2015	3	4	1	"Mar"	"Mar1W"	0.03	"E.BacV5.17"	1926	24433	0	0.000122784758318667	0	0.000245569516637335	0	0.000286497769410224	4.09282527728891e-05	0	0	0.000613923791593337	0.000736708549912004	0	0.000327426022183113	0	0	0	0	0	0	0	0	0	0	0	4.09282527728891e-05	0.000327426022183113	0	0.000122784758318667	0	0.000327426022183113	0.0026194081774649	0	0.000532067286047559	0	8.18565055457783e-05	0.00335611672737691	0.000204641263864446	0.375025580157983	0	0	0.000654852044366226	0	0.000245569516637335	0.000204641263864446	0.017353579175705	0.000572995538820448	4.09282527728891e-05	0.16858347317153	0	0.00208734089141735	0.000163713011091557	0.000327426022183113	0.00130970408873245	0.000736708549912004	0.00687594646584537	0.000163713011091557	0	0	0	0.000204641263864446	0.000122784758318667	0	0.000122784758318667	0.00593459665206892	0	0.00266033643023779	0	0	0.000163713011091557	0	8.18565055457783e-05	0	0	0	0.000818565055457783	0	0	0.00397004051897025	0	0.000286497769410224	0	0.0110096999959072	0	0	0.000163713011091557	0.000204641263864446	0.000532067286047559	0	0.000122784758318667	0.000163713011091557	0.00687594646584537	0.0636434330618426	0.000859493308230672	0	0.0056480988826587	0	0	0	0.00212826914419023	0	0	0.000368354274956002	0.0183767854950272	0.000204641263864446	0.273769082797855	0.000122784758318667	4.09282527728891e-05	0	4.09282527728891e-05	0.00487046207997381	0.000736708549912004	0	0	0	0.0111734130069987	0.000245569516637335
"S18"	2	"B"	"BacV5"	"B.BacV5.6"	"C"	2015	1	15	1	"Jan"	"Jan1C"	0.03	"B.BacV5.6"	1926	5126	0	0.000195083886071011	0	0.000390167772142021	0	0.00156067108856808	0	0.000195083886071011	0	0.000780335544284042	0.000585251658213032	0	0.000780335544284042	0	0	0.000195083886071011	0	0	0.000195083886071011	0	0	0.000390167772142021	0	0	0	0.00799843932891143	0.000195083886071011	0	0.000195083886071011	0.000195083886071011	0.00526726492391728	0	0.00136558720249707	0	0.000390167772142021	0.0037065938353492	0.000390167772142021	0.114709325009754	0	0	0.000585251658213032	0.00351150994927819	0.000195083886071011	0.000780335544284042	0.00487709715177526	0	0.0101443620756925	0.383925087787749	0	0.00721810378462739	0.000390167772142021	0.000780335544284042	0.000780335544284042	0.00195083886071011	0.00214592274678112	0.000390167772142021	0.000195083886071011	0	0.00175575497463909	0.000585251658213032	0.000195083886071011	0.000195083886071011	0.000390167772142021	0.0319937573156457	0	0.00916894264533749	0	0	0.00292625829106516	0.000585251658213032	0.000195083886071011	0	0.000195083886071011	0	0.000195083886071011	0	0	0.0433086227077643	0.000195083886071011	0.00331642606320718	0.000195083886071011	0.018923136948888	0.000195083886071011	0	0	0	0.000585251658213032	0	0	0	0.000975419430355053	0.155872024970737	0.00390167772142021	0.000195083886071011	0.00273117440499415	0	0	0	0.00292625829106516	0	0.000195083886071011	0.00175575497463909	0.00955911041747952	0	0.133437378072571	0.000975419430355053	0.000390167772142021	0.000390167772142021	0	0.00994927818962154	0.000975419430355053	0.00195083886071011	0	0.000195083886071011	0.000195083886071011	0.000780335544284042
"S180"	5	"E"	"BacV5"	"E.BacV5.18"	"W"	2017	3	16	3	"Mar"	"Mar3W"	0.03	"E.BacV5.18"	1926	22733	0	0.000131966744380416	0.000131966744380416	0.000263933488760832	0.000175955659173888	0.00131966744380416	0.000527866977521665	8.79778295869441e-05	0.00021994457396736	0.000395900233141248	0.000967756125456385	0	0.000131966744380416	0.00021994457396736	0	0	8.79778295869441e-05	0	4.3988914793472e-05	0	0	0.000131966744380416	0	0	0	0.00127567852901069	0	0	0	4.3988914793472e-05	0.00259534597281485	0	0.00043988914793472	0	0.000307922403554304	0.0029912462059561	0.000483878062728192	0.340738133990234	0	0	0.000571855892315137	0	0.000923767210662913	8.79778295869441e-05	0.0480798838692649	0.000527866977521665	0.000395900233141248	0.0999428144107685	0	0.00131966744380416	0.00021994457396736	0	0.00175955659173888	0.000263933488760832	0.0519509083710905	0.000351911318347776	0	0	0.000659833721902081	0.000175955659173888	0	0.00021994457396736	0.00043988914793472	0.00501473628645581	0	0.0029912462059561	0	0.000131966744380416	0.00272731271719527	0	4.3988914793472e-05	8.79778295869441e-05	0	0.00021994457396736	0.000923767210662913	0	0	0.00224343465446707	0	0.000351911318347776	0.000703822636695553	0.00945761668059649	0	4.3988914793472e-05	0	0.000351911318347776	0.00021994457396736	0	0.000395900233141248	0	0.00941362776580302	0.220604407689262	0.00193551225091277	0	0.00325517969471693	0	4.3988914793472e-05	0	0.00224343465446707	0	0	0.000747811551489025	0.00967756125456385	0	0.158712004574847	0.000351911318347776	8.79778295869441e-05	8.79778295869441e-05	0.00021994457396736	0.00422293582017332	0.000395900233141248	0	0	0.00021994457396736	0.000175955659173888	8.79778295869441e-05
"S181"	5	"E"	"BacV5"	"E.BacV5.19"	"W"	2017	3	16	3	"Mar"	"Mar3W"	0.03	"E.BacV5.19"	1926	10729	0	0	0	9.32053313449529e-05	0	0.00195731195824401	0	0	0.00102525864479448	9.32053313449529e-05	0.000186410662689906	0	0.000186410662689906	0	0	0	9.32053313449529e-05	0	0	0	0.000279615994034859	0	0	0	0	0.00121166930748439	0	0	0.000466026656724765	0.000372821325379812	0.00205051728958896	0.000279615994034859	0.00130487463882934	0	0.000186410662689906	0.00438065057321279	0.000372821325379812	0.395656631559325	0	0	0	0.000186410662689906	0.000279615994034859	0.000652437319414671	0.0486531829620654	0.00260974927765868	0.000932053313449529	0.0722341317923385	0	0.00233013328362382	0.000186410662689906	0.000186410662689906	0.00121166930748439	9.32053313449529e-05	0.0149128530151925	0.000652437319414671	0	0	0.000186410662689906	0	0	0.000466026656724765	0.00298257060303849	0.0113710504240843	0	0.0047534718985926	0	0.00139807997017429	0.00121166930748439	0	0.000186410662689906	9.32053313449529e-05	0	0	0.00587193587473203	0	0	0.00484667722993755	9.32053313449529e-05	0.000279615994034859	0	0.0102525864479448	0.000186410662689906	0	0.000466026656724765	0.00139807997017429	0.000372821325379812	0	0.00251654394631373	0	0.0777332463416907	0.0610494920309442	0.00382141858514307	0	0.00307577593438345	0	0	0	0.00233013328362382	0	0	0.00149128530151925	0.00876130114642558	0	0.2280734458011	0.000838847982104576	9.32053313449529e-05	0.000279615994034859	0.000279615994034859	0.00568552521204213	0.00111846397613944	0.000466026656724765	9.32053313449529e-05	0	0	0.000559231988069718
"S182"	5	"E"	"BacV5"	"E.BacV5.20"	"W"	2017	3	16	3	"Mar"	"Mar3W"	0.03	"E.BacV5.20"	1926	7620	0	0	0	0	0.00026246719160105	0	0.000131233595800525	0	0	0	0.00144356955380577	0	0	0	0	0	0	0	0	0	0	0.000131233595800525	0	0	0	0.00026246719160105	0	0.000131233595800525	0	0.000131233595800525	0.0020997375328084	0	0.00131233595800525	0	0.00078740157480315	0.0020997375328084	0.0005249343832021	0.248818897637795	0	0	0.000393700787401575	0	0	0.00223097112860892	0.0374015748031496	0.00131233595800525	0.00078740157480315	0.193307086614173	0	0.00223097112860892	0	0	0.00223097112860892	0.000393700787401575	0.0150918635170604	0.000131233595800525	0	0	0.000131233595800525	0.000131233595800525	0	0	0.00551181102362205	0.010761154855643	0	0.00564304461942257	0	0.00026246719160105	0	0	0	0	0	0	0.00380577427821522	0	0	0.0068241469816273	0	0.000656167979002625	0	0.0431758530183727	0	0	0.0005249343832021	0.00026246719160105	0	0	0.00131233595800525	0	0.0272965879265092	0.11010498687664	0.000918635170603675	0	0.00223097112860892	0	0.000131233595800525	0	0.0015748031496063	0.000131233595800525	0	0.000393700787401575	0.00997375328083989	0.0005249343832021	0.249343832020997	0	0.00026246719160105	0.0005249343832021	0.00026246719160105	0.00275590551181102	0.000393700787401575	0	0	0	0.0005249343832021	0
"S183"	5	"E"	"BacV5"	"E.BacV5.21"	"C"	2017	3	16	3	"Mar"	"Mar3C"	0.03	"E.BacV5.21"	1926	11833	0	0	0.000253528268401927	0.00211273557001606	0	0.000253528268401927	0.000929603650807065	8.45094228006423e-05	8.45094228006423e-05	8.45094228006423e-05	0.00126764134200963	0	0.000253528268401927	0	0	0	0.000253528268401927	0	0	0	0	0.000253528268401927	0	0	8.45094228006423e-05	0.00346488633482633	0	8.45094228006423e-05	0	0.000169018845601285	0.00616918786444689	0	0.00126764134200963	0.000169018845601285	8.45094228006423e-05	0.00566213132764303	0.000253528268401927	0.157694582945998	0	0	0.000169018845601285	0	0.000591565959604496	0.000338037691202569	0.0123383757288938	0.000169018845601285	0.000591565959604496	0.445618186427787	0	0.00228175441561734	8.45094228006423e-05	0.00076058480520578	0.00253528268401927	0.000169018845601285	0.00794388574326037	8.45094228006423e-05	0	0	0.000253528268401927	0	0.000253528268401927	0	0.000845094228006423	0.00126764134200963	0	0.00515507479083918	0	8.45094228006423e-05	0.00202822614721541	0	8.45094228006423e-05	0	0	0	0.000338037691202569	0	0	0.00270430152962055	8.45094228006423e-05	0.000591565959604496	0.000338037691202569	0.0200287332037522	0	0	0.000169018845601285	0.000169018845601285	0.000253528268401927	0	0	0	0.00616918786444689	0.0166483562917265	0.00185920730161413	0	0.00650722555564945	0	0	0.000253528268401927	0.00177469787881349	0	0	0.000929603650807065	0.0103101495816784	0.000253528268401927	0.256908645313952	0.000676075382405138	0	0.000169018845601285	0	0.00583115017324432	0.00101411307360771	0	0	0.000253528268401927	0.000169018845601285	0.00101411307360771
"S184"	5	"E"	"BacV5"	"E.BacV5.22"	"C"	2017	3	16	3	"Mar"	"Mar3C"	0.03	"E.BacV5.22"	1926	23095	0	0.000173197661831565	0	0.000865988309157826	0	0.000259796492747348	8.65988309157826e-05	8.65988309157826e-05	4.32994154578913e-05	0.000476293570036805	0.000476293570036804	4.32994154578913e-05	4.32994154578913e-05	0	0	0	0	0	0	0	0	8.65988309157826e-05	0	0	0	0.00138558129465252	0	0	4.32994154578913e-05	0	0.00203507252652089	0.000129898246373674	0.000692790647326261	8.65988309157826e-05	0.000216497077289457	0.00359385148300498	0.000216497077289457	0.329032258064516	0	0	0.000389694739121022	0	0.000216497077289457	0.000216497077289457	0.00684130764234683	0.000216497077289457	0.000692790647326261	0.0715306343364365	0	0.00116908421736307	0.000173197661831565	0.000173197661831565	0.000389694739121022	0.000519592985494696	0.0161939813812514	4.32994154578913e-05	0	0	0.000346395323663131	0.000216497077289457	4.32994154578913e-05	0.000129898246373674	4.32994154578913e-05	0.000779389478242044	0	0.00324745615934185	0	8.65988309157826e-05	0.00064949123186837	0	0	4.32994154578913e-05	4.32994154578913e-05	0	0.000173197661831565	0	0	0.00160207837194198	4.32994154578913e-05	0.000173197661831565	0.000173197661831565	0.0178826585841091	4.32994154578913e-05	0	0	0.000216497077289457	8.65988309157826e-05	0	4.32994154578913e-05	4.32994154578913e-05	0.00528252868586274	0.0836111712491881	0.00220827018835246	0	0.00376704914483654	0	0	0	0.00229486901926824	0	0	0.000476293570036804	0.00930937432344663	0	0.419744533448798	0.000476293570036805	8.65988309157826e-05	0.000173197661831565	0.000216497077289457	0.00619181641047846	0.000822688893699935	8.65988309157826e-05	0	4.32994154578913e-05	0.000129898246373674	0.000129898246373674
"S185"	5	"E"	"BacV5"	"E.BacV5.23"	"C"	2017	3	16	3	"Mar"	"Mar3C"	0.03	"E.BacV5.23"	1926	13267	0	0	0	0.000829124896359388	0	7.53749905781262e-05	0.000301499962312505	0	7.53749905781262e-05	0	0.000301499962312505	0	0.000150749981156252	0	0	0	0	0	0	0	0	7.53749905781262e-05	0	0	0	0.00128137483982815	0	0	0	0.000226124971734379	0.00150749981156252	0	0.000602999924625009	0.000301499962312505	0	0.00399487450064069	0.000150749981156252	0.480138689982664	0	0	0.000301499962312505	0	0.000301499962312505	0.000301499962312505	0.00964799879400015	0.000301499962312505	7.53749905781262e-05	0.0748473656440793	0	0.000602999924625009	7.53749905781262e-05	0	0.00301499962312505	0.00271349966081254	0.00927112384110952	0.000301499962312505	0	0	0	0	7.53749905781262e-05	7.53749905781262e-05	0.000376874952890631	0.0014321248209844	0	0.00218587472676566	0	0	0.000829124896359388	0	0	0	0	0	0.00165824979271878	0	0	0.00271349966081254	0	0.000150749981156252	0	0.0132659983417502	7.53749905781262e-05	0	0	0.000376874952890631	7.53749905781262e-05	0	0	0	0.00444712444410944	0.151579106052612	0.000678374915203136	0	0.00271349966081254	0	0	0	0.00150749981156252	0	0	0.000301499962312505	0.00829124896359388	0	0.192432350945956	0.000301499962312505	7.53749905781262e-05	0.000301499962312505	7.53749905781262e-05	0.00512549935931258	0.000376874952890631	0	0	0	0.0164317479460315	0.000301499962312505
