"SUID","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Core","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","Locus","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ocurrence.y1","Ocurrence.y2","Ocurrence.y3","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","Relative.abundance.y1","Relative.abundance.y2","Relative.abundance.y3","selected","SelfLoops","shared name","size","Species","Stress","Taxonomy","TopologicalCoefficient","TotalOcurrence","TotalRelativeabundance"
"10790","2.68120805","0.00313181","c--Betaproteobacteria","0.37296621","0.45454545","yes","11","5","f--Oxalobacteraceae","f--Oxalobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000011","21.81818182","11","0","1.0","1.0","1.0","o--Burkholderiales","0","p--Proteobacteria","0.75982742","0.019407747","0.016083747","0.025379846","false","0","BacV5-Otu-000011","60309","f--Oxalobacteraceae-unclassified","4382","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);f--Oxalobacteraceae-unclassified(79);f--Oxalobacteraceae-unclassified(79);""","0.18648019","1.0","0.020365568"
"10792","1.88926174","0.00563406","c--Gammaproteobacteria","0.52930728","0.57680098","no","91","5","f--Enterobacteriaceae","f--Enterobacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000084","66.52747253","91","0","0.265625","0.2","0.972222222","o--Enterobacteriales","0","p--Proteobacteria","0.87296261","1.42179E-4","9.86E-5","0.003924142","false","0","BacV5-Otu-000084","5036","f--Enterobacteriaceae-unclassified","28400","""k--Bacteria(100);p--Proteobacteria(100);c--Gammaproteobacteria(100);o--Enterobacteriales(100);f--Enterobacteriaceae(100);f--Enterobacteriaceae-unclassified(69);f--Enterobacteriaceae-unclassified(69);""","0.26934199","0.490291262","0.001449236"
"10793","2.05033557","0.0036094","c--Tremellomycetes","0.48772504","0.60877431","yes","67","5","f--Mrakiaceae","g--Itersonilia","false","k--Fungi","Ftrad","Ftrad-Otu-00005","68.23880597","67","0","0.953125","0.985714286","1.0","o--Cystofilobasidiales","0","p--Basidiomycota","0.84995206","0.017110564","0.021439825","0.054692192","false","0","Ftrad-Otu-00005","197688","s--Itersonilia-perplexans","13624","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Cystofilobasidiales(100);f--Mrakiaceae(100);g--Itersonilia(99);s--Itersonilia-perplexans(94);""","0.30328358","0.980582524","0.031716998"
"10795","1.89932886","0.01776909","c--Actinobacteria","0.52650177","0.38207283","no","85","4","f--Microbacteriaceae","f--Microbacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000291","50.71764706","85","0","0.234375","0.757142857","0.194444444","o--Actinomycetales","0","p--Actinobacteria","0.87152445","9.15E-5","7.22295E-4","8.12E-5","false","0","BacV5-Otu-000291","782","f--Microbacteriaceae-unclassified","52968","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);f--Microbacteriaceae-unclassified(97);f--Microbacteriaceae-unclassified(97);""","0.20450664","0.398058252","3.02228E-4"
"10798","2.1442953","0.00622862","c--Alphaproteobacteria","0.46635368","0.57474747","no","45","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000247","58.57777778","45","0","0.40625","0.671428571","0.444444444","o--Sphingomonadales","0","p--Proteobacteria","0.83652924","5.58912E-4","5.44246E-4","1.44088E-4","false","0","BacV5-Otu-000247","966","s--asaccharolytica","17338","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--asaccharolytica(95);""","0.26747844","0.509708738","4.08941E-4"
"10799","2.6442953","8.6292E-4","c--Dothideomycetes","0.37817259","0.61538462","no","13","5","f--Tubeufiaceae","g--Titaea","false","k--Fungi","Ftrad","Ftrad-Otu-00045","53.0","13","0","0.71875","0.671428571","0.791666667","o--Tubeufiales","0","p--Ascomycota","0.76510067","0.001262983","5.1061E-4","0.003913418","false","0","Ftrad-Otu-00045","10760","s--Titaea-maxilliformis","1732","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Tubeufiales(100);f--Tubeufiaceae(100);g--Titaea(100);s--Titaea-maxilliformis(100);""","0.40769231","0.72815534","0.001933688"
"10801","2.5","0.00208176","c--Tremellomycetes","0.4","0.3030303","no","12","5","f--Cystofilobasidiaceae","g--Cystofilobasidium","false","k--Fungi","Ftrad","Ftrad-Otu-00028","29.66666667","12","0","0.859375","0.657142857","0.638888889","o--Cystofilobasidiales","0","p--Basidiomycota","0.78571429","0.031675928","0.007061905","0.002090123","false","0","Ftrad-Otu-00028","26518","s--Cystofilobasidium-macerans","2766","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Cystofilobasidiales(100);f--Cystofilobasidiaceae(100);g--Cystofilobasidium(100);s--Cystofilobasidium-macerans(100);""","0.18842887","0.713592233","0.01297127"
"10802","2.89597315","7.852E-5","c--Bacilli","0.34530707","0.6","no","5","6","f--Alicyclobacillaceae","g--Alicyclobacillus","false","k--Bacteria","BacV5","BacV5-Otu-000100","29.8","5","0","0.90625","0.928571429","0.930555556","o--Bacillales","0","p--Firmicutes","0.72914669","9.56311E-4","0.001513836","0.001643906","false","0","BacV5-Otu-000100","3615","g--Alicyclobacillus-unclassified","94","""k--Bacteria(100);p--Firmicutes(100);c--Bacilli(100);o--Bacillales(100);f--Alicyclobacillaceae(100);g--Alicyclobacillus(100);g--Alicyclobacillus-unclassified(100);""","0.3725","0.922330097","0.001386085"
"10804","1.97651007","0.00429934","c--Alphaproteobacteria","0.50594228","0.6000666","no","78","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000179","68.78205128","78","0","0.609375","0.842857143","0.375","o--Sphingomonadales","0","p--Proteobacteria","0.86049856","5.76728E-4","0.001466798","3.613E-4","false","0","BacV5-Otu-000179","1521","s--asaccharolytica","17548","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--asaccharolytica(95);""","0.29268958","0.606796117","8.03884E-4"
"10806","1.98993289","0.01229029","c--Actinobacteria","0.50252951","0.61225225","no","75","5","f--Intrasporangiaceae","g--Phycicoccus","false","k--Bacteria","BacV5","BacV5-Otu-000136","65.22666667","75","0","0.828125","0.8","0.986111111","o--Actinomycetales","0","p--Actinobacteria","0.85858102","4.69686E-4","3.78435E-4","0.001414888","false","0","BacV5-Otu-000136","2315","g--Phycicoccus-unclassified","30764","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Intrasporangiaceae(100);g--Phycicoccus(71);g--Phycicoccus-unclassified(71);""","0.27756028","0.873786408","7.6904E-4"
"10808","2.11409396","0.00587111","c--Microbotryomycetes","0.47301587","0.57721873","no","54","5","f--Sporidiobolaceae","g--Sporobolomyces","false","k--Fungi","Ftrad","Ftrad-Otu-00042","64.40740741","54","0","0.78125","0.628571429","0.944444444","o--Sporidiobolales","0","p--Basidiomycota","0.84084372","0.001853286","0.001319224","0.002991686","false","0","Ftrad-Otu-00042","12065","s--Sporobolomyces-ruberrimus","16440","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Sporidiobolales(100);f--Sporidiobolaceae(100);g--Sporobolomyces(100);s--Sporobolomyces-ruberrimus(92);""","0.29544682","0.786407767","0.002069696"
"10809","2.14765101","0.00721009","p--Ascomycota-unclassified","0.465625","0.5040404","no","45","5","p--Ascomycota-unclassified","p--Ascomycota-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00216","49.93333333","45","0","0.4375","0.314285714","0.388888889","p--Ascomycota-unclassified","0","p--Ascomycota","0.83604986","3.0583E-4","9.56E-5","1.48285E-4","false","0","Ftrad-Otu-00216","839","p--Ascomycota-unclassified","14856","""k--Fungi(100);p--Ascomycota(100);p--Ascomycota-unclassified(100);p--Ascomycota-unclassified(100);p--Ascomycota-unclassified(100);p--Ascomycota-unclassified(100);p--Ascomycota-unclassified(100);""","0.23117284","0.378640777","1.79342E-4"
"10811","2.30872483","0.00120338","k--Fungi-unclassified","0.43313953","0.5978836","no","28","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00098","47.60714286","28","0","0.53125","0.057142857","0.0","k--Fungi-unclassified","0","k--Fungi-unclassified","0.81303931","8.40044E-4","7.63E-5","0.0","false","0","Ftrad-Otu-00098","2900","k--Fungi-unclassified","4612","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.23923187","0.184466019","2.86908E-4"
"10812","2.2114094","0.00838042","k--Fungi-unclassified","0.4522003","0.41463415","no","42","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00108","40.28571429","42","0","0.53125","0.3","0.361111111","k--Fungi-unclassified","0","k--Fungi-unclassified","0.82694151","0.001160475","8.55E-5","1.46604E-4","false","0","Ftrad-Otu-00108","2512","k--Fungi-unclassified","16180","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.19002695","0.393203883","4.40813E-4"
"10814","2.21812081","0.00488591","k--Fungi-unclassified","0.45083207","0.45487805","no","41","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00145","38.14634146","41","0","0.484375","0.214285714","0.347222222","k--Fungi-unclassified","0","k--Fungi-unclassified","0.82598274","9.89281E-4","4.06E-5","1.00055E-4","false","0","Ftrad-Otu-00145","1598","k--Fungi-unclassified","11442","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.17993557","0.344660194","3.56131E-4"
"10815","2.25503356","0.00743946","c--Taphrinomycetes","0.44345238","0.48896632","no","42","5","f--Taphrinaceae","g--Taphrina","false","k--Fungi","Ftrad","Ftrad-Otu-00048","43.4047619","42","0","0.875","0.771428571","0.777777778","o--Taphrinales","0","p--Ascomycota","0.82070949","0.003443503","0.001138953","9.28648E-4","false","0","Ftrad-Otu-00048","9804","s--Taphrina-carpini","11788","""k--Fungi(100);p--Ascomycota(100);c--Taphrinomycetes(100);o--Taphrinales(100);f--Taphrinaceae(100);g--Taphrina(100);s--Taphrina-carpini(100);""","0.22477177","0.805825243","0.001781425"
"10817","1.89261745","0.00920757","c--Dothideomycetes","0.52836879","0.54768583","no","93","5","f--Cucurbitariaceae","g--Pyrenochaetopsis","false","k--Fungi","Ftrad","Ftrad-Otu-00176","66.50537634","93","0","0.28125","0.385714286","0.680555556","o--Pleosporales","0","p--Ascomycota","0.87248322","7.64E-5","1.37057E-4","4.62916E-4","false","0","Ftrad-Otu-00176","1217","s--Pyrenochaetopsis-leptospora","32880","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Cucurbitariaceae(100);g--Pyrenochaetopsis(99);s--Pyrenochaetopsis-leptospora(97);""","0.27368468","0.45631068","2.32108E-4"
"10819","2.26845638","0.00743734","c--Alphaproteobacteria","0.4408284","0.7697479","no","35","5","f--Methylobacteriaceae","g--Methylobacterium","false","k--Bacteria","BacV5","BacV5-Otu-000031","75.31428571","35","0","0.9375","0.942857143","0.958333333","o--Rhizobiales","0","p--Proteobacteria","0.81879195","0.004354994","0.01006932","0.003688308","false","0","BacV5-Otu-000031","15727","g--Methylobacterium-unclassified","15212","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Methylobacteriaceae(100);g--Methylobacterium(100);g--Methylobacterium-unclassified(68);""","0.38216099","0.946601942","0.006063739"
"10820","2.05033557","0.00352928","c--Agaricomycetes","0.48772504","0.61298077","no","65","5","f--Physalacriaceae","g--Cylindrobasidium","false","k--Fungi","Ftrad","Ftrad-Otu-00151","70.15384615","65","0","0.703125","0.714285714","0.597222222","o--Agaricales","0","p--Basidiomycota","0.84995206","0.001906978","0.001558493","1.45662E-4","false","0","Ftrad-Otu-00151","1508","s--Cylindrobasidium-evolvens","13394","""k--Fungi(100);p--Basidiomycota(100);c--Agaricomycetes(100);o--Agaricales(100);f--Physalacriaceae(100);g--Cylindrobasidium(100);s--Cylindrobasidium-evolvens(100);""","0.30769231","0.669902913","0.001172955"
"10822","1.84899329","0.01576445","k--Fungi-unclassified","0.54083485","0.51102865","no","99","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00113","63.1010101","99","0","0.21875","0.242857143","0.805555556","k--Fungi-unclassified","0","k--Fungi-unclassified","0.87871524","1.01711E-4","2.3E-5","0.001025912","false","0","Ftrad-Otu-00113","2369","k--Fungi-unclassified","46914","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.25240404","0.432038835","3.97984E-4"
"10824","2.73825503","4.82E-6","c--Dothideomycetes","0.36519608","0.9","no","5","5","f--Phaeosphaeriaceae","g--Phaeosphaeria","false","k--Fungi","Ftrad","Ftrad-Otu-00158","55.0","5","0","0.609375","0.642857143","0.805555556","o--Pleosporales","0","p--Ascomycota","0.75167785","3.54062E-4","2.4956E-4","3.88245E-4","false","0","Ftrad-Otu-00158","1442","s--Phaeosphaeria-luctuosa","6","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Phaeosphaeriaceae(100);g--Phaeosphaeria(99);s--Phaeosphaeria-luctuosa(82);""","0.46610169","0.689320388","3.30499E-4"
"10826","1.97651007","0.00986097","c--Alphaproteobacteria","0.50594228","0.45134576","no","70","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000290","53.81428571","70","0","0.25","0.428571429","0.277777778","o--Sphingomonadales","0","p--Proteobacteria","0.86049856","2.87393E-4","5.54318E-4","4.1E-5","false","0","BacV5-Otu-000290","783","s--asaccharolytica","31706","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--asaccharolytica(100);""","0.22237308","0.32038835","2.91967E-4"
"10828","2.18120805","0.00351223","k--Fungi-unclassified","0.45846154","0.78509804","no","51","6","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00153","72.52941176","51","0","0.03125","0.0","0.430555556","k--Fungi-unclassified","0","k--Fungi-unclassified","0.83125599","2.28E-6","0.0","7.94905E-4","false","0","Ftrad-Otu-00153","1472","k--Fungi-unclassified","10012","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.35198934","0.160194175","2.78539E-4"
"10830","2.51006711","0.00685922","c--Betaproteobacteria","0.39839572","0.49090909","no","11","5","f--Methylophilaceae","g--Methylotenera","false","k--Bacteria","BacV5","BacV5-Otu-000212","57.36363636","11","0","0.71875","0.6","0.638888889","o--Methylophilales","0","p--Proteobacteria","0.78427613","9.67441E-4","3.86659E-4","2.12277E-4","false","0","BacV5-Otu-000212","1163","s--mobilis","10534","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Methylophilales(100);f--Methylophilaceae(100);g--Methylotenera(100);s--mobilis(95);""","0.36479444","0.650485437","5.06147E-4"
"10831","3.50671141","0.0","c--Betaproteobacteria","0.28516746","0.0","no","1","6","f--Methylophilaceae","g--Methylotenera","false","k--Bacteria","BacV5","BacV5-Otu-000163","11.0","1","0","0.765625","0.842857143","0.847222222","o--Methylophilales","0","p--Proteobacteria","0.64189837","0.001206242","7.071E-4","4.30813E-4","false","0","BacV5-Otu-000163","1821","s--mobilis","0","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Methylophilales(100);f--Methylophilaceae(100);g--Methylotenera(100);s--mobilis(99);""","0.0","0.82038835","7.65607E-4"
"10835","2.15436242","0.0098212","c--Actinobacteria","0.46417445","0.48103608","no","47","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000057","46.42553191","47","0","0.984375","0.942857143","1.0","o--Actinomycetales","0","p--Actinobacteria","0.83509108","0.001886371","0.004087713","0.003441021","false","0","BacV5-Otu-000057","9144","g--Nocardioides-unclassified","19556","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(98);""","0.21394254","0.975728155","0.003177773"
"10836","2.60738255","6.1628E-4","c--Tremellomycetes","0.38352638","0.71428571","no","15","5","f--Filobasidiaceae","g--Filobasidium","false","k--Fungi","Ftrad","Ftrad-Otu-00014","39.2","15","0","0.921875","0.842857143","0.902777778","o--Filobasidiales","0","p--Basidiomycota","0.77037392","0.032140777","0.008682957","0.019842046","false","0","Ftrad-Otu-00014","87504","g--Filobasidium-unclassified","1128","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Filobasidiales(100);f--Filobasidiaceae(100);g--Filobasidium(100);g--Filobasidium-unclassified(99);""","0.31869919","0.888349515","0.019871088"
"10839","2.58389262","4.4936E-4","c--Agaricomycetes","0.38701299","0.64327485","no","19","5","f--Coriolaceae","g--Trametes","false","k--Fungi","Ftrad","Ftrad-Otu-00213","38.52631579","19","0","0.53125","0.585714286","0.430555556","o--Polyporales","0","p--Basidiomycota","0.77372963","2.20507E-4","1.81354E-4","1.26246E-4","false","0","Ftrad-Otu-00213","853","s--Trametes-versicolor","920","""k--Fungi(100);p--Basidiomycota(100);c--Agaricomycetes(100);o--Polyporales(100);f--Coriolaceae(100);g--Trametes(100);s--Trametes-versicolor(89);""","0.2791762","0.514563107","1.74257E-4"
"10841","1.98322148","0.02169361","c--Actinobacteria","0.50423012","0.36910198","no","73","5","f--Microbacteriaceae","f--Microbacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000157","44.79452055","73","0","0.328125","0.871428571","0.416666667","o--Actinomycetales","0","p--Actinobacteria","0.85953979","2.49897E-4","0.001777052","1.72128E-4","false","0","BacV5-Otu-000157","1929","f--Microbacteriaceae-unclassified","44574","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);f--Microbacteriaceae-unclassified(83);f--Microbacteriaceae-unclassified(83);""","0.18664384","0.54368932","7.41652E-4"
"10842","2.25167785","9.4862E-4","c--Alphaproteobacteria","0.44411326","0.70362903","no","32","5","f--Aurantimonadaceae","f--Aurantimonadaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000053","73.09375","32","0","0.9375","0.928571429","0.75","o--Rhizobiales","0","p--Proteobacteria","0.82118888","0.003355175","0.005463862","0.001958183","false","0","BacV5-Otu-000053","9926","f--Aurantimonadaceae-unclassified","3102","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Aurantimonadaceae(100);f--Aurantimonadaceae-unclassified(100);f--Aurantimonadaceae-unclassified(100);""","0.35482403","0.868932039","0.00358345"
"10844","2.02684564","0.00285967","p--Basidiomycota-unclassified","0.49337748","0.65674044","no","71","5","p--Basidiomycota-unclassified","p--Basidiomycota-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00131","70.98591549","71","0","0.359375","0.6","0.875","p--Basidiomycota-unclassified","0","p--Basidiomycota","0.85330777","1.5338E-4","1.91369E-4","5.19701E-4","false","0","Ftrad-Otu-00131","1949","p--Basidiomycota-unclassified","12544","""k--Fungi(100);p--Basidiomycota(100);p--Basidiomycota-unclassified(100);p--Basidiomycota-unclassified(100);p--Basidiomycota-unclassified(100);p--Basidiomycota-unclassified(100);p--Basidiomycota-unclassified(100);""","0.30863442","0.621359223","2.94324E-4"
"10849","2.34899329","0.0027115","c--Actinobacteria","0.42571429","0.47044335","yes","29","5","f--Nocardioidaceae","g--Marmoricola","false","k--Bacteria","BacV5","BacV5-Otu-000013","40.06896552","29","0","1.0","0.985714286","1.0","o--Actinomycetales","0","p--Actinobacteria","0.80728667","0.007841598","0.013723909","0.018685893","false","0","BacV5-Otu-000013","40157","s--korecus","6558","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Marmoricola(100);s--korecus(68);""","0.2131328","0.995145631","0.01363068"
"10851","2.36577181","0.00233895","c--Betaproteobacteria","0.42269504","0.48029557","no","29","5","f--Oxalobacteraceae","g--Massilia","false","k--Bacteria","BacV5","BacV5-Otu-000069","39.82758621","29","0","0.625","0.928571429","0.986111111","o--Burkholderiales","0","p--Proteobacteria","0.80488974","5.95014E-4","0.001773991","0.003342437","false","0","BacV5-Otu-000069","6177","g--Massilia-unclassified","5754","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);g--Massilia(91);g--Massilia-unclassified(88);""","0.22126437","0.854368932","0.001955902"
"10854","2.03691275","0.0073515","c--Leotiomycetes","0.49093904","0.55970149","no","68","5","o--Helotiales-unclassified","o--Helotiales-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00106","65.57352941","68","0","0.59375","0.828571429","0.458333333","o--Helotiales","0","p--Ascomycota","0.85186961","3.96023E-4","0.002134174","1.38855E-4","false","0","Ftrad-Otu-00106","2657","o--Helotiales-unclassified","20898","""k--Fungi(100);p--Ascomycota(100);c--Leotiomycetes(99);o--Helotiales(99);o--Helotiales-unclassified(99);o--Helotiales-unclassified(99);o--Helotiales-unclassified(99);""","0.29014836","0.626213592","8.96773E-4"
"10856","1.85234899","0.01135168","c--Alphaproteobacteria","0.53985507","0.55286935","no","91","5","f--Sphingomonadaceae","g--Kaistobacter","false","k--Bacteria","BacV5","BacV5-Otu-000040","65.03296703","91","0","0.9375","0.871428571","1.0","o--Sphingomonadales","0","p--Proteobacteria","0.87823586","0.00147142","0.001490615","0.007810713","false","0","BacV5-Otu-000040","12448","g--Kaistobacter-unclassified","39348","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Kaistobacter(100);g--Kaistobacter-unclassified(100);""","0.25206576","0.936893204","0.003693618"
"10858","2.0","0.01744536","c--Gammaproteobacteria","0.5","0.53757867","yes","74","5","f--Pseudomonadaceae","g--Pseudomonas","false","k--Bacteria","BacV5","BacV5-Otu-000008","62.98648649","74","0","0.984375","1.0","1.0","o--Pseudomonadales","0","p--Proteobacteria","0.85714286","0.009011163","0.026459856","0.041318633","false","0","BacV5-Otu-000008","96102","g--Pseudomonas-unclassified","39598","""k--Bacteria(100);p--Proteobacteria(100);c--Gammaproteobacteria(100);o--Pseudomonadales(100);f--Pseudomonadaceae(100);g--Pseudomonas(100);g--Pseudomonas-unclassified(76);""","0.26354178","0.995145631","0.026232262"
"10859","2.19463087","0.0011297","c--Oomycetes(100)","0.45565749","0.73129252","no","49","6","f--Peronosporaceae(100)","g--Hyaloperonospora(100)","false","k--Stramenopila(100)","Otrad","Otrad-Otu-00024","68.0","49","0","0.671875","0.785714286","0.444444444","o--Peronosporales(100)","0","p--Oomycota(100)","0.82933845","0.003152232","0.00233964","0.003193448","false","0","Otrad-Otu-00024","10975","g--Hyaloperonospora-unclassified(100)","4302","""k--Stramenopila(100);p--Oomycota(100);c--Oomycetes(100);o--Peronosporales(100);f--Peronosporaceae(100);g--Hyaloperonospora(100);g--Hyaloperonospora-unclassified(100);""","0.33009709","0.631067961","0.002890514"
"10861","2.26174497","0.00158476","c--Actinobacteria","0.4421365","0.59536542","no","34","5","o--Actinomycetales-unclassified","o--Actinomycetales-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000175","58.35294118","34","0","0.265625","0.671428571","0.361111111","o--Actinomycetales","0","p--Actinobacteria","0.81975072","3.34378E-4","0.001440363","4.536E-4","false","0","BacV5-Otu-000175","1611","o--Actinomycetales-unclassified","5440","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);o--Actinomycetales-unclassified(99);o--Actinomycetales-unclassified(99);o--Actinomycetales-unclassified(99);""","0.28887595","0.436893204","7.51868E-4"
"10865","2.40939597","0.00786601","c--Tremellomycetes","0.41504178","0.48550725","no","24","5","f--Piskurozymaceae","g--Solicoccozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00185","38.54166667","24","0","0.546875","0.571428571","0.527777778","o--Filobasidiales","0","p--Basidiomycota","0.79865772","6.68092E-4","2.60756E-4","1.57345E-4","false","0","Ftrad-Otu-00185","1162","s--Solicoccozyma-aeria","15630","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Filobasidiales(100);f--Piskurozymaceae(100);g--Solicoccozyma(100);s--Solicoccozyma-aeria(100);""","0.21629213","0.548543689","3.51164E-4"
"10866","2.37583893","0.00332637","c--Microbotryomycetes","0.42090395","0.49802372","no","23","5","f--Leucosporidiaceae","g--Leucosporidium","false","k--Fungi","Ftrad","Ftrad-Otu-00020","36.56521739","23","0","0.8125","0.728571429","0.569444444","o--Leucosporidiales","0","p--Basidiomycota","0.80345158","0.037660418","0.005343626","0.002409598","false","0","Ftrad-Otu-00020","44845","s--Leucosporidium-golubevii","5018","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Leucosporidiales(100);f--Leucosporidiaceae(100);g--Leucosporidium(100);s--Leucosporidium-golubevii(100);""","0.19980993","0.699029126","0.014358309"
"10868","2.18791946","0.00604906","c--Alphaproteobacteria","0.45705521","0.43434343","no","45","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000042","43.86666667","45","0","0.84375","0.285714286","0.111111111","o--Sphingomonadales","0","p--Proteobacteria","0.83029722","0.018011283","0.001396763","8.73E-5","false","0","BacV5-Otu-000042","12185","g--Sphingomonas-unclassified","16452","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(99);g--Sphingomonas-unclassified(99);""","0.20594679","0.398058252","0.006100889"
"10871","2.60738255","0.00543371","c--Betaproteobacteria","0.38352638","0.24761905","no","15","5","f--Comamonadaceae","g--Methylibium","false","k--Bacteria","BacV5","BacV5-Otu-000034","16.86666667","15","0","0.96875","0.971428571","0.986111111","o--Burkholderiales","0","p--Proteobacteria","0.77037392","0.004412969","0.003528029","0.005610669","false","0","BacV5-Otu-000034","13631","g--Methylibium-unclassified","6452","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);g--Methylibium(84);g--Methylibium-unclassified(83);""","0.13602151","0.975728155","0.004530875"
