"SUID","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Core","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","Locus","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ocurrence.y1","Ocurrence.y2","Ocurrence.y3","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","Relative.abundance.y1","Relative.abundance.y2","Relative.abundance.y3","selected","SelfLoops","shared name","size","Species","Stress","Taxonomy","TopologicalCoefficient","TotalOcurrence","TotalRelativeabundance"
"11344","2.18791946","0.00167969","c--Dothideomycetes","0.45705521","0.69494949","yes","45","5","f--Cladosporiaceae","g--Cladosporium","false","k--Fungi","Ftrad","Ftrad-Otu-00004","71.48888889","45","0","1.0","1.0","1.0","o--Capnodiales","0","p--Ascomycota","0.83029722","0.024424059","0.032637022","0.067945412","false","0","Ftrad-Otu-00004","242261","s--Cladosporium-allicinum","5812","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Capnodiales(100);f--Cladosporiaceae(100);g--Cladosporium(100);s--Cladosporium-allicinum(95);""","0.3420521","1.0","0.042426218"
"11347","2.46644295","7.078E-5","c--Actinobacteria","0.40544218","0.84615385","no","14","5","f--Nocardioidaceae","g--Friedmanniella","false","k--Bacteria","BacV5","BacV5-Otu-000262","69.78571429","14","0","0.609375","0.714285714","0.680555556","o--Actinomycetales","0","p--Actinobacteria","0.79050815","3.42153E-4","4.64042E-4","2.74664E-4","false","0","BacV5-Otu-000262","914","g--Friedmanniella-unclassified","146","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(99);g--Friedmanniella(97);g--Friedmanniella-unclassified(97);""","0.41787853","0.669902913","3.59983E-4"
"11371","2.49328859","6.9771E-4","c--Alphaproteobacteria","0.40107672","0.45714286","no","15","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000039","37.33333333","15","0","0.75","0.957142857","0.833333333","o--Sphingomonadales","0","p--Proteobacteria","0.78667306","0.002958988","0.005970559","0.005478341","false","0","BacV5-Otu-000039","12584","s--echinoides","1250","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--echinoides(96);""","0.22903885","0.849514563","0.004862888"
"11378","2.93288591","5.227E-5","c--Acidimicrobiia","0.3409611","0.33333333","no","3","6","f--C111","f--C111-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000219","32.0","3","0","0.8125","0.628571429","0.861111111","o--Acidimicrobiales","0","p--Actinobacteria","0.72387344","4.4438E-4","1.87496E-4","5.52731E-4","false","0","BacV5-Otu-000219","1095","f--C111-unclassified","80","""k--Bacteria(100);p--Actinobacteria(100);c--Acidimicrobiia(100);o--Acidimicrobiales(100);f--C111(100);f--C111-unclassified(100);f--C111-unclassified(100);""","0.38617886","0.766990291","3.94959E-4"
"11397","2.61073826","3.9967E-4","c--Actinobacteria","0.38303342","0.51515152","no","12","5","f--Intrasporangiaceae","g--Oryzihumus","false","k--Bacteria","BacV5","BacV5-Otu-000195","34.75","12","0","0.6875","0.828571429","0.930555556","o--Actinomycetales","0","p--Actinobacteria","0.76989453","2.2596E-4","6.005E-4","5.49219E-4","false","0","BacV5-Otu-000195","1346","s--leptocrescens","570","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Intrasporangiaceae(100);g--Oryzihumus(82);s--leptocrescens(82);""","0.26526718","0.82038835","4.66215E-4"
"11419","2.44630872","0.00343425","k--Fungi-unclassified","0.40877915","0.75324675","no","22","6","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00079","68.13636364","22","0","0.453125","0.228571429","0.055555556","k--Fungi-unclassified","0","k--Fungi-unclassified","0.79338447","0.001291225","7.01296E-4","2.6E-6","false","0","Ftrad-Otu-00079","4110","k--Fungi-unclassified","9114","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.41046002","0.237864078","6.4037E-4"
"11452","2.89597315","6.4759E-4","c--Betaproteobacteria","0.34530707","0.5","no","9","5","o--SC-I-84-unclassified","o--SC-I-84-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000131","19.77777778","9","0","0.921875","0.857142857","0.972222222","o--SC-I-84","0","p--Proteobacteria","0.72914669","9.9078E-4","7.00469E-4","9.51636E-4","false","0","BacV5-Otu-000131","2433","o--SC-I-84-unclassified","622","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--SC-I-84(100);o--SC-I-84-unclassified(100);o--SC-I-84-unclassified(100);o--SC-I-84-unclassified(100);""","0.25356125","0.917475728","8.78449E-4"
"11455","2.37583893","0.00221537","c--Alphaproteobacteria","0.42090395","0.56916996","no","23","5","f--Aurantimonadaceae","f--Aurantimonadaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000213","54.69565217","23","0","0.4375","0.628571429","0.305555556","o--Rhizobiales","0","p--Proteobacteria","0.80345158","3.48162E-4","6.88892E-4","2.58222E-4","false","0","BacV5-Otu-000213","1161","f--Aurantimonadaceae-unclassified","5276","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Aurantimonadaceae(100);f--Aurantimonadaceae-unclassified(97);f--Aurantimonadaceae-unclassified(97);""","0.29725898","0.45631068","4.32509E-4"
"11492","3.22818792","1.2071E-4","c--MB-A2-108","0.30977131","0.33333333","no","3","6","o--0319-7L14-unclassified","o--0319-7L14-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000169","11.0","3","0","0.953125","0.857142857","0.875","o--0319-7L14","0","p--Actinobacteria","0.68168744","7.08308E-4","4.97022E-4","6.6626E-4","false","0","BacV5-Otu-000169","1710","o--0319-7L14-unclassified","90","""k--Bacteria(100);p--Actinobacteria(100);c--MB-A2-108(100);o--0319-7L14(100);o--0319-7L14-unclassified(100);o--0319-7L14-unclassified(100);o--0319-7L14-unclassified(100);""","0.39506173","0.893203883","6.21815E-4"
"11496","3.28187919","7.811E-5","c--Deltaproteobacteria","0.30470348","0.0","no","3","6","o--Spirobacillales-unclassified","o--Spirobacillales-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000160","8.0","3","0","0.625","0.585714286","0.736111111","o--Spirobacillales","0","p--Proteobacteria","0.67401726","5.0477E-4","3.65502E-4","0.001150652","false","0","BacV5-Otu-000160","1877","o--Spirobacillales-unclassified","40","""k--Bacteria(100);p--Proteobacteria(100);c--Deltaproteobacteria(100);o--Spirobacillales(100);o--Spirobacillales-unclassified(100);o--Spirobacillales-unclassified(100);o--Spirobacillales-unclassified(100);""","0.35","0.650485437","6.83191E-4"
"11536","2.60738255","5.95E-6","c--Betaproteobacteria","0.38352638","0.76190476","no","7","6","f--Comamonadaceae","f--Comamonadaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000066","69.71428571","7","0","0.9375","0.928571429","0.930555556","o--Burkholderiales","0","p--Proteobacteria","0.77037392","0.002557688","0.002418668","0.0023463","false","0","BacV5-Otu-000066","6517","f--Comamonadaceae-unclassified","16","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);f--Comamonadaceae-unclassified(79);f--Comamonadaceae-unclassified(79);""","0.5088634","0.932038835","0.002436565"
"11545","2.2147651","0.00365642","c--Tremellomycetes","0.45151515","0.56545209","no","39","5","f--Bulleribasidiaceae","g--Vishniacozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00058","49.64102564","39","0","0.828125","0.642857143","0.694444444","o--Tremellales","0","p--Basidiomycota","0.82646213","0.003705744","9.72496E-4","7.27751E-4","false","0","Ftrad-Otu-00058","6048","s--Vishniacozyma-tephrensis","8650","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Tremellales(100);f--Bulleribasidiaceae(100);g--Vishniacozyma(100);s--Vishniacozyma-tephrensis(100);""","0.24215134","0.718446602","0.001736118"
"11548","2.51342282","0.00269292","c--Alphaproteobacteria","0.39786382","0.5","no","13","5","f--Hyphomicrobiaceae","g--Devosia","false","k--Bacteria","BacV5","BacV5-Otu-000254","45.07692308","13","0","0.640625","0.8","0.708333333","o--Rhizobiales","0","p--Proteobacteria","0.78379674","3.81376E-4","4.43036E-4","2.38681E-4","false","0","BacV5-Otu-000254","938","g--Devosia-unclassified","4282","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Hyphomicrobiaceae(100);g--Devosia(100);g--Devosia-unclassified(100);""","0.28895464","0.718446602","3.52455E-4"
"11550","2.59731544","0.00137036","c--Alphaproteobacteria","0.38501292","0.30555556","no","9","5","f--Phyllobacteriaceae","f--Phyllobacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000154","31.22222222","9","0","0.828125","0.785714286","0.902777778","o--Rhizobiales","0","p--Proteobacteria","0.77181208","4.10644E-4","6.55178E-4","8.01965E-4","false","0","BacV5-Otu-000154","1989","f--Phyllobacteriaceae-unclassified","2232","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Phyllobacteriaceae(100);f--Phyllobacteriaceae-unclassified(100);f--Phyllobacteriaceae-unclassified(100);""","0.22789943","0.839805825","6.30511E-4"
"11562","2.64765101","7.7244E-4","c--Betaproteobacteria","0.37769328","0.46666667","no","6","5","f--Methylophilaceae","f--Methylophilaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000052","50.5","6","0","0.984375","0.914285714","0.986111111","o--Methylophilales","0","p--Proteobacteria","0.76462128","0.004432532","0.002792063","0.00271454","false","0","BacV5-Otu-000052","9953","f--Methylophilaceae-unclassified","674","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Methylophilales(100);f--Methylophilaceae(100);f--Methylophilaceae-unclassified(51);f--Methylophilaceae-unclassified(51);""","0.39147287","0.961165049","0.003274628"
"11564","3.26510067","0.0","c--Oomycetes(100)","0.30626927","0.0","no","1","6","f--Pythiaceae(100)","g--Pythium(100)","false","k--Stramenopila(100)","Otrad","Otrad-Otu-00005","35.0","1","0","0.328125","0.214285714","0.236111111","o--Pythiales(100)","0","p--Oomycota(100)","0.67641419","0.029213279","0.012701006","0.025050602","false","0","Otrad-Otu-00005","39229","s--Pythium-sp(100)","0","""k--Stramenopila(100);p--Oomycota(100);c--Oomycetes(100);o--Pythiales(100);f--Pythiaceae(100);g--Pythium(100);s--Pythium-sp(100);""","0.0","0.257281553","0.022147397"
"11570","2.55369128","0.00194058","c--Microbotryomycetes","0.39159001","0.48717949","yes","13","6","f--Sporidiobolaceae","g--Sporidiobolus","false","k--Fungi","Ftrad","Ftrad-Otu-00002","51.92307692","13","0","0.984375","0.985714286","1.0","o--Sporidiobolales","0","p--Basidiomycota","0.7780441","0.040310626","0.049968758","0.111678476","false","0","Ftrad-Otu-00002","409326","s--Sporidiobolus-metaroseus","4228","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Sporidiobolales(100);f--Sporidiobolaceae(100);g--Sporidiobolus(99);s--Sporidiobolus-metaroseus(99);""","0.35321821","0.990291262","0.068536618"
"11586","2.83892617","3.4211E-4","c--Leotiomycetes","0.35224586","0.23809524","no","7","6","f--Helotiaceae","g--Tetracladium","false","k--Fungi","Ftrad","Ftrad-Otu-00038","25.57142857","7","0","0.921875","0.785714286","0.861111111","o--Helotiales","0","p--Ascomycota","0.73729626","0.006974883","0.002298062","0.001489511","false","0","Ftrad-Otu-00038","15240","g--Tetracladium-unclassified","600","""k--Fungi(100);p--Ascomycota(100);c--Leotiomycetes(91);o--Helotiales(91);f--Helotiaceae(91);g--Tetracladium(91);g--Tetracladium-unclassified(75);""","0.27795031","0.854368932","0.003468454"
"11590","2.34228188","0.00290463","c--Betaproteobacteria","0.4269341","0.62450593","no","23","5","f--Comamonadaceae","g--Methylibium","false","k--Bacteria","BacV5","BacV5-Otu-000171","64.69565217","23","0","0.875","0.814285714","0.902777778","o--Burkholderiales","0","p--Proteobacteria","0.80824545","8.45461E-4","6.41601E-4","3.70218E-4","false","0","BacV5-Otu-000171","1675","s--petroleiphilum","7348","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);g--Methylibium(100);s--petroleiphilum(52);""","0.34970623","0.86407767","6.10084E-4"
"11597","2.63087248","0.00252877","c--Microbotryomycetes","0.38010204","0.3","no","5","5","f--Leucosporidiaceae","g--Leucosporidium","false","k--Fungi","Ftrad","Ftrad-Otu-00027","42.8","5","0","0.625","0.5","0.180555556","o--Leucosporidiales","0","p--Basidiomycota","0.76701822","0.01340535","0.0017932","1.56569E-4","false","0","Ftrad-Otu-00027","29392","s--Leucosporidium-intermedium","2714","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Leucosporidiales(100);f--Leucosporidiaceae(100);g--Leucosporidium(100);s--Leucosporidium-intermedium(100);""","0.31791045","0.427184466","0.004828832"
"11610","2.47315436","0.00241946","c--Dothideomycetes","0.40434193","0.52105263","no","20","5","f--Dissoconiaceae","g--Dissoconium","false","k--Fungi","Ftrad","Ftrad-Otu-00107","41.15","20","0","0.609375","0.457142857","0.819444444","o--Capnodiales","0","p--Ascomycota","0.78954938","5.20722E-4","1.59003E-4","6.11974E-4","false","0","Ftrad-Otu-00107","2590","s--Dissoconium-aciculare","4208","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Capnodiales(100);f--Dissoconiaceae(100);g--Dissoconium(100);s--Dissoconium-aciculare(89);""","0.26012658","0.631067961","4.29702E-4"
"11614","3.09395973","0.0","c--Thermoleophilia","0.32321041","1.0","no","4","6","o--Solirubrobacterales-unclassified","o--Solirubrobacterales-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000230","20.75","4","0","0.953125","0.657142857","0.888888889","o--Solirubrobacterales","0","p--Actinobacteria","0.7008629","5.92869E-4","2.42502E-4","4.47913E-4","false","0","BacV5-Otu-000230","1051","o--Solirubrobacterales-unclassified","0","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Solirubrobacterales(100);o--Solirubrobacterales-unclassified(100);o--Solirubrobacterales-unclassified(100);o--Solirubrobacterales-unclassified(100);""","0.40686275","0.830097087","4.23148E-4"
"11619","2.80872483","2.29E-5","c--Dothideomycetes","0.35603345","0.80952381","no","7","5","f--Phaeosphaeriaceae","f--Phaeosphaeriaceae-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00060","37.42857143","7","0","0.828125","0.785714286","0.958333333","o--Pleosporales","0","p--Ascomycota","0.74161074","0.001184967","9.29363E-4","0.001135042","false","0","Ftrad-Otu-00060","5820","f--Phaeosphaeriaceae-unclassified","30","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Phaeosphaeriaceae(100);f--Phaeosphaeriaceae-unclassified(95);f--Phaeosphaeriaceae-unclassified(95);""","0.40245776","0.859223301","0.001080661"
"11636","2.53691275","0.00702969","c--Dothideomycetes","0.39417989","0.6","no","11","5","f--Didymellaceae","g--Epicoccum","false","k--Fungi","Ftrad","Ftrad-Otu-00030","56.18181818","11","0","0.921875","0.942857143","0.986111111","o--Pleosporales","0","p--Ascomycota","0.78044104","0.006141048","0.005146221","0.004828759","false","0","Ftrad-Otu-00030","23510","s--Epicoccum-nigrum","9988","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Pleosporales(100);f--Didymellaceae(100);g--Epicoccum(97);s--Epicoccum-nigrum(96);""","0.38095238","0.951456311","0.005344336"
"11657","2.96644295","0.0","c--Deltaproteobacteria","0.33710407","1.0","no","3","6","f--Cystobacterineae","f--Cystobacterineae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000110","33.33333333","3","0","0.203125","0.542857143","0.625","o--Myxococcales","0","p--Proteobacteria","0.71907958","5.29E-5","0.001341366","8.65424E-4","false","0","BacV5-Otu-000110","3024","f--Cystobacterineae-unclassified","0","""k--Bacteria(100);p--Proteobacteria(100);c--Deltaproteobacteria(100);o--Myxococcales(100);f--Cystobacterineae(100);f--Cystobacterineae-unclassified(100);f--Cystobacterineae-unclassified(100);""","0.47619048","0.466019417","7.74732E-4"
"11699","2.85234899","2.252E-5","c--Tremellomycetes","0.35058824","0.66666667","no","3","6","f--Holtermanniales-fam-Incertae-sedis","g--Holtermanniella","false","k--Fungi","Ftrad","Ftrad-Otu-00033","43.0","3","0","0.671875","0.728571429","0.75","o--Holtermanniales","0","p--Basidiomycota","0.73537872","0.00438934","0.003599349","0.004251424","false","0","Ftrad-Otu-00033","20588","s--Holtermanniella-sp","30","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Holtermanniales(100);f--Holtermanniales-fam-Incertae-sedis(100);g--Holtermanniella(100);s--Holtermanniella-sp(97);""","0.46236559","0.718446602","0.004072693"
"11710","3.52348993","0.00671141","c--Thermoleophilia","0.28380952","0.5","no","4","6","f--Gaiellaceae","f--Gaiellaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000123","9.0","4","0","0.921875","0.842857143","0.972222222","o--Gaiellales","0","p--Actinobacteria","0.63950144","0.001239106","6.78248E-4","8.65416E-4","false","0","BacV5-Otu-000123","2550","f--Gaiellaceae-unclassified","13990","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Gaiellales(100);f--Gaiellaceae(100);f--Gaiellaceae-unclassified(100);f--Gaiellaceae-unclassified(100);""","0.46052632","0.912621359","9.17913E-4"
"11711","4.52013423","0.0","c--Deinococci","0.22123237","0.0","no","1","7","f--Deinococcaceae","g--Deinococcus","false","k--Bacteria","BacV5","BacV5-Otu-000124","4.0","1","0","0.8125","0.857142857","0.680555556","o--Deinococcales","0","p--[Thermi]","0.49712368","6.12491E-4","9.617E-4","8.67833E-4","false","0","BacV5-Otu-000124","2549","g--Deinococcus-unclassified","0","""k--Bacteria(100);p--[Thermi](100);c--Deinococci(100);o--Deinococcales(100);f--Deinococcaceae(100);g--Deinococcus(100);g--Deinococcus-unclassified(100);""","0.0","0.781553398","8.204E-4"
"11718","3.49328859","8.83E-6","c--Betaproteobacteria","0.28626321","0.66666667","no","3","6","f--Comamonadaceae","g--Methylibium","false","k--Bacteria","BacV5","BacV5-Otu-000130","12.33333333","3","0","0.828125","0.814285714","0.930555556","o--Burkholderiales","0","p--Proteobacteria","0.64381592","7.64156E-4","5.27766E-4","0.001142539","false","0","BacV5-Otu-000130","2458","g--Methylibium-unclassified","12","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);g--Methylibium(59);g--Methylibium-unclassified(59);""","0.53623188","0.859223301","8.1608E-4"
"11752","2.52013423","0.00389396","c--Betaproteobacteria","0.39680426","0.31818182","no","12","4","f--Oxalobacteraceae","f--Oxalobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000158","31.5","12","0","0.765625","0.728571429","0.875","o--Burkholderiales","0","p--Proteobacteria","0.78283797","7.37627E-4","4.81657E-4","8.1502E-4","false","0","BacV5-Otu-000158","1927","f--Oxalobacteraceae-unclassified","4342","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);f--Oxalobacteraceae-unclassified(93);f--Oxalobacteraceae-unclassified(93);""","0.20860927","0.791262136","6.77697E-4"
"11793","2.56040268","0.00257882","c--Gammaproteobacteria","0.39056356","0.42424242","no","12","5","f--Xanthomonadaceae","g--Arenimonas","false","k--Bacteria","BacV5","BacV5-Otu-000073","31.25","12","0","0.96875","0.928571429","0.986111111","o--Xanthomonadales","0","p--Proteobacteria","0.77708533","0.002338659","0.002217849","0.001826704","false","0","BacV5-Otu-000073","5949","g--Arenimonas-unclassified","4910","""k--Bacteria(100);p--Proteobacteria(100);c--Gammaproteobacteria(100);o--Xanthomonadales(100);f--Xanthomonadaceae(100);g--Arenimonas(86);g--Arenimonas-unclassified(86);""","0.21853147","0.961165049","0.002118671"
"11826","2.31208054","1.2408E-4","c--Alphaproteobacteria","0.43251089","0.85517241","no","30","6","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000067","77.63333333","30","0","0.734375","0.714285714","0.472222222","o--Sphingomonadales","0","p--Proteobacteria","0.81255992","0.003523699","0.003680161","0.001781491","false","0","BacV5-Otu-000067","6494","s--wittichii","818","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--wittichii(99);""","0.40645724","0.63592233","0.002967938"
"11857","3.08724832","0.0","c--Oomycetes(100)","0.32391304","1.0","no","2","5","f--Pythiaceae(100)","g--Pythium(100)","false","k--Stramenopila(100)","Otrad","Otrad-Otu-00008","20.0","2","0","0.3125","0.514285714","0.277777778","o--Pythiales(100)","0","p--Oomycota(100)","0.70182167","0.017573624","0.025519752","0.016401825","false","0","Otrad-Otu-00008","31975","s--Pythium-sp(100)","0","""k--Stramenopila(100);p--Oomycota(100);c--Oomycetes(100);o--Pythiales(100);f--Pythiaceae(100);g--Pythium(100);s--Pythium-sp(100);""","0.52631579","0.368932039","0.019864204"
"11898","2.73154362","0.00188235","c--Flavobacteriia","0.36609337","0.0","no","3","5","f--Flavobacteriaceae","g--Flavobacterium","false","k--Bacteria","BacV5","BacV5-Otu-000045","37.66666667","3","0","0.90625","0.871428571","0.986111111","o--Flavobacteriales","0","p--Bacteroidetes","0.75263663","0.003025614","0.0042543","0.004290672","false","0","BacV5-Otu-000045","11510","s--succinicans","1904","""k--Bacteria(100);p--Bacteroidetes(100);c--Flavobacteriia(100);o--Flavobacteriales(100);f--Flavobacteriaceae(100);g--Flavobacterium(100);s--succinicans(91);""","0.33333333","0.922330097","0.003885285"
"11933","2.7852349","0.00706251","c--Gemm-1","0.35903614","0.12727273","no","11","5","c--Gemm-1-unclassified","c--Gemm-1-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000102","11.72727273","11","0","0.9375","0.9","0.986111111","c--Gemm-1-unclassified","0","p--Gemmatimonadetes","0.74496644","0.001262763","9.88884E-4","0.0015079","false","0","BacV5-Otu-000102","3481","c--Gemm-1-unclassified","9052","""k--Bacteria(100);p--Gemmatimonadetes(100);c--Gemm-1(100);c--Gemm-1-unclassified(100);c--Gemm-1-unclassified(100);c--Gemm-1-unclassified(100);c--Gemm-1-unclassified(100);""","0.13475936","0.941747573","0.001255376"
"11934","2.67785235","0.00279113","c--Thermoleophilia","0.37343358","0.42222222","no","10","5","f--Gaiellaceae","f--Gaiellaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000168","25.2","10","0","0.875","0.8","0.944444444","o--Gaiellales","0","p--Actinobacteria","0.76030681","8.01717E-4","4.29462E-4","7.26539E-4","false","0","BacV5-Otu-000168","1736","f--Gaiellaceae-unclassified","8494","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Gaiellales(100);f--Gaiellaceae(100);f--Gaiellaceae-unclassified(100);f--Gaiellaceae-unclassified(100);""","0.21176471","0.873786408","6.48947E-4"
"11991","2.82214765","0.0","c--Alphaproteobacteria","0.35434007","1.0","no","2","6","f--Methylobacteriaceae","g--Methylobacterium","false","k--Bacteria","BacV5","BacV5-Otu-000036","97.5","2","0","0.953125","0.785714286","0.888888889","o--Rhizobiales","0","p--Proteobacteria","0.73969319","0.00960492","0.004554639","0.002926405","false","0","BacV5-Otu-000036","13059","s--adhaesivum","0","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Methylobacteriaceae(100);g--Methylobacterium(100);s--adhaesivum(98);""","0.9375","0.873786408","0.005554567"
"12024","2.65100671","1.444E-5","c--Microbotryomycetes","0.37721519","0.7","no","5","6","f--Leucosporidiaceae","g--Leucosporidium","false","k--Fungi","Ftrad","Ftrad-Otu-00015","65.2","5","0","0.78125","0.9","0.666666667","o--Leucosporidiales","0","p--Basidiomycota","0.7641419","0.025907485","0.0217864","0.003384633","false","0","Ftrad-Otu-00015","84857","g--Leucosporidium-unclassified","62","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Leucosporidiales(100);f--Leucosporidiaceae(100);g--Leucosporidium(98);g--Leucosporidium-unclassified(98);""","0.48656716","0.781553398","0.016635051"
"12036","2.53355705","2.87E-6","c--Gammaproteobacteria","0.39470199","0.97802198","no","14","6","f--Alteromonadaceae","g--Cellvibrio","false","k--Bacteria","BacV5","BacV5-Otu-000253","83.92857143","14","0","0.609375","0.485714286","0.319444444","o--Alteromonadales","0","p--Proteobacteria","0.78092042","3.77764E-4","1.51394E-4","4.58335E-4","false","0","BacV5-Otu-000253","944","g--Cellvibrio-unclassified","16","""k--Bacteria(100);p--Proteobacteria(100);c--Gammaproteobacteria(100);o--Alteromonadales(100);f--Alteromonadaceae(100);g--Cellvibrio(100);g--Cellvibrio-unclassified(100);""","0.55216165","0.466019417","3.29003E-4"
"12055","2.73825503","0.0","c--Actinobacteria","0.36519608","1.0","no","4","6","f--Microbacteriaceae","f--Microbacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000075","75.0","4","0","0.921875","0.8","0.805555556","o--Actinomycetales","0","p--Actinobacteria","0.75167785","0.002958523","0.001028715","0.001869557","false","0","BacV5-Otu-000075","5623","f--Microbacteriaceae-unclassified","0","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);f--Microbacteriaceae-unclassified(85);f--Microbacteriaceae-unclassified(85);""","0.66964286","0.839805825","0.001922154"
"12059","2.99328859","1.0556E-4","c--Mortierellomycetes","0.33408072","0.4","no","5","6","f--Mortierellaceae","g--Mortierella","false","k--Fungi","Ftrad","Ftrad-Otu-00044","23.8","5","0","0.5625","0.471428571","0.416666667","o--Mortierellales","0","p--Mortierellomycota","0.71524449","5.09052E-4","3.48067E-4","0.004867239","false","0","Ftrad-Otu-00044","10884","s--Mortierella-sarnyensis","102","""k--Fungi(100);p--Mortierellomycota(100);c--Mortierellomycetes(100);o--Mortierellales(100);f--Mortierellaceae(100);g--Mortierella(100);s--Mortierella-sarnyensis(99);""","0.35757576","0.480582524","0.001977598"
"12087","3.12080537","0.01348345","c--Thermoleophilia","0.32043011","0.0","no","3","5","f--Patulibacteraceae","g--Patulibacter","false","k--Bacteria","BacV5","BacV5-Otu-000077","13.66666667","3","0","0.859375","0.757142857","0.930555556","o--Solirubrobacterales","0","p--Actinobacteria","0.6970278","0.001914493","0.001003161","0.002766301","false","0","BacV5-Otu-000077","5504","g--Patulibacter-unclassified","20308","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Solirubrobacterales(100);f--Patulibacteraceae(100);g--Patulibacter(100);g--Patulibacter-unclassified(100);""","0.34234234","0.849514563","0.001902536"
