Ftrad_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
Ftrad_Otu_00999	59	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_01000	59	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(99);o__Tremellales(99);f__Bulleraceae(90);g__Bullera(90);s__Bullera_crocea(90);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_01001	59	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Chaetomium(100);g__Chaetomium_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	g__Chaetomium_unclassified
Ftrad_Otu_01002	59	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_01003	59	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_01004	59	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Marasmiaceae(100);g__Marasmius(100);s__Marasmius_limosus(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Marasmius	s__Marasmius_limosus
Ftrad_Otu_01006	58	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Thyridariaceae(100);g__unclassified_Thyridariaceae(100);s__Thyridariaceae_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	g__unclassified_Thyridariaceae	s__Thyridariaceae_sp
Ftrad_Otu_01008	58	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_01009	58	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_01011	58	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified	o__Pleosporales_unclassified
Ftrad_Otu_01013	58	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Heteroconium(100);s__Heteroconium_sp(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Heteroconium	s__Heteroconium_sp
Ftrad_Otu_01014	58	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Lulworthiales(100);f__Lulworthiaceae(100);g__Zalerion(100);s__Zalerion_arboricola(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Lulworthiales	f__Lulworthiaceae	g__Zalerion	s__Zalerion_arboricola
Ftrad_Otu_01015	58	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(100);g__Pyrenochaeta(99);s__Pyrenochaeta_unguis-hominis(99);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	s__Pyrenochaeta_unguis-hominis
Ftrad_Otu_01016	58	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Stropharia(100);g__Stropharia_unclassified(87);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Stropharia	g__Stropharia_unclassified
Ftrad_Otu_01017	58	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Coprinopsis(100);s__Coprinopsis_radiata(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__Coprinopsis_radiata
Ftrad_Otu_01018	58	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(97);f__Nectriaceae_unclassified(97);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	f__Nectriaceae_unclassified	f__Nectriaceae_unclassified
Ftrad_Otu_01019	58	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Zeloasperisporium(100);s__Zeloasperisporium_sp(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Zeloasperisporium	s__Zeloasperisporium_sp
Ftrad_Otu_01020	58	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Ceratobasidiaceae(100);g__unclassified_Ceratobasidiaceae(99);s__Ceratobasidiaceae_sp(99);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__unclassified_Ceratobasidiaceae	s__Ceratobasidiaceae_sp
Ftrad_Otu_01021	57	k__Fungi(100);p__Chytridiomycota(99);c__unclassified_Chytridiomycota(99);o__unclassified_Chytridiomycota(99);f__unclassified_Chytridiomycota(99);g__unclassified_Chytridiomycota(99);s__Chytridiomycota_sp(99);	k__Fungi	p__Chytridiomycota	c__unclassified_Chytridiomycota	o__unclassified_Chytridiomycota	f__unclassified_Chytridiomycota	g__unclassified_Chytridiomycota	s__Chytridiomycota_sp
Ftrad_Otu_01022	57	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Mycosphaerella(100);s__Mycosphaerella_punctiformis(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Mycosphaerella	s__Mycosphaerella_punctiformis
Ftrad_Otu_01023	57	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Psathyrella(100);s__Psathyrella_microrhiza(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__Psathyrella_microrhiza
Ftrad_Otu_01024	57	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanoromycetes_ord_Incertae_sedis(100);f__Micropeltidaceae(100);g__unclassified_Micropeltidaceae(100);s__Micropeltidaceae_sp(100);	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanoromycetes_ord_Incertae_sedis	f__Micropeltidaceae	g__unclassified_Micropeltidaceae	s__Micropeltidaceae_sp
Ftrad_Otu_01026	57	k__Fungi(100);p__Basidiomycota(100);c__Pucciniomycetes(100);o__Platygloeales(100);f__Eocronartiaceae(100);g__Eocronartium(100);s__Eocronartium_sp(100);	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Eocronartiaceae	g__Eocronartium	s__Eocronartium_sp
Ftrad_Otu_01027	57	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);g__Leptosphaeria(100);s__Leptosphaeria_rubefaciens(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeria	s__Leptosphaeria_rubefaciens
Ftrad_Otu_01028	57	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_01030	56	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Psilocybe(100);s__Psilocybe_montana(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Psilocybe	s__Psilocybe_montana
Ftrad_Otu_01031	56	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(88);c__Sordariomycetes_unclassified(88);c__Sordariomycetes_unclassified(88);c__Sordariomycetes_unclassified(88);c__Sordariomycetes_unclassified(88);	k__Fungi	p__Ascomycota	c__Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
Ftrad_Otu_01032	56	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Exophiala(100);s__Exophiala_xenobiotica(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_xenobiotica
Ftrad_Otu_01033	56	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified	f__Lasiosphaeriaceae_unclassified
Ftrad_Otu_01034	56	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Erysiphales(100);f__Erysiphaceae(100);g__Erysiphe(100);s__Erysiphe_cruciferarum(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Erysiphe	s__Erysiphe_cruciferarum
Ftrad_Otu_01035	56	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Botryobasidiaceae(100);g__Botryobasidium(100);s__Botryobasidium_sp(95);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__Botryobasidium_sp
Ftrad_Otu_01036	56	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(84);f__Phaeosphaeriaceae_unclassified(84);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_01037	56	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Udeniomyces(95);s__Udeniomyces_pannonicus(95);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	s__Udeniomyces_pannonicus
Ftrad_Otu_01038	56	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_01040	56	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(77);o__Tremellales_unclassified(77);o__Tremellales_unclassified(77);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_01041	55	k__Fungi(51);k__Fungi_unclassified(51);k__Fungi_unclassified(51);k__Fungi_unclassified(51);k__Fungi_unclassified(51);k__Fungi_unclassified(51);k__Fungi_unclassified(51);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_01042	55	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Rodentomyces(100);s__Rodentomyces_sp(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Rodentomyces	s__Rodentomyces_sp
Ftrad_Otu_01043	55	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(95);o__Helotiales_unclassified(95);o__Helotiales_unclassified(95);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_01044	55	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Dissoconiaceae(100);g__Ramichloridium(100);s__Ramichloridium_indicum(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Ramichloridium	s__Ramichloridium_indicum
Ftrad_Otu_01045	55	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(100);f__Phaeosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_01046	55	k__Fungi(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
