Node1,Node2,binarycorrelation,Correlation
mar_Ftrad_Otu_00071,mar_BacV5_Otu_000013,Negative,-0.454101431687
mar_Ftrad_Otu_00066,mar_Ftrad_Otu_00059,Negative,-0.464322483596
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000143,Negative,-0.458737099632
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000136,Negative,-0.540010243947
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000092,Negative,-0.501619918078
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000084,Negative,-0.560458787973
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000059,Negative,-0.417529414479
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000012,Negative,-0.560637880963
mar_Ftrad_Otu_00066,mar_BacV5_Otu_000006,Negative,-0.61601129967
mar_Ftrad_Otu_00059,mar_Ftrad_Otu_00016,Negative,-0.475634810785
mar_Ftrad_Otu_00059,mar_BacV5_Otu_000191,Negative,-0.470919970884
mar_Ftrad_Otu_00059,mar_BacV5_Otu_000153,Negative,-0.388818623775
mar_Ftrad_Otu_00059,mar_BacV5_Otu_000009,Negative,-0.507848087918
mar_Ftrad_Otu_00055,mar_BacV5_Otu_000107,Negative,-0.503293987894
mar_Ftrad_Otu_00055,mar_BacV5_Otu_000085,Negative,-0.444481222551
mar_Ftrad_Otu_00026,mar_BacV5_Otu_000004,Negative,-0.585649668282
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000143,Negative,-0.457962584682
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000092,Negative,-0.516178268756
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000084,Negative,-0.467890843321
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000057,Negative,-0.488117698835
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000041,Negative,-0.429379717934
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000012,Negative,-0.500471517072
mar_Ftrad_Otu_00020,mar_BacV5_Otu_000006,Negative,-0.601390746206
mar_Ftrad_Otu_00016,mar_BacV5_Otu_000143,Negative,-0.486709080223
mar_Ftrad_Otu_00016,mar_BacV5_Otu_000069,Negative,-0.536386117495
mar_Ftrad_Otu_00016,mar_BacV5_Otu_000062,Negative,-0.507703743228
mar_Ftrad_Otu_00016,mar_BacV5_Otu_000041,Negative,-0.449912277941
mar_Ftrad_Otu_00016,mar_BacV5_Otu_000013,Negative,-0.532837168577
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000201,Negative,-0.430429242316
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000136,Negative,-0.616297200405
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000084,Negative,-0.486558515888
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000059,Negative,-0.499374741665
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000012,Negative,-0.62164337601
mar_Ftrad_Otu_00010,mar_BacV5_Otu_000006,Negative,-0.5627041601
mar_Ftrad_Otu_00005,mar_BacV5_Otu_000085,Negative,-0.717589534554
mar_Ftrad_Otu_00005,mar_BacV5_Otu_000043,Negative,-0.448825292432
mar_Ftrad_Otu_00005,mar_BacV5_Otu_000004,Negative,-0.569081795105
mar_Ftrad_Otu_00004,mar_BacV5_Otu_000103,Negative,-0.475141621198
mar_Ftrad_Otu_00004,mar_BacV5_Otu_000085,Negative,-0.662963717954
mar_BacV5_Otu_000191,mar_BacV5_Otu_000136,Negative,-0.444389258422
mar_BacV5_Otu_000191,mar_BacV5_Otu_000115,Negative,-0.366971983636
mar_BacV5_Otu_000191,mar_BacV5_Otu_000103,Negative,-0.421605264033
mar_BacV5_Otu_000191,mar_BacV5_Otu_000092,Negative,-0.504993418079
mar_BacV5_Otu_000191,mar_BacV5_Otu_000089,Negative,-0.501043308896
mar_BacV5_Otu_000191,mar_BacV5_Otu_000072,Negative,-0.538990320023
mar_BacV5_Otu_000191,mar_BacV5_Otu_000059,Negative,-0.579554468988
mar_BacV5_Otu_000191,mar_BacV5_Otu_000043,Negative,-0.519446226276
mar_BacV5_Otu_000191,mar_BacV5_Otu_000041,Negative,-0.472661241213
mar_BacV5_Otu_000191,mar_BacV5_Otu_000040,Negative,-0.593311083386
mar_BacV5_Otu_000191,mar_BacV5_Otu_000027,Negative,-0.545498352395
mar_BacV5_Otu_000191,mar_BacV5_Otu_000004,Negative,-0.513169635726
mar_BacV5_Otu_000052,mar_BacV5_Otu_000009,Negative,-0.449374008246
mar_BacV5_Otu_000043,mar_BacV5_Otu_000009,Negative,-0.531963768704
mar_BacV5_Otu_000041,mar_BacV5_Otu_000009,Negative,-0.64797068271
mar_BacV5_Otu_000040,mar_BacV5_Otu_000009,Negative,-0.534754347697
mar_BacV5_Otu_000027,mar_BacV5_Otu_000009,Negative,-0.540268647376
mar_BacV5_Otu_000012,mar_BacV5_Otu_000009,Negative,-0.496796047531
mar_BacV5_Otu_000009,mar_BacV5_Otu_000004,Negative,-0.626228957389
mar_BacV5_Otu_000196,mar_BacV5_Otu_000136,Negative,-0.414650136404
mar_BacV5_Otu_000196,mar_BacV5_Otu_000092,Negative,-0.436905889008
mar_BacV5_Otu_000196,mar_BacV5_Otu_000074,Negative,-0.444407126771
mar_Otrad_Otu_00042,mar_Ftrad_Otu_00066,Negative,-0.408230491908
mar_Otrad_Otu_00042,mar_Ftrad_Otu_00016,Negative,-0.460449910567
mar_Otrad_Otu_00042,mar_Ftrad_Otu_00015,Negative,-0.552276406655
mar_Otrad_Otu_00042,mar_Ftrad_Otu_00010,Negative,-0.501319990204
mar_Otrad_Otu_00042,mar_Ftrad_Otu_00007,Negative,-0.559417218084
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000304,Negative,-0.36774634271
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000209,Negative,-0.410266456784
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000201,Negative,-0.389895959011
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000088,Negative,-0.376440769797
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000045,Negative,-0.428476596578
mar_Ftrad_Otu_00129,mar_BacV5_Otu_000040,Negative,-0.434948336142
mar_Ftrad_Otu_00101,mar_Ftrad_Otu_00059,Negative,-0.382167782005
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000219,Negative,-0.375227957005
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000209,Negative,-0.392305684582
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000177,Negative,-0.362867543515
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000176,Negative,-0.361766734185
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000173,Negative,-0.371023812479
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000166,Negative,-0.463695679268
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000156,Negative,-0.385832435252
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000150,Negative,-0.390347131158
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000149,Negative,-0.427776630761
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000143,Negative,-0.344056153442
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000136,Negative,-0.383552142141
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000131,Negative,-0.454414451622
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000123,Negative,-0.396281841152
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000122,Negative,-0.421887467914
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000103,Negative,-0.403194174011
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000092,Negative,-0.505372100033
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000090,Negative,-0.432650586079
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000083,Negative,-0.380272376822
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000074,Negative,-0.483778897009
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000073,Negative,-0.458961901711
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000071,Negative,-0.476626109601
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000059,Negative,-0.494891775886
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000057,Negative,-0.41333019096
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000048,Negative,-0.488907070376
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000041,Negative,-0.505898172276
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000040,Negative,-0.496190254413
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000027,Negative,-0.471457607445
mar_Ftrad_Otu_00101,mar_BacV5_Otu_000004,Negative,-0.430358495059
mar_Ftrad_Otu_00080,mar_BacV5_Otu_000237,Negative,-0.388436797966
mar_Ftrad_Otu_00080,mar_BacV5_Otu_000073,Negative,-0.409342885528
mar_Ftrad_Otu_00080,mar_BacV5_Otu_000045,Negative,-0.40301280294
mar_Ftrad_Otu_00038,mar_BacV5_Otu_001164,Negative,-0.4357030922
mar_Ftrad_Otu_00038,mar_BacV5_Otu_000614,Negative,-0.397304570104
mar_Ftrad_Otu_00038,mar_BacV5_Otu_000583,Negative,-0.374438435348
mar_Ftrad_Otu_00038,mar_BacV5_Otu_000190,Negative,-0.451487154919
mar_Ftrad_Otu_00038,mar_BacV5_Otu_000009,Negative,-0.442647884126
mar_Ftrad_Otu_00019,mar_Ftrad_Otu_00012,Negative,-0.446422270195
mar_Ftrad_Otu_00019,mar_Ftrad_Otu_00008,Negative,-0.502485491426
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000161,Negative,-0.440666480945
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000143,Negative,-0.423728026884
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000136,Negative,-0.446999112267
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000121,Negative,-0.484771318364
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000101,Negative,-0.442502060161
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000092,Negative,-0.522977582462
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000090,Negative,-0.400609895373
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000084,Negative,-0.456737625759
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000080,Negative,-0.448665465627
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000069,Negative,-0.440307361424
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000063,Negative,-0.474403376247
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000062,Negative,-0.553893736624
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000059,Negative,-0.556045637155
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000057,Negative,-0.527206094104
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000048,Negative,-0.576534576912
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000041,Negative,-0.629775446081
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000040,Negative,-0.439568443971
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000034,Negative,-0.447525230651
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000013,Negative,-0.532936991225
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000012,Negative,-0.710682747233
mar_Ftrad_Otu_00019,mar_BacV5_Otu_000006,Negative,-0.583410305306
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000312,Negative,-0.491526036506
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000304,Negative,-0.408863629391
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000294,Negative,-0.37844547152
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000275,Negative,-0.401415640448
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000237,Negative,-0.454204437993
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000207,Negative,-0.470658806481
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000189,Negative,-0.361764013114
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000177,Negative,-0.461704304262
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000171,Negative,-0.360810070482
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000168,Negative,-0.421621911068
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000158,Negative,-0.440193581969
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000149,Negative,-0.446217999391
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000141,Negative,-0.439291670778
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000132,Negative,-0.463922334108
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000131,Negative,-0.439436211718
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000123,Negative,-0.431284692346
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000119,Negative,-0.44942199116
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000116,Negative,-0.368649529251
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000115,Negative,-0.3992269744
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000107,Negative,-0.425679468512
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000106,Negative,-0.378738504241
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000104,Negative,-0.404949028177
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000103,Negative,-0.409638685636
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000102,Negative,-0.370411311315
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000098,Negative,-0.580766675799
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000097,Negative,-0.560444112156
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000096,Negative,-0.427243497758
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000095,Negative,-0.534942788373
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000089,Negative,-0.489208438498
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000088,Negative,-0.46427226956
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000085,Negative,-0.509202163016
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000083,Negative,-0.455698014617
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000074,Negative,-0.492640793063
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000073,Negative,-0.484260011758
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000072,Negative,-0.569491544618
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000059,Negative,-0.434105517524
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000056,Negative,-0.483962975317
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000052,Negative,-0.460748676482
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000048,Negative,-0.393613085914
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000045,Negative,-0.544463070321
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000043,Negative,-0.485164927178
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000040,Negative,-0.501995903699
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000034,Negative,-0.588180971157
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000030,Negative,-0.601988509657
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000027,Negative,-0.524591553333
mar_Ftrad_Otu_00219,mar_BacV5_Otu_000004,Negative,-0.534955516047
mar_Ftrad_Otu_00234,mar_Ftrad_Otu_00174,Negative,-0.361190041692
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000558,Negative,-0.334399612922
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000409,Negative,-0.442651805147
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000382,Negative,-0.420469836444
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000338,Negative,-0.531463556765
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000315,Negative,-0.461278335404
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000312,Negative,-0.500242392557
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000294,Negative,-0.415423164157
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000275,Negative,-0.431311728503
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000269,Negative,-0.47300959003
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000237,Negative,-0.575880975439
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000205,Negative,-0.599067834148
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000203,Negative,-0.494620849181
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000192,Negative,-0.430771730324
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000189,Negative,-0.43889700264
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000177,Negative,-0.470262140132
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000172,Negative,-0.43203535061
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000171,Negative,-0.482568497837
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000168,Negative,-0.436225574883
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000166,Negative,-0.449637802342
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000164,Negative,-0.426118850644
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000158,Negative,-0.614370296204
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000154,Negative,-0.449951000898
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000150,Negative,-0.437846320781
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000149,Negative,-0.414361046866
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000145,Negative,-0.517738874503
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000144,Negative,-0.401134281543
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000142,Negative,-0.403182361381
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000132,Negative,-0.488957124924
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000131,Negative,-0.53696761109
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000130,Negative,-0.488086924927
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000129,Negative,-0.505787127835
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000123,Negative,-0.480233686605
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000119,Negative,-0.471595045571
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000113,Negative,-0.510470354072
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000107,Negative,-0.503065534972
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000103,Negative,-0.508963704272
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000098,Negative,-0.68488225409
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000097,Negative,-0.577875954557
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000095,Negative,-0.632367215435
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000089,Negative,-0.633178521291
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000085,Negative,-0.608491548502
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000083,Negative,-0.51692136902
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000074,Negative,-0.535602525621
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000073,Negative,-0.634550503162
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000072,Negative,-0.678512314445
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000059,Negative,-0.430504603425
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000056,Negative,-0.635636731079
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000052,Negative,-0.538213664352
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000048,Negative,-0.45145076934
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000043,Negative,-0.571168231172
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000040,Negative,-0.521842090214
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000034,Negative,-0.586399070769
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000030,Negative,-0.691021649711
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000027,Negative,-0.563734245165
mar_Ftrad_Otu_00234,mar_BacV5_Otu_000004,Negative,-0.628096015255
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000312,Negative,-0.413185138675
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000304,Negative,-0.47357776647
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000242,Negative,-0.429089352255
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000237,Negative,-0.454712982592
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000219,Negative,-0.473949341593
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000205,Negative,-0.504248160529
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000203,Negative,-0.48742906698
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000200,Negative,-0.435064238514
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000177,Negative,-0.517455160008
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000173,Negative,-0.394406208047
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000172,Negative,-0.399663342681
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000170,Negative,-0.454800562863
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000169,Negative,-0.472327468317
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000166,Negative,-0.497904113735
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000164,Negative,-0.484770605531
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000149,Negative,-0.558196472134
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000145,Negative,-0.557300600225
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000144,Negative,-0.388771418132
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000141,Negative,-0.46766661002
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000136,Negative,-0.383735240171
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000132,Negative,-0.492581371596
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000131,Negative,-0.628823270981
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000130,Negative,-0.425802779019
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000129,Negative,-0.562527040586
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000123,Negative,-0.507497294777
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000122,Negative,-0.447732254715
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000119,Negative,-0.444266729638
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000113,Negative,-0.471217815866
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000103,Negative,-0.508424253479
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000102,Negative,-0.435321660019
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000098,Negative,-0.516919989283
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000097,Negative,-0.536211385208
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000095,Negative,-0.540833335559
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000089,Negative,-0.566361436307
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000085,Negative,-0.529153569791
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000083,Negative,-0.449735279934
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000074,Negative,-0.611923350128
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000073,Negative,-0.650721087081
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000072,Negative,-0.527269266477
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000059,Negative,-0.459600020859
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000056,Negative,-0.581465997091
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000052,Negative,-0.544058766922
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000048,Negative,-0.518330429392
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000045,Negative,-0.442074283436
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000043,Negative,-0.537742200938
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000040,Negative,-0.594762784276
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000034,Negative,-0.428322477313
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000030,Negative,-0.550053223695
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000027,Negative,-0.59522821888
mar_Ftrad_Otu_00072,mar_BacV5_Otu_000004,Negative,-0.566244524863
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000242,Negative,-0.397640524781
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000224,Negative,-0.470927127899
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000219,Negative,-0.461073381713
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000209,Negative,-0.574438092938
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000187,Negative,-0.45269488233
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000183,Negative,-0.445868319917
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000176,Negative,-0.527411279732
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000173,Negative,-0.528865339579
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000170,Negative,-0.505908626626
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000166,Negative,-0.517675159319
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000164,Negative,-0.525476038817
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000161,Negative,-0.507636408546
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000156,Negative,-0.44883716905
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000150,Negative,-0.473851904494
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000149,Negative,-0.546035622656
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000143,Negative,-0.458690062733
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000141,Negative,-0.51966538093
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000138,Negative,-0.490553391608
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000136,Negative,-0.594580944438
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000132,Negative,-0.563428175666
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000131,Negative,-0.453621588448
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000115,Negative,-0.49077011488
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000113,Negative,-0.507780558088
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000104,Negative,-0.489779737225
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000098,Negative,-0.460530239935
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000097,Negative,-0.523048853353
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000096,Negative,-0.47173642625
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000095,Negative,-0.527536084744
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000092,Negative,-0.54096833603
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000090,Negative,-0.543282225477
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000089,Negative,-0.40866423386
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000081,Negative,-0.54035309438
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000074,Negative,-0.561396342551
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000073,Negative,-0.480974858629
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000072,Negative,-0.444601139256
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000071,Negative,-0.687925422869
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000063,Negative,-0.528340553231
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000062,Negative,-0.534684142588
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000059,Negative,-0.728707533725
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000057,Negative,-0.595904465723
mar_Ftrad_Otu_00022,mar_BacV5_Otu_000048,Negative,-0.684486805813
