Node1,Node2,binarycorrelation,Correlation
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000042,Positive,0.571047190741
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000048,Positive,0.408997659424
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000055,Positive,0.402825223842
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000085,Positive,0.566004005496
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000086,Positive,0.41919132312
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000129,Positive,0.422507178886
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000248,Positive,0.585196986458
dec_Ftrad_Otu_00148,dec_BacV5_Otu_000302,Positive,0.367061261097
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00006,Positive,0.629200077811
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00008,Positive,0.607048203569
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00016,Positive,0.520538987056
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00019,Positive,0.560268570074
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00028,Positive,0.551344556788
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00035,Positive,0.485628687595
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00041,Positive,0.639129305303
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00044,Positive,0.461045073318
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00047,Positive,0.553268115245
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00054,Positive,0.581879302721
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00069,Positive,0.626922791665
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00076,Positive,0.443771979014
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00078,Positive,0.572260203785
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00079,Positive,0.537447299628
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00098,Positive,0.702073851144
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00110,Positive,0.398498300967
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00111,Positive,0.399036979133
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00130,Positive,0.410939562072
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00133,Positive,0.460097630419
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00142,Positive,0.606598564969
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00145,Positive,0.51357997881
dec_Ftrad_Otu_00148,dec_Ftrad_Otu_00147,Positive,0.476439107214
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000003,Positive,0.560544310389
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000022,Positive,0.694734364759
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000044,Positive,0.672228279626
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000057,Positive,0.425821514415
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000157,Positive,0.635718998332
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000159,Positive,0.745473100125
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000179,Positive,0.731487125963
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000191,Positive,0.737416008802
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000194,Positive,0.412040488438
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000196,Positive,0.474015302983
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000206,Positive,0.643241782261
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000236,Positive,0.389465049562
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000266,Positive,0.519530495199
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000342,Positive,0.403669929966
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000343,Positive,0.511511203829
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000385,Positive,0.684072912554
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000394,Positive,0.61325351757
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000415,Positive,0.696123506047
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000416,Positive,0.647468325418
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000471,Positive,0.529442499227
dec_Ftrad_Otu_00179,dec_BacV5_Otu_000542,Positive,0.572793976542
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00001,Positive,0.57041765646
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00011,Positive,0.504574742332
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00034,Positive,0.354657261297
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00056,Positive,0.414995044028
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00061,Positive,0.724306791823
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00062,Positive,0.71949160202
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00066,Positive,0.494543209287
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00067,Positive,0.466292953331
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00070,Positive,0.591605210033
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00072,Positive,0.519625691544
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00073,Positive,0.663598122011
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00082,Positive,0.526943138834
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00084,Positive,0.454605890764
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00089,Positive,0.606686094675
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00105,Positive,0.663325149274
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00106,Positive,0.620968817689
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00122,Positive,0.453141837417
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00123,Positive,0.606787795858
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00124,Positive,0.675335690407
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00125,Positive,0.524297627086
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00137,Positive,0.582953331759
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00139,Positive,0.501102533508
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00143,Positive,0.712094939897
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00162,Positive,0.372038336196
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00164,Positive,0.606684803559
dec_Ftrad_Otu_00179,dec_Ftrad_Otu_00165,Positive,0.450568821486
dec_BacV5_Otu_000189,dec_BacV5_Otu_000102,Positive,0.383653051335
dec_BacV5_Otu_000189,dec_BacV5_Otu_000142,Positive,0.433313422589
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000003,Positive,0.580132113341
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000022,Positive,0.613317075248
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000044,Positive,0.520350220173
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000057,Positive,0.451646756753
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000105,Positive,0.383902495477
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000157,Positive,0.530856400517
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000159,Positive,0.64040076805
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000179,Positive,0.609923684334
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000191,Positive,0.679365023994
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000194,Positive,0.342911850481
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000196,Positive,0.448905578802
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000206,Positive,0.59524007225
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000236,Positive,0.406903621758
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000266,Positive,0.517649885291
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000342,Positive,0.389175524484
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000343,Positive,0.461884027705
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000385,Positive,0.629103851701
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000394,Positive,0.578159403737
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000415,Positive,0.608347403464
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000416,Positive,0.541686464685
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000471,Positive,0.446681620005
dec_Ftrad_Otu_00232,dec_BacV5_Otu_000542,Positive,0.532776296112
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00001,Positive,0.650162146934
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00011,Positive,0.536325621423
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00026,Positive,0.410287073477
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00061,Positive,0.600192100102
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00062,Positive,0.646844864883
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00067,Positive,0.363097765413
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00070,Positive,0.537308422988
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00072,Positive,0.465683368316
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00073,Positive,0.549347262458
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00089,Positive,0.518889381012
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00105,Positive,0.626438611209
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00106,Positive,0.529405282038
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00121,Positive,0.348679953689
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00122,Positive,0.40408731016
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00123,Positive,0.594396819699
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00124,Positive,0.591672317963
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00125,Positive,0.472934847272
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00137,Positive,0.502961839945
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00139,Positive,0.484513103249
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00141,Positive,0.342023969694
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00143,Positive,0.695231734078
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00164,Positive,0.491765302566
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00179,Positive,0.679984480581
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00192,Positive,0.532505469943
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00204,Positive,0.373235320587
dec_Ftrad_Otu_00232,dec_Ftrad_Otu_00213,Positive,0.482910824984
dec_Ftrad_Otu_00253,dec_BacV5_Otu_000002,Positive,0.419254928043
dec_Ftrad_Otu_00253,dec_BacV5_Otu_000042,Positive,0.435879682835
dec_Ftrad_Otu_00253,dec_BacV5_Otu_000085,Positive,0.466182273857
dec_Ftrad_Otu_00253,dec_BacV5_Otu_000248,Positive,0.460336378852
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00006,Positive,0.54810578204
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00008,Positive,0.505813656597
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00016,Positive,0.456411233428
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00019,Positive,0.483741779531
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00028,Positive,0.52348977203
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00035,Positive,0.440728298244
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00041,Positive,0.516278051478
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00044,Positive,0.375917109523
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00047,Positive,0.517314825676
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00054,Positive,0.511127363891
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00069,Positive,0.577195971689
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00076,Positive,0.346458714754
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00078,Positive,0.563582636526
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00079,Positive,0.523892781323
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00098,Positive,0.581520591902
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00130,Positive,0.431327234052
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00133,Positive,0.437374890626
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00142,Positive,0.598904264251
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00145,Positive,0.447068966715
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00147,Positive,0.494292928722
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00148,Positive,0.688441574137
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00161,Positive,0.600671729571
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00169,Positive,0.530536644768
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00175,Positive,0.537294863484
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00183,Positive,0.593135104341
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00197,Positive,0.370682216809
dec_Ftrad_Otu_00253,dec_Ftrad_Otu_00210,Positive,0.38933583175
dec_BacV5_Otu_000241,dec_BacV5_Otu_000004,Positive,0.609029461844
dec_BacV5_Otu_000241,dec_BacV5_Otu_000011,Positive,0.448193691605
dec_BacV5_Otu_000241,dec_BacV5_Otu_000013,Positive,0.565834447704
dec_BacV5_Otu_000241,dec_BacV5_Otu_000027,Positive,0.547769141548
dec_BacV5_Otu_000241,dec_BacV5_Otu_000033,Positive,0.366361638348
dec_BacV5_Otu_000241,dec_BacV5_Otu_000040,Positive,0.584177186131
dec_BacV5_Otu_000241,dec_BacV5_Otu_000041,Positive,0.549728079885
dec_BacV5_Otu_000241,dec_BacV5_Otu_000043,Positive,0.568886428722
dec_BacV5_Otu_000241,dec_BacV5_Otu_000063,Positive,0.561008149564
dec_BacV5_Otu_000241,dec_BacV5_Otu_000068,Positive,0.41920106436
dec_BacV5_Otu_000241,dec_BacV5_Otu_000069,Positive,0.497736932276
dec_BacV5_Otu_000241,dec_BacV5_Otu_000071,Positive,0.519590248562
dec_BacV5_Otu_000241,dec_BacV5_Otu_000084,Positive,0.56345784281
dec_BacV5_Otu_000241,dec_BacV5_Otu_000088,Positive,0.618849443506
dec_BacV5_Otu_000241,dec_BacV5_Otu_000092,Positive,0.467575096577
dec_BacV5_Otu_000241,dec_BacV5_Otu_000103,Positive,0.524806983722
dec_BacV5_Otu_000241,dec_BacV5_Otu_000107,Positive,0.509434772403
dec_BacV5_Otu_000241,dec_BacV5_Otu_000112,Positive,0.542918995985
dec_BacV5_Otu_000241,dec_BacV5_Otu_000115,Positive,0.474900939127
dec_BacV5_Otu_000241,dec_BacV5_Otu_000116,Positive,0.518026046698
dec_BacV5_Otu_000241,dec_BacV5_Otu_000120,Positive,0.40832577007
dec_BacV5_Otu_000241,dec_BacV5_Otu_000136,Positive,0.580791496412
dec_BacV5_Otu_000241,dec_BacV5_Otu_000137,Positive,0.471172647941
dec_BacV5_Otu_000241,dec_BacV5_Otu_000139,Positive,0.362566697715
dec_BacV5_Otu_000241,dec_BacV5_Otu_000143,Positive,0.489156910941
dec_BacV5_Otu_000241,dec_BacV5_Otu_000147,Positive,0.429357176653
dec_BacV5_Otu_000241,dec_BacV5_Otu_000152,Positive,0.566648301359
dec_BacV5_Otu_000241,dec_BacV5_Otu_000154,Positive,0.43672108158
dec_BacV5_Otu_000241,dec_BacV5_Otu_000170,Positive,0.497621326545
dec_BacV5_Otu_000241,dec_BacV5_Otu_000180,Positive,0.481023743733
dec_BacV5_Otu_000241,dec_BacV5_Otu_000185,Positive,0.518887487288
dec_BacV5_Otu_000241,dec_BacV5_Otu_000190,Positive,0.47832455187
dec_BacV5_Otu_000241,dec_BacV5_Otu_000195,Positive,0.388664482302
dec_BacV5_Otu_000241,dec_BacV5_Otu_000201,Positive,0.485342508152
dec_BacV5_Otu_000241,dec_BacV5_Otu_000208,Positive,0.399151488745
dec_BacV5_Otu_000241,dec_BacV5_Otu_000209,Positive,0.417664096809
dec_BacV5_Otu_000241,dec_BacV5_Otu_000221,Positive,0.450019386424
dec_BacV5_Otu_000241,dec_BacV5_Otu_000223,Positive,0.537136509604
dec_BacV5_Otu_000241,dec_BacV5_Otu_000226,Positive,0.488903390731
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000003,Positive,0.484571878689
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000016,Positive,0.413235425599
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000022,Positive,0.500296202958
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000044,Positive,0.468050767248
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000157,Positive,0.494191764085
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000159,Positive,0.595123019056
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000179,Positive,0.590842788714
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000191,Positive,0.573852530853
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000194,Positive,0.340734966895
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000196,Positive,0.430629713961
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000206,Positive,0.564638026544
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000266,Positive,0.457099523
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000343,Positive,0.392657920419
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000385,Positive,0.564397302651
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000394,Positive,0.5506405196
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000415,Positive,0.507250779247
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000416,Positive,0.540497229782
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000471,Positive,0.501326349192
dec_Ftrad_Otu_00296,dec_BacV5_Otu_000542,Positive,0.396903890833
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00061,Positive,0.550759732833
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00062,Positive,0.595717616706
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00070,Positive,0.462825842561
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00072,Positive,0.513301411239
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00073,Positive,0.510208042279
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00089,Positive,0.489118307387
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00105,Positive,0.560976046803
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00106,Positive,0.491290535217
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00123,Positive,0.454371677005
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00124,Positive,0.564244873375
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00125,Positive,0.394875096064
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00137,Positive,0.424155978106
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00139,Positive,0.369628219224
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00143,Positive,0.559684862551
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00164,Positive,0.446573262032
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00179,Positive,0.592797307504
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00192,Positive,0.615181447165
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00213,Positive,0.403636895132
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00232,Positive,0.523875797133
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00252,Positive,0.461153966592
dec_Ftrad_Otu_00296,dec_Ftrad_Otu_00278,Positive,0.500562989661
dec_BacV5_Otu_000017,dec_BacV5_Otu_000003,Positive,0.428667250542
dec_BacV5_Otu_000017,dec_BacV5_Otu_000005,Positive,0.478217630981
dec_BacV5_Otu_000301,dec_BacV5_Otu_000004,Positive,0.379075194977
dec_BacV5_Otu_000301,dec_BacV5_Otu_000027,Positive,0.379855221614
dec_BacV5_Otu_000301,dec_BacV5_Otu_000041,Positive,0.475215189333
dec_BacV5_Otu_000301,dec_BacV5_Otu_000065,Positive,0.457961332989
dec_BacV5_Otu_000301,dec_BacV5_Otu_000074,Positive,0.393646489679
dec_BacV5_Otu_000301,dec_BacV5_Otu_000080,Positive,0.374856317949
dec_BacV5_Otu_000301,dec_BacV5_Otu_000084,Positive,0.413073101265
dec_BacV5_Otu_000301,dec_BacV5_Otu_000102,Positive,0.42759532226
dec_BacV5_Otu_000301,dec_BacV5_Otu_000115,Positive,0.459614985423
dec_BacV5_Otu_000301,dec_BacV5_Otu_000123,Positive,0.430359187368
dec_BacV5_Otu_000301,dec_BacV5_Otu_000131,Positive,0.427599990606
dec_BacV5_Otu_000301,dec_BacV5_Otu_000132,Positive,0.452924595907
dec_BacV5_Otu_000301,dec_BacV5_Otu_000138,Positive,0.435298049979
dec_BacV5_Otu_000301,dec_BacV5_Otu_000143,Positive,0.365368901518
dec_BacV5_Otu_000301,dec_BacV5_Otu_000150,Positive,0.428969075333
dec_BacV5_Otu_000301,dec_BacV5_Otu_000152,Positive,0.39979812475
dec_BacV5_Otu_000301,dec_BacV5_Otu_000154,Positive,0.405580576542
dec_BacV5_Otu_000301,dec_BacV5_Otu_000168,Positive,0.375277455858
dec_BacV5_Otu_000301,dec_BacV5_Otu_000174,Positive,0.376872510094
dec_BacV5_Otu_000301,dec_BacV5_Otu_000186,Positive,0.422525828908
dec_BacV5_Otu_000301,dec_BacV5_Otu_000195,Positive,0.368284004699
dec_BacV5_Otu_000301,dec_BacV5_Otu_000209,Positive,0.342980514943
dec_BacV5_Otu_000301,dec_BacV5_Otu_000226,Positive,0.467667920477
dec_BacV5_Otu_000301,dec_BacV5_Otu_000249,Positive,0.395754367295
dec_BacV5_Otu_000301,dec_BacV5_Otu_000258,Positive,0.371555392376
dec_BacV5_Otu_000301,dec_BacV5_Otu_000261,Positive,0.373060124911
dec_BacV5_Otu_000301,dec_BacV5_Otu_000270,Positive,0.370180782328
dec_BacV5_Otu_000129,dec_BacV5_Otu_000009,Positive,0.473652167713
dec_BacV5_Otu_000129,dec_BacV5_Otu_000010,Positive,0.404953845045
dec_BacV5_Otu_000129,dec_BacV5_Otu_000042,Positive,0.47518703207
dec_BacV5_Otu_000129,dec_BacV5_Otu_000048,Positive,0.552770864051
dec_BacV5_Otu_000129,dec_BacV5_Otu_000072,Positive,0.487170900064
dec_BacV5_Otu_000129,dec_BacV5_Otu_000075,Positive,0.384585512328
dec_BacV5_Otu_000129,dec_BacV5_Otu_000085,Positive,0.434418837497
dec_BacV5_Otu_000129,dec_BacV5_Otu_000086,Positive,0.417329979374
dec_BacV5_Otu_000129,dec_BacV5_Otu_000095,Positive,0.541427788035
dec_BacV5_Otu_000194,dec_BacV5_Otu_000003,Positive,0.467869938913
dec_BacV5_Otu_000194,dec_BacV5_Otu_000005,Positive,0.458219021411
dec_BacV5_Otu_000194,dec_BacV5_Otu_000016,Positive,0.423525505593
dec_BacV5_Otu_000194,dec_BacV5_Otu_000017,Positive,0.42145971269
dec_BacV5_Otu_000194,dec_BacV5_Otu_000022,Positive,0.411646160554
dec_BacV5_Otu_000194,dec_BacV5_Otu_000044,Positive,0.338978697833
dec_BacV5_Otu_000194,dec_BacV5_Otu_000157,Positive,0.462189002789
dec_BacV5_Otu_000194,dec_BacV5_Otu_000159,Positive,0.47534617217
dec_BacV5_Otu_000194,dec_BacV5_Otu_000179,Positive,0.466724884944
dec_BacV5_Otu_000194,dec_BacV5_Otu_000191,Positive,0.509074109006
dec_BacV5_Otu_000206,dec_BacV5_Otu_000003,Positive,0.549977995196
dec_BacV5_Otu_000206,dec_BacV5_Otu_000022,Positive,0.605695268972
dec_BacV5_Otu_000206,dec_BacV5_Otu_000044,Positive,0.517820548042
dec_BacV5_Otu_000206,dec_BacV5_Otu_000157,Positive,0.571966614577
dec_BacV5_Otu_000206,dec_BacV5_Otu_000159,Positive,0.687351935481
dec_BacV5_Otu_000206,dec_BacV5_Otu_000179,Positive,0.690466973366
dec_BacV5_Otu_000206,dec_BacV5_Otu_000191,Positive,0.672508474521
dec_BacV5_Otu_000206,dec_BacV5_Otu_000194,Positive,0.341915583639
dec_BacV5_Otu_000206,dec_BacV5_Otu_000196,Positive,0.523319469688
dec_BacV5_Otu_000237,dec_BacV5_Otu_000009,Positive,0.445360007591
dec_BacV5_Otu_000237,dec_BacV5_Otu_000042,Positive,0.346434313782
dec_BacV5_Otu_000237,dec_BacV5_Otu_000048,Positive,0.495137389685
dec_BacV5_Otu_000237,dec_BacV5_Otu_000072,Positive,0.377860304589
dec_BacV5_Otu_000237,dec_BacV5_Otu_000085,Positive,0.443813319894
dec_BacV5_Otu_000237,dec_BacV5_Otu_000095,Positive,0.428965082936
dec_BacV5_Otu_000237,dec_BacV5_Otu_000129,Positive,0.483067913072
dec_BacV5_Otu_000237,dec_BacV5_Otu_000141,Positive,0.384246067679
dec_BacV5_Otu_000266,dec_BacV5_Otu_000003,Positive,0.391372304908
dec_BacV5_Otu_000266,dec_BacV5_Otu_000016,Positive,0.417355063393
dec_BacV5_Otu_000266,dec_BacV5_Otu_000022,Positive,0.402984694465
dec_BacV5_Otu_000266,dec_BacV5_Otu_000044,Positive,0.347055800674
dec_BacV5_Otu_000266,dec_BacV5_Otu_000157,Positive,0.471577872912
dec_BacV5_Otu_000266,dec_BacV5_Otu_000159,Positive,0.565342284999
dec_BacV5_Otu_000266,dec_BacV5_Otu_000179,Positive,0.534014250241
dec_BacV5_Otu_000266,dec_BacV5_Otu_000191,Positive,0.550764472528
dec_BacV5_Otu_000266,dec_BacV5_Otu_000194,Positive,0.48416658077
dec_BacV5_Otu_000266,dec_BacV5_Otu_000196,Positive,0.420758080262
dec_BacV5_Otu_000266,dec_BacV5_Otu_000206,Positive,0.446205276513
dec_BacV5_Otu_000266,dec_BacV5_Otu_000236,Positive,0.38630558677
dec_BacV5_Otu_000343,dec_BacV5_Otu_000003,Positive,0.375316939175
dec_BacV5_Otu_000343,dec_BacV5_Otu_000016,Positive,0.377873247182
dec_BacV5_Otu_000343,dec_BacV5_Otu_000022,Positive,0.435660781813
dec_BacV5_Otu_000343,dec_BacV5_Otu_000039,Positive,0.364496537955
dec_BacV5_Otu_000343,dec_BacV5_Otu_000044,Positive,0.390242352012
dec_BacV5_Otu_000343,dec_BacV5_Otu_000057,Positive,0.417873138595
dec_BacV5_Otu_000343,dec_BacV5_Otu_000110,Positive,0.351296793835
dec_BacV5_Otu_000343,dec_BacV5_Otu_000157,Positive,0.357040173982
dec_BacV5_Otu_000343,dec_BacV5_Otu_000159,Positive,0.449466396485
dec_BacV5_Otu_000343,dec_BacV5_Otu_000179,Positive,0.48106459054
dec_BacV5_Otu_000343,dec_BacV5_Otu_000191,Positive,0.49011187257
dec_BacV5_Otu_000343,dec_BacV5_Otu_000194,Positive,0.377136134146
dec_BacV5_Otu_000343,dec_BacV5_Otu_000196,Positive,0.383762909488
dec_BacV5_Otu_000343,dec_BacV5_Otu_000206,Positive,0.482181643835
dec_BacV5_Otu_000343,dec_BacV5_Otu_000247,Positive,0.311831939519
dec_BacV5_Otu_000343,dec_BacV5_Otu_000251,Positive,0.299187747338
dec_BacV5_Otu_000343,dec_BacV5_Otu_000266,Positive,0.446729037256
dec_BacV5_Otu_000343,dec_BacV5_Otu_000342,Positive,0.388932202581
dec_Ftrad_Otu_00029,dec_Ftrad_Otu_00004,Positive,0.503202958407
