"SUID","0.001_ 2_corsparcc.txt(1)_Cor","0.001_ 2_corsparcc.txt(1)_name","0.001_ 2_corsparcc.txt(1)_present","0.001_ 2_corsparcc.txt(1)_Pvalue","0.001_ 3_corsparcc.txt(1)_Cor","0.001_ 3_corsparcc.txt(1)_name","0.001_ 3_corsparcc.txt(1)_present","0.001_ 3_corsparcc.txt(1)_Pvalue","DyNet Variance","interaction","name","selected","shared interaction","shared name"
"46843","-0.489707653669","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00061","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00061","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00061"
"46844","0.626068352178","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00059","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00059","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00059"
"46845","-0.567350420743","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00055","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00055","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00055"
"46846","0.496082923731","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00047","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00047","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00047"
"46847","0.486114492217","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00043","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00043"
"46848","-0.403146167443","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00041","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00041","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00041"
"46849","-0.529932335041","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00040","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00040","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00040"
"46850","0.507903079871","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00026","true","0.0","0.745319314574","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00026","true","0.0","0.0","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00026","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00026"
"46851","0.577499899801","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00018","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00018","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00018"
"46852","0.489844455628","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00012","true","0.0","0.52751471617","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00012","true","0.0","0.0","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00012","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00012"
"46853","-0.625905576538","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00010","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00010","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00010"
"46854","-0.494192459271","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00009","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00009","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00009"
"46855","-0.448514182428","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00007","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00007","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00007"
"46856","0.529913216832","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00005","true","0.0","0.489351275545","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00005","true","0.0","0.0","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00005","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00005"
"46857","0.55455679621","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00004","true","0.0","0.556727958693","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00004","true","0.0","0.0","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00004","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00004"
"46858","0.509147087135","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00003","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00003","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00003"
"46859","0.569269628331","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00002","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00002","false","interacts with","Ftrad_Otu_00093 (interacts with) Ftrad_Otu_00002"
"46860","-0.546189240931","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000415","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000415","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000415"
"46861","0.479137977297","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000268","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000268","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000268"
"46862","-0.519985217119","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000225","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000225","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000225"
"46863","0.405276516931","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000201","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000201","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000201"
"46864","-0.543276889313","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000191","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000191","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000191"
"46865","0.381477726976","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000160","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000160","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000160"
"46866","0.426318545507","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000158","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000158","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000158"
"46867","-0.522544938139","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000153","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000153","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000153"
"46868","0.546876914526","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000143","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000143","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000143"
"46869","-0.436292588993","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000134","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000134","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000134"
"46870","-0.403963482246","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000127","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000127","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000127"
"46871","0.460907482815","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000115","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000115","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000115"
"46872","0.45202149193","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000107","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000107","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000107"
"46873","-0.417308027625","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000105","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000105","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000105"
"46874","0.57394118863","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000103","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000103","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000103"
"46875","0.540239000728","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000092","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000092","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000092"
"46876","0.506673488685","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000089","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000089","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000089"
"46877","0.494398484685","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000084","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000084","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000084"
"46878","0.472346833573","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000071","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000071"
"46879","0.538799407904","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000063","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000063","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000063"
"46880","0.649455295075","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000043","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000043"
"46881","0.689007411094","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000041","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000041","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000041"
"46882","0.635434234454","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000040","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000040","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000040"
"46883","0.51781248255","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000033","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000033","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000033"
"46884","0.590071898046","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000027","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000027","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000027"
"46885","0.532141354291","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000012","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000012","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000012"
"46886","-0.541229255657","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000010","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000010","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000010"
"46887","-0.586853571714","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000009","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000009","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000009"
"46888","-0.453003127584","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000007","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000007","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000007"
"46889","0.567565236416","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000006","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000006","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000006"
"46890","0.597173104429","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000004","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000004","false","interacts with","Ftrad_Otu_00093 (interacts with) BacV5_Otu_000004"
"46891","-0.353111318502","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00067","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00067","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00067"
"46892","-0.469870920028","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00066","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00066","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00066"
"46893","-0.386485944382","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00061","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00061","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00061"
"46894","0.623787992239","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00059","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00059","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00059"
"46895","-0.483804896582","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00055","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00055","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00055"
"46896","0.40402520899","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00049","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00049","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00049"
"46897","-0.486710125721","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00040","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00040","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00040"
"46898","-0.503948958317","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00020","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00020","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00020"
"46899","-0.412620080498","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00016","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00016","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00016"
"46900","-0.406906762704","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00015","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00015","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00015"
"46901","-0.601119938838","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00010","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00010","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00010"
"46902","-0.413834074543","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00009","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00009","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00009"
"46903","0.489251736681","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00005","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00005","false","interacts with","Ftrad_Otu_00091 (interacts with) Ftrad_Otu_00005"
"46904","-0.357169171022","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000415","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000415","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000415"
"46905","0.489595815561","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000334","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000334","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000334"
"46906","0.417841250494","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000305","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000305","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000305"
"46907","0.483016884019","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000268","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000268","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000268"
"46908","0.345399598851","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000201","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000201","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000201"
"46909","-0.406325477949","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000191","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000191","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000191"
"46910","0.374154890295","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000143","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000143","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000143"
"46911","0.496909709161","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000103","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000103","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000103"
"46912","0.514989555368","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000092","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000092","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000092"
"46913","0.349222616448","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000090","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000090","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000090"
"46914","0.442402754352","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000089","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000089","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000089"
"46915","-0.395509117657","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000085","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000085","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000085"
"46916","0.45186971686","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000084","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000084","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000084"
"46917","0.383809526869","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000071","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000071","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000071"
"46918","0.495297492834","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000063","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000063","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000063"
"46919","0.421196425872","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000062","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000062","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000062"
"46920","0.505908839539","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000043","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000043"
"46921","0.570954396389","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000041","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000041","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000041"
"46922","0.492677700263","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000040","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000040","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000040"
"46923","0.495974231583","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000027","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000027","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000027"
"46924","0.47323247065","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000012","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000012","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000012"
"46925","0.489680669762","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000006","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000006","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000006"
"46926","0.478506232137","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000004","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000004","false","interacts with","Ftrad_Otu_00091 (interacts with) BacV5_Otu_000004"
"46927","0.399721837344","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00073","true","0.0","0.49650818555","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00073","true","0.0","0.0","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00073","false","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00073"
"46928","0.439006243546","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00055","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00055","false","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00055"
"46929","-0.445420119285","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00022","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00022","false","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00022"
"46930","-0.499809775893","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00012","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00012","false","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00012"
"46931","0.486291119917","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00010","true","0.0","0.486061744134","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00010","true","0.001","0.0","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00010","false","interacts with","Ftrad_Otu_00084 (interacts with) Ftrad_Otu_00010"
"46932","0.378676710615","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000415","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000415","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000415"
"46933","-0.404845544599","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000268","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000268","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000268"
"46934","0.402889212256","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000225","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000225","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000225"
"46935","0.348618258619","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000105","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000105","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000105"
"46936","-0.481009893344","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000103","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000103","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000103"
"46937","-0.413880186725","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000092","true","0.0","-0.473200025186","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000092","true","0.0","0.0","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000092","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000092"
"46938","-0.418727355619","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000089","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000089","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000089"
"46939","-0.514394111422","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000071","true","0.0","-0.471750004246","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000071","true","0.0","0.0","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000071","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000071"
"46940","-0.490933654041","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000043","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000043"
"46941","-0.482622054315","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000041","true","0.0","-0.494047471213","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000041","true","0.0","0.0","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000041","false","interacts with","Ftrad_Otu_00084 (interacts with) BacV5_Otu_000041"
