"SUID","0.001_ 1_corsparcc.txt_Cor","0.001_ 1_corsparcc.txt_name","0.001_ 1_corsparcc.txt_present","0.001_ 1_corsparcc.txt_Pvalue","0.001_ 2_corsparcc.txt(1)_Cor","0.001_ 2_corsparcc.txt(1)_name","0.001_ 2_corsparcc.txt(1)_present","0.001_ 2_corsparcc.txt(1)_Pvalue","DyNet Variance","interaction","name","selected","shared interaction","shared name"
"55435","-0.413907039126","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000161","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000161","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000161"
"55436","-0.404672527736","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000154","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000154","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000154"
"55437","-0.446759901609","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000137","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000137","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000137"
"55438","-0.41196856569","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000136","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000136","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000136"
"55439","-0.504144535571","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000103","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000103","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000103"
"55440","-0.438287045943","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000090","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000090","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000090"
"55441","-0.502535832186","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000076","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000076","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000076"
"55442","-0.428215316556","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000072","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000072","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000072"
"55443","-0.581351852034","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000071","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000071"
"55444","-0.46088466161","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000069","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000069","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000069"
"55445","-0.548733926162","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000057","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000057","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000057"
"55446","-0.521562044079","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000043","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000043"
"55447","0.469947899922","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000042","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000042","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000042"
"55448","-0.554879632885","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000039","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000039","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000039"
"55449","-0.465564046373","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000034","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000034","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000034"
"55450","-0.513186258684","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000033","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000033","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000033"
"55451","-0.482805475267","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000022","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000022","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000022"
"55452","-0.544277922122","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000013","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000013","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000013"
"55453","-0.529993159135","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000008","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000008","false","interacts with","Ftrad_Otu_00028 (interacts with) BacV5_Otu_000008"
"55454","0.60213848351","Ftrad_Otu_00015 (interacts with) Ftrad_Otu_00007","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) Ftrad_Otu_00007","false","interacts with","Ftrad_Otu_00015 (interacts with) Ftrad_Otu_00007"
"55455","-0.571469959858","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000143","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000143","false","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000143"
"55456","-0.476451415888","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000138","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000138","false","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000138"
"55457","-0.46845614976","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000043","false","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000043"
"55458","-0.459476584696","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000033","true","0.001",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000033","false","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000033"
"55459","-0.582990485423","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000008","true","0.0",,,"false",,"0.5","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000008","false","interacts with","Ftrad_Otu_00015 (interacts with) BacV5_Otu_000008"
"55460","0.354528510031","BacV5_Otu_000186 (interacts with) BacV5_Otu_000173","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000173","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000173"
"55461","0.434532809481","BacV5_Otu_000186 (interacts with) BacV5_Otu_000161","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000161","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000161"
"55462","0.492718391556","BacV5_Otu_000186 (interacts with) BacV5_Otu_000143","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000143","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000143"
"55463","0.460123213897","BacV5_Otu_000186 (interacts with) BacV5_Otu_000142","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000142","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000142"
"55464","0.425275747476","BacV5_Otu_000186 (interacts with) BacV5_Otu_000138","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000138","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000138"
"55465","0.374984676774","BacV5_Otu_000186 (interacts with) BacV5_Otu_000136","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000136","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000136"
"55466","0.389453695519","BacV5_Otu_000186 (interacts with) BacV5_Otu_000131","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000131","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000131"
"55467","0.512387892413","BacV5_Otu_000186 (interacts with) BacV5_Otu_000122","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000122","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000122"
"55468","0.437714300081","BacV5_Otu_000186 (interacts with) BacV5_Otu_000115","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000115","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000115"
"55469","0.441718620594","BacV5_Otu_000186 (interacts with) BacV5_Otu_000103","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000103","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000103"
"55470","0.409219531534","BacV5_Otu_000186 (interacts with) BacV5_Otu_000096","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000096","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000096"
"55471","0.518634529299","BacV5_Otu_000186 (interacts with) BacV5_Otu_000092","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000092","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000092"
"55472","0.434909666407","BacV5_Otu_000186 (interacts with) BacV5_Otu_000090","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000090","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000090"
"55473","0.406306544569","BacV5_Otu_000186 (interacts with) BacV5_Otu_000080","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000080","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000080"
"55474","0.412220781217","BacV5_Otu_000186 (interacts with) BacV5_Otu_000074","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000074","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000074"
"55475","0.522131245154","BacV5_Otu_000186 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000071","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000071"
"55476","0.444819922817","BacV5_Otu_000186 (interacts with) BacV5_Otu_000069","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000069","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000069"
"55477","0.501441456587","BacV5_Otu_000186 (interacts with) BacV5_Otu_000065","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000065","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000065"
"55478","0.509385911352","BacV5_Otu_000186 (interacts with) BacV5_Otu_000063","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000063","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000063"
"55479","0.620670354605","BacV5_Otu_000186 (interacts with) BacV5_Otu_000059","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000059","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000059"
"55480","0.398380881344","BacV5_Otu_000186 (interacts with) BacV5_Otu_000057","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000057","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000057"
"55481","0.551872986063","BacV5_Otu_000186 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000043","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000043"
"55482","0.54308712515","BacV5_Otu_000186 (interacts with) BacV5_Otu_000041","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000041","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000041"
"55483","0.404704126023","BacV5_Otu_000186 (interacts with) BacV5_Otu_000039","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000039","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000039"
"55484","0.501378341628","BacV5_Otu_000186 (interacts with) BacV5_Otu_000033","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000033","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000033"
"55485","0.463965381993","BacV5_Otu_000186 (interacts with) BacV5_Otu_000013","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000013","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000013"
"55486","0.436974793512","BacV5_Otu_000186 (interacts with) BacV5_Otu_000012","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000012","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000012"
"55487","0.449561619264","BacV5_Otu_000186 (interacts with) BacV5_Otu_000008","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000008","false","interacts with","BacV5_Otu_000186 (interacts with) BacV5_Otu_000008"
"55488","0.380982482437","BacV5_Otu_000161 (interacts with) BacV5_Otu_000158","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000158","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000158"
"55489","0.434316910909","BacV5_Otu_000161 (interacts with) BacV5_Otu_000157","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000157","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000157"
"55490","0.590795878175","BacV5_Otu_000161 (interacts with) BacV5_Otu_000156","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000156","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000156"
"55491","0.434033007762","BacV5_Otu_000161 (interacts with) BacV5_Otu_000143","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000143","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000143"
"55492","0.610082794497","BacV5_Otu_000161 (interacts with) BacV5_Otu_000138","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000138","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000138"
"55493","0.472328258378","BacV5_Otu_000161 (interacts with) BacV5_Otu_000136","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000136","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000136"
"55494","0.468357403846","BacV5_Otu_000161 (interacts with) BacV5_Otu_000122","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000122","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000122"
"55495","0.427938057734","BacV5_Otu_000161 (interacts with) BacV5_Otu_000100","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000100","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000100"
"55496","0.455794227994","BacV5_Otu_000161 (interacts with) BacV5_Otu_000096","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000096","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000096"
"55497","0.553531417348","BacV5_Otu_000161 (interacts with) BacV5_Otu_000090","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000090","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000090"
"55498","0.602630666327","BacV5_Otu_000161 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000071","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000071"
"55499","0.441435992028","BacV5_Otu_000161 (interacts with) BacV5_Otu_000069","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000069","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000069"
"55500","0.464490341782","BacV5_Otu_000161 (interacts with) BacV5_Otu_000063","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000063","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000063"
"55501","0.529092533212","BacV5_Otu_000161 (interacts with) BacV5_Otu_000057","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000057","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000057"
"55502","0.459974491824","BacV5_Otu_000161 (interacts with) BacV5_Otu_000043","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000043","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000043"
"55503","0.445343741573","BacV5_Otu_000161 (interacts with) BacV5_Otu_000041","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000041","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000041"
"55504","0.61951535071","BacV5_Otu_000161 (interacts with) BacV5_Otu_000033","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000033","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000033"
"55505","0.571646836314","BacV5_Otu_000161 (interacts with) BacV5_Otu_000013","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000013","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000013"
"55506","0.439789031894","BacV5_Otu_000161 (interacts with) BacV5_Otu_000008","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000008","false","interacts with","BacV5_Otu_000161 (interacts with) BacV5_Otu_000008"
"55507","0.481625580628","BacV5_Otu_000138 (interacts with) BacV5_Otu_000137","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000137","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000137"
"55508","0.405909920947","BacV5_Otu_000138 (interacts with) BacV5_Otu_000131","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000131","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000131"
"55509","0.519262046605","BacV5_Otu_000138 (interacts with) BacV5_Otu_000122","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000122","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000122"
"55510","0.472533104714","BacV5_Otu_000138 (interacts with) BacV5_Otu_000120","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000120","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000120"
"55511","0.427028396104","BacV5_Otu_000138 (interacts with) BacV5_Otu_000116","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000116","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000116"
"55512","0.506413391811","BacV5_Otu_000138 (interacts with) BacV5_Otu_000104","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000104","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000104"
"55513","0.551657985378","BacV5_Otu_000138 (interacts with) BacV5_Otu_000103","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000103","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000103"
"55514","0.461116384553","BacV5_Otu_000138 (interacts with) BacV5_Otu_000100","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000100","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000100"
"55515","0.62565554118","BacV5_Otu_000138 (interacts with) BacV5_Otu_000096","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000096","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000096"
"55516","0.553535085601","BacV5_Otu_000138 (interacts with) BacV5_Otu_000092","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000092","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000092"
"55517","0.604898679015","BacV5_Otu_000138 (interacts with) BacV5_Otu_000090","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000090","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000090"
"55518","0.663770197953","BacV5_Otu_000138 (interacts with) BacV5_Otu_000089","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000089","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000089"
"55519","0.483310641511","BacV5_Otu_000138 (interacts with) BacV5_Otu_000074","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000074","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000074"
"55520","0.552546337484","BacV5_Otu_000138 (interacts with) BacV5_Otu_000072","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000072","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000072"
"55521","0.687456331047","BacV5_Otu_000138 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000071","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000071"
"55522","0.499632026511","BacV5_Otu_000138 (interacts with) BacV5_Otu_000069","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000069","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000069"
"55523","0.628256779847","BacV5_Otu_000138 (interacts with) BacV5_Otu_000065","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000065","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000065"
"55524","0.641784265474","BacV5_Otu_000138 (interacts with) BacV5_Otu_000063","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000063","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000063"
"55525","0.519368571683","BacV5_Otu_000138 (interacts with) BacV5_Otu_000062","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000062","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000062"
"55526","0.549522085146","BacV5_Otu_000138 (interacts with) BacV5_Otu_000059","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000059","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000059"
"55527","0.604750032323","BacV5_Otu_000138 (interacts with) BacV5_Otu_000057","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000057","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000057"
"55528","0.545629934731","BacV5_Otu_000138 (interacts with) BacV5_Otu_000043","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000043","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000043"
"55529","-0.385894529388","BacV5_Otu_000138 (interacts with) BacV5_Otu_000042","true","0.001",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000042","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000042"
"55530","0.516706410889","BacV5_Otu_000138 (interacts with) BacV5_Otu_000041","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000041","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000041"
"55531","0.538809787391","BacV5_Otu_000138 (interacts with) BacV5_Otu_000039","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000039","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000039"
"55532","0.54632401507","BacV5_Otu_000138 (interacts with) BacV5_Otu_000034","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000034","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000034"
"55533","0.651042518167","BacV5_Otu_000138 (interacts with) BacV5_Otu_000033","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000033","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000033"
"55534","0.506816171335","BacV5_Otu_000138 (interacts with) BacV5_Otu_000030","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000030","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000030"
"55535","0.465957245441","BacV5_Otu_000138 (interacts with) BacV5_Otu_000008","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000008","false","interacts with","BacV5_Otu_000138 (interacts with) BacV5_Otu_000008"
"55536","0.541898228971","BacV5_Otu_000090 (interacts with) BacV5_Otu_000089","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000089","false","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000089"
"55537","0.622093902832","BacV5_Otu_000090 (interacts with) BacV5_Otu_000071","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000071","false","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000071"
"55538","0.603352084804","BacV5_Otu_000090 (interacts with) BacV5_Otu_000069","true","0.0",,,"false",,"0.5","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000069","false","interacts with","BacV5_Otu_000090 (interacts with) BacV5_Otu_000069"
